Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.5137614678899083,0
0.8866969840940531,0.018867924528301886,1.0,0.5185185185185185,1.0
0.8557052961657133,0.07547169811320754,1.0,0.5333333333333333,1.0
0.8512088796867429,0.07547169811320754,0.9821428571428571,0.5288461538461539,0.8
0.7838706660333649,0.3018867924528302,0.9821428571428571,0.5978260869565217,0.9411764705882353
0.7718650688320361,0.3018867924528302,0.9642857142857143,0.5934065934065934,0.8888888888888888
0.7387251290826237,0.3584905660377358,0.9642857142857143,0.6136363636363636,0.9047619047619048
0.7364403237294714,0.3584905660377358,0.9285714285714286,0.6046511627906976,0.8260869565217391
0.7313144789286372,0.37735849056603776,0.9285714285714286,0.611764705882353,0.8333333333333334
0.7279263815197783,0.37735849056603776,0.8928571428571429,0.6024096385542169,0.7692307692307693
0.7191661723241743,0.4339622641509434,0.8928571428571429,0.625,0.7931034482758621
0.7086328889449174,0.4339622641509434,0.8571428571428571,0.6153846153846154,0.7419354838709677
0.6656681080126092,0.5283018867924528,0.8571428571428571,0.6575342465753424,0.7777777777777778
0.6417833359988269,0.5283018867924528,0.7857142857142857,0.6376811594202898,0.7
0.6065106126309797,0.660377358490566,0.7857142857142857,0.7096774193548387,0.7446808510638298
0.5907816764544167,0.660377358490566,0.7321428571428571,0.6949152542372882,0.7
0.5867272156200009,0.6981132075471698,0.7321428571428571,0.7192982456140351,0.7115384615384616
0.5807079660471519,0.6981132075471698,0.7142857142857143,0.7142857142857143,0.6981132075471698
0.5772404182644028,0.7169811320754716,0.7142857142857143,0.7272727272727273,0.7037037037037037
0.5415312673747028,0.7169811320754716,0.625,0.7,0.6440677966101694
0.5275842323517285,0.7735849056603774,0.625,0.7446808510638298,0.6612903225806451
0.4667148138284802,0.7735849056603774,0.5,0.7,0.5942028985507246
0.455045396535579,0.7924528301886793,0.5,0.717948717948718,0.6
0.4517688815844681,0.7924528301886793,0.48214285714285715,0.7105263157894737,0.5915492957746479
0.43154668370823557,0.8490566037735849,0.48214285714285715,0.7714285714285715,0.6081081081081081
0.42332409184450726,0.8490566037735849,0.44642857142857145,0.7575757575757576,0.5921052631578947
0.42232753136849893,0.8679245283018868,0.44642857142857145,0.78125,0.5974025974025974
0.4111226126716382,0.8679245283018868,0.375,0.75,0.5679012345679012
0.4071967508325391,0.8867924528301887,0.375,0.7777777777777778,0.573170731707317
0.4015278729114198,0.8867924528301887,0.35714285714285715,0.7692307692307693,0.5662650602409639
0.3994113903898699,0.9056603773584906,0.35714285714285715,0.8,0.5714285714285714
0.32029096843137916,0.9056603773584906,0.19642857142857142,0.6875,0.5161290322580645
0.3134135030994426,0.9245283018867925,0.19642857142857142,0.7333333333333333,0.5212765957446809
0.29761713587173655,0.9245283018867925,0.17857142857142858,0.7142857142857143,0.5157894736842106
0.2700870225476767,0.9433962264150944,0.17857142857142858,0.7692307692307693,0.5208333333333334
0.26725565789833866,0.9433962264150944,0.16071428571428573,0.75,0.5154639175257731
0.26408430677029326,0.9622641509433962,0.16071428571428573,0.8181818181818182,0.5204081632653061
0.24915852497131966,0.9622641509433962,0.125,0.7777777777777778,0.51
0.23263765345644088,0.9811320754716981,0.125,0.875,0.5148514851485149
0.18566170030164744,0.9811320754716981,0.03571428571428571,0.6666666666666666,0.49056603773584906
0.18132114398922258,1.0,0.03571428571428571,1.0,0.4953271028037383
0.09884607319543862,1.0,0.0,0,0.48623853211009177
