Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
PIGR_PERM,TIMP2_AGRIN,0.97009,1.0,0.04762,1.0,0.49367,0.0101
AGRIN_TIMP2,HSPB1_CLIC1,0.95785,0.97826,0.16327,0.88889,0.52326,0.0101
KPYM_MMP9,AGRIN_TIMP2,0.95494,1.0,0.02778,1.0,0.5625,0.51515
AGRIN_TIMP2,PERM_MMP9,0.95253,1.0,0.02273,1.0,0.51136,0.50505
AGRIN_TIMP2,CLIC1_MMP9,0.95101,1.0,0.02326,1.0,0.52809,0.50505
PERM_KPYM,TIMP2_AGRIN,0.94742,1.0,0.06977,1.0,0.53488,0.0101
AGRIN_PIGR,TIMP2_PIGR,0.94657,1.0,0.28571,1.0,0.57746,0.0101
AGRIN_PERM,TIMP2_PERM,0.94654,1.0,0.33962,1.0,0.57831,0.0101
AGRIN_TIMP2,CLIC1_TIMP2,0.94654,1.0,0.01923,1.0,0.49505,0.50505
AGRIN_MMP9,CLIC1_TIMP2,0.94508,1.0,0.02326,1.0,0.52809,0.50505
HSPB1_AGRIN,CLIC1_TIMP2,0.94454,0.97826,0.08163,0.8,0.5,0.0101
PERM_CLIC1,TIMP2_AGRIN,0.94111,1.0,0.07692,1.0,0.5,0.0101
AGRIN_KPYM,TIMP2_KPYM,0.94089,1.0,0.30233,1.0,0.61538,0.0101
PERM_AGRIN,TIMP2_AGRIN,0.93907,1.0,0.07547,1.0,0.49485,0.0101
KPYM_CLIC1,TIMP2_AGRIN,0.93895,1.0,0.06977,1.0,0.54545,0.0101
TIMP2_AGRIN,CLIC1_MMP9,0.93864,1.0,0.13953,1.0,0.55952,0.0101
MMP9_PERM,TIMP2_AGRIN,0.93788,1.0,0.04545,1.0,0.51724,0.0101
PIGR_CLIC1,TIMP2_AGRIN,0.93754,1.0,0.02439,1.0,0.50617,0.0101
TIMP2_PERM,CLIC1_TIMP2,0.93711,1.0,0.30189,1.0,0.56471,0.0101
TIMP2_AGRIN,CLIC1_TIMP2,0.93654,1.0,0.13462,1.0,0.52632,0.0101
AGRIN_TIMP2,PERM_TIMP2,0.93632,1.0,0.0566,1.0,0.4898,0.50505
MMP9_KPYM,AGRIN_TIMP2,0.93519,1.0,0.02778,1.0,0.5625,0.05051
AGRIN_TIMP2,TIMP2_CLIC1,0.93346,1.0,0.19231,1.0,0.54348,0.0101
PIGR_KPYM,TIMP2_AGRIN,0.93318,1.0,0.0303,1.0,0.5493,0.0101
PERM_HSPB1,TIMP2_AGRIN,0.93275,1.0,0.06122,1.0,0.48889,0.0101
PERM_MMP9,CLIC1_TIMP2,0.93232,1.0,0.06818,1.0,0.52326,0.50505
AGRIN_TIMP2,PIGR_PERM,0.93162,1.0,0.33333,1.0,0.58209,0.0101
TIMP2_AGRIN,CLIC1_HSPB1,0.93079,1.0,0.22449,1.0,0.54762,0.0101
HSPB1_CLIC1,TIMP2_AGRIN,0.92946,1.0,0.04082,1.0,0.49462,0.0101
PIGR_PERM,TIMP2_CLIC1,0.92918,1.0,0.11905,1.0,0.51316,0.0101
AGRIN_HSPB1,TIMP2_CLIC1,0.92813,1.0,0.18367,1.0,0.53488,0.0101
AGRIN_TIMP2,HSPB1_MMP9,0.92796,1.0,0.02439,1.0,0.51807,0.50505
PERM_MMP9,TIMP2_AGRIN,0.92778,1.0,0.11364,1.0,0.53571,0.0101
AGRIN_TIMP2,CLIC1_HSPB1,0.92724,1.0,0.02041,1.0,0.48936,0.50505
AGRIN_TIMP2,PERM_HSPB1,0.92579,1.0,0.02041,1.0,0.47826,0.0202
AGRIN_TIMP2,CLIC1_PIGR,0.92564,1.0,0.02439,1.0,0.50617,0.50505
TIMP2_PERM,CLIC1_PERM,0.92492,1.0,0.33962,1.0,0.57831,0.0101
PIGR_PERM,CLIC1_TIMP2,0.9243,1.0,0.2381,1.0,0.5493,0.0101
AGRIN_TIMP2,,0.92377,1.0,0.03774,1.0,0.49505,0.50505
TIMP2_AGRIN,,0.92377,1.0,0.0566,1.0,0.5,0.0101
AGRIN_TIMP2,TIMP2_AGRIN,0.92377,1.0,0.13208,1.0,0.52083,0.0101
AGRIN_TIMP2,PIGR_CLIC1,0.92207,1.0,0.04878,1.0,0.5125,0.0101
MMP9_PERM,AGRIN_TIMP2,0.92121,1.0,0.02273,1.0,0.51136,0.0101
AGRIN_TIMP2,TIMP2_MMP9,0.92118,1.0,0.04545,1.0,0.52809,0.51515
MMP9_PIGR,AGRIN_TIMP2,0.92105,1.0,0.0303,1.0,0.54286,0.53535
AGRIN_TIMP2,TIMP2_KPYM,0.92054,1.0,0.16279,1.0,0.57143,0.0101
AGRIN_CLIC1,TIMP2_CLIC1,0.92038,1.0,0.15385,1.0,0.53191,0.0101
PERM_TIMP2,TIMP2_AGRIN,0.91903,1.0,0.11321,1.0,0.50526,0.0101
MMP9_PERM,TIMP2_CLIC1,0.91869,1.0,0.11364,1.0,0.53571,0.0101
MMP9_TIMP2,AGRIN_TIMP2,0.91828,0.97872,0.04545,0.66667,0.52273,0.50505
PIGR_HSPB1,TIMP2_AGRIN,0.91828,1.0,0.02632,1.0,0.50667,0.0303
AGRIN_TIMP2,PERM_PIGR,0.91819,1.0,0.02381,1.0,0.4875,0.37374
KPYM_MMP9,CLIC1_TIMP2,0.9179,1.0,0.02778,1.0,0.5625,0.50505
AGRIN_TIMP2,TIMP2_PERM,0.91785,1.0,0.20755,1.0,0.53333,0.0101
MMP9_HSPB1,AGRIN_TIMP2,0.91775,1.0,0.02439,1.0,0.51807,0.24242
AGRIN_TIMP2,HSPB1_KPYM,0.91685,1.0,0.04878,1.0,0.53012,0.0101
PERM_PIGR,TIMP2_AGRIN,0.91636,1.0,0.02381,1.0,0.4875,0.0101
AGRIN_CLIC1,TIMP2_AGRIN,0.91615,1.0,0.05769,1.0,0.50505,0.0101
KPYM_PIGR,AGRIN_TIMP2,0.91531,0.97436,0.0303,0.5,0.54286,0.50505
AGRIN_TIMP2,PIGR_KPYM,0.91531,1.0,0.0303,1.0,0.5493,0.0101
AGRIN_MMP9,TIMP2_AGRIN,0.91441,1.0,0.13636,1.0,0.55294,0.0101
MMP9_AGRIN,AGRIN_TIMP2,0.91393,0.97872,0.02273,0.5,0.51685,0.20202
AGRIN_MMP9,TIMP2_MMP9,0.91344,0.97872,0.04545,0.66667,0.52273,0.0101
HSPB1_MMP9,CLIC1_TIMP2,0.91251,1.0,0.04762,1.0,0.51807,0.50505
AGRIN_TIMP2,PERM_KPYM,0.91203,1.0,0.02326,1.0,0.52273,0.0101
MMP9_TIMP2,CLIC1_TIMP2,0.91199,1.0,0.06818,1.0,0.53409,0.50505
PIGR_AGRIN,TIMP2_AGRIN,0.91173,1.0,0.02381,1.0,0.5,0.0101
PERM_MMP9,TIMP2_CLIC1,0.91162,1.0,0.18182,1.0,0.55556,0.0101
TIMP2_AGRIN,CLIC1_AGRIN,0.91154,1.0,0.21154,1.0,0.54945,0.0101
MMP9_KPYM,TIMP2_AGRIN,0.91111,1.0,0.05556,1.0,0.56962,0.0101
KPYM_CLIC1,AGRIN_TIMP2,0.91037,1.0,0.11628,1.0,0.55814,0.0101
AGRIN_MMP9,TIMP2_CLIC1,0.90995,1.0,0.18605,1.0,0.57317,0.0101
PERM_TIMP2,TIMP2_CLIC1,0.90959,1.0,0.16981,1.0,0.52174,0.0101
KPYM_MMP9,TIMP2_AGRIN,0.90926,1.0,0.08333,1.0,0.57692,0.0101
MMP9_CLIC1,AGRIN_TIMP2,0.90747,1.0,0.02326,1.0,0.52809,0.0101
HSPB1_PERM,CLIC1_TIMP2,0.90682,1.0,0.02,1.0,0.47312,0.0101
KPYM_TIMP2,AGRIN_TIMP2,0.90649,1.0,0.02326,1.0,0.53333,0.41414
PERM_AGRIN,TIMP2_CLIC1,0.90625,1.0,0.11538,1.0,0.51064,0.0101
PERM_TIMP2,CLIC1_TIMP2,0.90605,1.0,0.01887,1.0,0.48,0.49495
MMP9_HSPB1,TIMP2_AGRIN,0.90584,1.0,0.04878,1.0,0.52439,0.0101
TIMP2_AGRIN,CLIC1_PIGR,0.90541,1.0,0.02439,1.0,0.50617,0.0101
AGRIN_HSPB1,TIMP2_HSPB1,0.90506,0.97826,0.12245,0.85714,0.51136,0.0101
TIMP2_CLIC1,,0.90453,1.0,0.11321,1.0,0.51546,0.0101
CLIC1_TIMP2,,0.90453,1.0,0.0566,1.0,0.5,0.50505
TIMP2_CLIC1,CLIC1_TIMP2,0.90453,1.0,0.15094,1.0,0.52632,0.0101
AGRIN_TIMP2,PIGR_HSPB1,0.90443,0.97368,0.02632,0.5,0.5,0.30303
AGRIN_HSPB1,TIMP2_AGRIN,0.90417,1.0,0.04082,1.0,0.49462,0.0101
MMP9_AGRIN,TIMP2_AGRIN,0.90232,1.0,0.06818,1.0,0.53409,0.0101
KPYM_AGRIN,TIMP2_AGRIN,0.90213,1.0,0.06977,1.0,0.54545,0.0101
PERM_CLIC1,TIMP2_CLIC1,0.90212,1.0,0.13208,1.0,0.51064,0.0101
MMP9_PIGR,CLIC1_TIMP2,0.90191,1.0,0.0303,1.0,0.54286,0.50505
PERM_HSPB1,TIMP2_CLIC1,0.90182,1.0,0.12,1.0,0.5,0.0101
AGRIN_KPYM,TIMP2_CLIC1,0.90165,1.0,0.11628,1.0,0.55814,0.0101
AGRIN_TIMP2,PIGR_AGRIN,0.9007,0.97561,0.02381,0.5,0.49383,0.0404
MMP9_KPYM,TIMP2_CLIC1,0.9,1.0,0.08333,1.0,0.57692,0.0101
MMP9_HSPB1,TIMP2_CLIC1,0.89978,1.0,0.11905,1.0,0.5375,0.0101
AGRIN_TIMP2,PERM_CLIC1,0.89944,1.0,0.01923,1.0,0.48485,0.0101
TIMP2_AGRIN,CLIC1_KPYM,0.89922,1.0,0.09302,1.0,0.55172,0.0101
PERM_KPYM,TIMP2_CLIC1,0.89889,1.0,0.09302,1.0,0.54118,0.0101
KPYM_TIMP2,TIMP2_AGRIN,0.89874,1.0,0.09302,1.0,0.55172,0.0101
TIMP2_MMP9,CLIC1_TIMP2,0.89845,1.0,0.02273,1.0,0.52222,0.38384
AGRIN_PIGR,CLIC1_TIMP2,0.89827,1.0,0.09756,1.0,0.52564,0.51515
MMP9_AGRIN,CLIC1_TIMP2,0.89807,0.97872,0.02326,0.5,0.52273,0.26263
MMP9_HSPB1,CLIC1_TIMP2,0.89756,1.0,0.02381,1.0,0.5119,0.19192
AGRIN_TIMP2,HSPB1_TIMP2,0.89752,1.0,0.02041,1.0,0.48936,0.50505
AGRIN_TIMP2,PIGR_MMP9,0.89713,1.0,0.0303,1.0,0.54286,0.25253
PIGR_MMP9,TIMP2_AGRIN,0.89633,1.0,0.0303,1.0,0.54286,0.0202
HSPB1_PERM,TIMP2_CLIC1,0.89591,1.0,0.12,1.0,0.5,0.0101
PERM_HSPB1,CLIC1_TIMP2,0.89591,1.0,0.02,1.0,0.47312,0.05051
PERM_KPYM,CLIC1_TIMP2,0.89434,1.0,0.02326,1.0,0.52273,0.0101
AGRIN_PIGR,TIMP2_CLIC1,0.89352,1.0,0.09756,1.0,0.52564,0.0101
AGRIN_TIMP2,CLIC1_KPYM,0.89341,1.0,0.02326,1.0,0.53333,0.0101
TIMP2_MMP9,CLIC1_MMP9,0.89313,1.0,0.02273,1.0,0.52222,0.0101
AGRIN_KPYM,TIMP2_AGRIN,0.89244,1.0,0.06977,1.0,0.54545,0.0101
KPYM_AGRIN,AGRIN_TIMP2,0.89196,1.0,0.02326,1.0,0.53333,0.05051
KPYM_CLIC1,TIMP2_KPYM,0.89147,1.0,0.06977,1.0,0.54545,0.0101
AGRIN_TIMP2,HSPB1_AGRIN,0.8913,1.0,0.02041,1.0,0.48936,0.0303
MMP9_TIMP2,TIMP2_AGRIN,0.89072,1.0,0.06818,1.0,0.53409,0.0101
KPYM_HSPB1,AGRIN_TIMP2,0.89024,1.0,0.02439,1.0,0.52381,0.05051
HSPB1_TIMP2,CLIC1_HSPB1,0.88913,1.0,0.02,1.0,0.48421,0.50505
AGRIN_HSPB1,CLIC1_TIMP2,0.88864,1.0,0.02041,1.0,0.48936,0.29293
TIMP2_KPYM,CLIC1_KPYM,0.88857,0.97917,0.16279,0.875,0.56627,0.0101
KPYM_PERM,CLIC1_TIMP2,0.88827,1.0,0.04651,1.0,0.52874,0.0101
AGRIN_MMP9,HSPB1_TIMP2,0.88826,1.0,0.02439,1.0,0.51807,0.50505
TIMP2_HSPB1,CLIC1_HSPB1,0.88826,0.97826,0.04,0.66667,0.48387,0.0101
HSPB1_MMP9,TIMP2_AGRIN,0.88769,1.0,0.09756,1.0,0.5375,0.0101
TIMP2_CLIC1,CLIC1_HSPB1,0.88696,1.0,0.14,1.0,0.51685,0.0101
MMP9_PERM,CLIC1_TIMP2,0.88687,1.0,0.02273,1.0,0.51136,0.0101
HSPB1_PERM,TIMP2_AGRIN,0.88683,1.0,0.06122,1.0,0.48889,0.0101
AGRIN_TIMP2,PIGR_TIMP2,0.88676,1.0,0.02381,1.0,0.5,0.22222
KPYM_AGRIN,CLIC1_TIMP2,0.88663,1.0,0.06977,1.0,0.54545,0.0101
KPYM_CLIC1,CLIC1_TIMP2,0.88663,1.0,0.11628,1.0,0.55814,0.0101
TIMP2_AGRIN,CLIC1_PERM,0.88622,1.0,0.09615,1.0,0.50526,0.0101
HSPB1_CLIC1,CLIC1_TIMP2,0.88609,0.97826,0.06,0.75,0.48913,0.0101
PERM_TIMP2,PIGR_CLIC1,0.88584,0.97436,0.16667,0.875,0.52055,0.0101
HSPB1_PIGR,TIMP2_AGRIN,0.88573,1.0,0.02632,1.0,0.50667,0.0303
MMP9_CLIC1,TIMP2_AGRIN,0.88471,1.0,0.04651,1.0,0.53409,0.0101
PERM_PIGR,TIMP2_CLIC1,0.88462,1.0,0.11905,1.0,0.51316,0.0101
TIMP2_CLIC1,CLIC1_MMP9,0.88443,1.0,0.15909,1.0,0.55952,0.0101
KPYM_PERM,TIMP2_AGRIN,0.88423,1.0,0.06977,1.0,0.53488,0.0101
KPYM_PERM,AGRIN_TIMP2,0.88372,1.0,0.02326,1.0,0.52273,0.0202
TIMP2_KPYM,CLIC1_TIMP2,0.88372,1.0,0.16279,1.0,0.57143,0.0101
MMP9_CLIC1,CLIC1_TIMP2,0.88346,1.0,0.04545,1.0,0.52809,0.0101
AGRIN_TIMP2,CLIC1_PERM,0.88341,1.0,0.01923,1.0,0.48485,0.33333
AGRIN_TIMP2,HSPB1_PERM,0.88312,1.0,0.02041,1.0,0.47826,0.0101
AGRIN_TIMP2,PERM_AGRIN,0.88286,1.0,0.01887,1.0,0.48,0.0101
PIGR_CLIC1,TIMP2_PERM,0.88217,1.0,0.07143,1.0,0.5,0.0101
PIGR_AGRIN,TIMP2_CLIC1,0.88162,1.0,0.09756,1.0,0.52564,0.0101
MMP9_KPYM,CLIC1_TIMP2,0.88086,1.0,0.02778,1.0,0.5625,0.18182
PERM_CLIC1,CLIC1_TIMP2,0.8805,1.0,0.01887,1.0,0.48,0.0101
MMP9_PIGR,TIMP2_AGRIN,0.88038,1.0,0.0303,1.0,0.54286,0.0404
HSPB1_TIMP2,TIMP2_AGRIN,0.87977,1.0,0.12245,1.0,0.51685,0.0101
PIGR_KPYM,TIMP2_CLIC1,0.87956,1.0,0.06061,1.0,0.55714,0.0101
AGRIN_PERM,TIMP2_AGRIN,0.87932,1.0,0.11321,1.0,0.50526,0.0101
PIGR_AGRIN,CLIC1_TIMP2,0.87864,0.97561,0.02439,0.5,0.5,0.0303
AGRIN_PIGR,TIMP2_AGRIN,0.87805,1.0,0.02381,1.0,0.5,0.0101
KPYM_HSPB1,TIMP2_AGRIN,0.87749,1.0,0.07317,1.0,0.53659,0.0101
AGRIN_TIMP2,TIMP2_PIGR,0.87456,1.0,0.02381,1.0,0.5,0.08081
PIGR_TIMP2,TIMP2_AGRIN,0.87398,1.0,0.02381,1.0,0.5,0.0101
MMP9_CLIC1,TIMP2_CLIC1,0.87379,1.0,0.11364,1.0,0.54651,0.0101
HSPB1_TIMP2,CLIC1_MMP9,0.87375,1.0,0.07143,1.0,0.52439,0.50505
MMP9_AGRIN,TIMP2_CLIC1,0.87333,1.0,0.09302,1.0,0.54651,0.0101
TIMP2_CLIC1,CLIC1_PIGR,0.87282,1.0,0.11905,1.0,0.52564,0.0101
PERM_PIGR,CLIC1_TIMP2,0.87179,1.0,0.02381,1.0,0.4875,0.39394
PIGR_CLIC1,TIMP2_CLIC1,0.87166,1.0,0.11905,1.0,0.52564,0.0101
PIGR_CLIC1,CLIC1_TIMP2,0.87108,1.0,0.04762,1.0,0.50617,0.0101
MMP9_TIMP2,AGRIN_MMP9,0.87041,1.0,0.09091,1.0,0.54023,0.51515
PIGR_MMP9,CLIC1_TIMP2,0.87002,1.0,0.0303,1.0,0.54286,0.26263
KPYM_CLIC1,TIMP2_CLIC1,0.8687,1.0,0.06977,1.0,0.54545,0.0101
KPYM_PIGR,CLIC1_TIMP2,0.86869,1.0,0.09091,1.0,0.56522,0.50505
KPYM_TIMP2,CLIC1_TIMP2,0.86773,1.0,0.02326,1.0,0.53333,0.0101
TIMP2_PERM,CLIC1_MMP9,0.86717,1.0,0.15909,1.0,0.54878,0.0101
KPYM_PIGR,TIMP2_AGRIN,0.86713,1.0,0.0303,1.0,0.5493,0.0101
TIMP2_PIGR,CLIC1_PIGR,0.86702,1.0,0.09524,1.0,0.51899,0.0101
AGRIN_MMP9,TIMP2_PERM,0.86566,1.0,0.15909,1.0,0.54878,0.0101
HSPB1_CLIC1,TIMP2_CLIC1,0.86565,1.0,0.12,1.0,0.51111,0.0101
AGRIN_KPYM,CLIC1_TIMP2,0.86531,1.0,0.02326,1.0,0.53333,0.06061
PIGR_HSPB1,TIMP2_CLIC1,0.86437,1.0,0.10256,1.0,0.52055,0.0101
HSPB1_AGRIN,TIMP2_CLIC1,0.8638,1.0,0.10204,1.0,0.51111,0.0101
KPYM_HSPB1,TIMP2_CLIC1,0.86308,1.0,0.07317,1.0,0.53659,0.0101
KPYM_TIMP2,TIMP2_CLIC1,0.86289,1.0,0.11628,1.0,0.55814,0.0101
KPYM_MMP9,HSPB1_TIMP2,0.86202,1.0,0.08571,1.0,0.56164,0.50505
PIGR_TIMP2,CLIC1_TIMP2,0.86179,0.97561,0.02381,0.5,0.49383,0.35354
PIGR_HSPB1,CLIC1_TIMP2,0.86032,1.0,0.02564,1.0,0.5,0.27273
MMP9_TIMP2,CLIC1_MMP9,0.86025,1.0,0.02273,1.0,0.52222,0.50505
AGRIN_TIMP2,TIMP2_HSPB1,0.85936,1.0,0.02041,1.0,0.48936,0.0101
AGRIN_CLIC1,CLIC1_TIMP2,0.85923,1.0,0.01923,1.0,0.49505,0.0303
HSPB1_KPYM,TIMP2_AGRIN,0.8592,1.0,0.07317,1.0,0.53659,0.0101
AGRIN_TIMP2,CLIC1_AGRIN,0.85808,0.98,0.01923,0.5,0.49,0.29293
