Biomarker_1,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_MMK,0.76807,0.95614,0.42857,0.88636,0.67702,0.57576
PERM_MMK,0.7392,0.96552,0.26374,0.85714,0.6257,0.57576
KPYM_MMK,0.71856,0.96296,0.15385,0.77778,0.57459,0.55556
AGRIN_MMK,0.69938,0.96522,0.13187,0.75,0.58421,0.55556
HSPB1_MMK,0.58084,0.99083,0.05556,0.83333,0.55959,0.53535
