Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.35514018691588783,0
0.9999464903145203,0.014492753623188406,1.0,0.3584905660377358,1.0
0.9815374974147714,0.2463768115942029,1.0,0.4222222222222222,1.0
0.9757564846833029,0.2463768115942029,0.9736842105263158,0.4157303370786517,0.9444444444444444
0.8212510083097281,0.6376811594202898,0.9736842105263158,0.5967741935483871,0.9777777777777777
0.7840959585824653,0.6376811594202898,0.8947368421052632,0.576271186440678,0.9166666666666666
0.7708723920204804,0.6521739130434783,0.8947368421052632,0.5862068965517241,0.9183673469387755
0.7657708011635783,0.6521739130434783,0.868421052631579,0.5789473684210527,0.9
0.7163755944167999,0.782608695652174,0.868421052631579,0.6875,0.9152542372881356
0.7078742015249501,0.782608695652174,0.8421052631578947,0.6808510638297872,0.9
0.6683283184209469,0.8115942028985508,0.8421052631578947,0.7111111111111111,0.9032258064516129
0.6452565044011807,0.8115942028985508,0.8157894736842105,0.7045454545454546,0.8888888888888888
0.6212680114102201,0.8405797101449275,0.8157894736842105,0.7380952380952381,0.8923076923076924
0.6060138972600474,0.8405797101449275,0.7894736842105263,0.7317073170731707,0.8787878787878788
0.6021187207971287,0.855072463768116,0.7894736842105263,0.75,0.8805970149253731
0.6010479689404821,0.855072463768116,0.7631578947368421,0.7435897435897436,0.8676470588235294
0.5963826585592523,0.9130434782608695,0.7631578947368421,0.8285714285714286,0.875
0.5371103496328575,0.9130434782608695,0.5526315789473685,0.7777777777777778,0.7875
0.5306933931496516,0.9420289855072463,0.5526315789473685,0.84,0.7926829268292683
0.5302608262267202,0.9420289855072463,0.5,0.8260869565217391,0.7738095238095238
0.5247425864194007,0.9565217391304348,0.5,0.8636363636363636,0.7764705882352941
0.49520864483293975,0.9565217391304348,0.15789473684210525,0.6666666666666666,0.673469387755102
0.49097048345962513,0.9855072463768116,0.15789473684210525,0.8571428571428571,0.68
0.4474750961309167,0.9855072463768116,0.02631578947368421,0.5,0.6476190476190476
0.4441164268661886,1.0,0.02631578947368421,1.0,0.6509433962264151
0.4080313315192487,1.0,0.0,0,0.6448598130841121
