Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.3333333333333333,0
0.9999218837335876,0.019230769230769232,1.0,0.33766233766233766,1.0
0.9271993670561569,0.5192307692307693,1.0,0.5098039215686274,1.0
0.9110595032940332,0.5192307692307693,0.9230769230769231,0.4897959183673469,0.9310344827586207
0.8166573537865633,0.6538461538461539,0.9230769230769231,0.5714285714285714,0.9444444444444444
0.8143533187535325,0.6538461538461539,0.8846153846153846,0.5609756097560976,0.918918918918919
0.7202081429745592,0.7884615384615384,0.8846153846153846,0.6764705882352942,0.9318181818181818
0.7114246854578071,0.7884615384615384,0.8461538461538461,0.6666666666666666,0.9111111111111111
0.6892749622017774,0.8076923076923077,0.8461538461538461,0.6875,0.9130434782608695
0.6633669572510276,0.8076923076923077,0.8076923076923077,0.6774193548387096,0.8936170212765957
0.5992453225940105,0.8846153846153846,0.8076923076923077,0.7777777777777778,0.9019607843137255
0.5331885321403547,0.8846153846153846,0.6923076923076923,0.75,0.8518518518518519
0.5169143536618542,0.9038461538461539,0.6923076923076923,0.782608695652174,0.8545454545454545
0.5154778466567798,0.9038461538461539,0.6538461538461539,0.7727272727272727,0.8392857142857143
0.4835665052990502,0.9230769230769231,0.6538461538461539,0.8095238095238095,0.8421052631578947
0.38435839210777545,0.9230769230769231,0.5769230769230769,0.7894736842105263,0.8135593220338984
0.37463986124738263,0.9423076923076923,0.5769230769230769,0.8333333333333334,0.8166666666666667
0.24325823468812735,0.9423076923076923,0.23076923076923078,0.6666666666666666,0.7101449275362319
0.22210698045153732,0.9615384615384616,0.23076923076923078,0.75,0.7142857142857143
0.21454504512790806,0.9615384615384616,0.19230769230769232,0.7142857142857143,0.704225352112676
0.18659950316181,0.9807692307692307,0.19230769230769232,0.8333333333333334,0.7083333333333334
0.15062834522424726,0.9807692307692307,0.11538461538461539,0.75,0.6891891891891891
0.15021264832211853,1.0,0.11538461538461539,1.0,0.6933333333333334
0.04303294955979751,1.0,0.0,0,0.6666666666666666
