Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_MMP9,AGRIN_MMP9,0.89423,1.0,0.30769,1.0,0.56098,0.0101
TIMP-2_PERM,AGRIN_PERM,0.87374,1.0,0.31481,1.0,0.54321,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,0.8704,1.0,0.15385,1.0,0.51111,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,0.867,1.0,0.09259,1.0,0.47312,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,0.86514,1.0,0.09259,1.0,0.48421,0.0101
TIMP-2_MMP9,KPYM_MMP9,0.86453,1.0,0.25,1.0,0.53571,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,0.86286,1.0,0.22,1.0,0.51852,0.0101
MMP9_KPYM,TIMP-2_KPYM,0.86275,1.0,0.09804,1.0,0.49451,0.0101
TIMP-2_MMP9,KPYM_ADIPOQ,0.86195,1.0,0.18,1.0,0.5,0.0101
TIMP-2_KPYM,AGRIN_KPYM,0.86187,1.0,0.11765,1.0,0.5,0.0101
TIMP-2_MMP9,KPYM_TIMP-2,0.85513,1.0,0.15385,1.0,0.50562,0.0101
MMP9_ADIPOQ,TIMP-2_AGRIN,0.8544,1.0,0.09615,1.0,0.47191,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,0.8519,1.0,0.2,1.0,0.5122,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,0.84952,1.0,0.04,1.0,0.46667,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,0.84888,1.0,0.18367,1.0,0.5122,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,0.84753,1.0,0.07692,1.0,0.46667,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,0.84742,1.0,0.09259,1.0,0.48421,0.0101
TIMP-2_MMP9,KPYM_PERM,0.8466,1.0,0.09615,1.0,0.47778,0.0101
TIMP-2_AGRIN,,0.8442,1.0,0.03704,1.0,0.46939,0.0101
AGRIN_TIMP-2,,0.8442,1.0,0.03704,1.0,0.46939,0.51515
TIMP-2_AGRIN,AGRIN_TIMP-2,0.8442,1.0,0.09259,1.0,0.48421,0.0101
HSPB1_MMP9,TIMP-2_MMP9,0.84356,1.0,0.17647,1.0,0.52273,0.0101
TIMP-2_AGRIN,KPYM_TIMP-2,0.84239,1.0,0.09259,1.0,0.47872,0.0101
MMP9_ADIPOQ,TIMP-2_KPYM,0.84221,1.0,0.08163,1.0,0.47674,0.0101
TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.8402,0.97619,0.07692,0.8,0.46067,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,0.83992,1.0,0.04255,1.0,0.48276,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,0.83923,1.0,0.14815,1.0,0.48889,0.0101
ADIPOQ_TIMP-2,TIMP-2_PERM,0.83798,1.0,0.17308,1.0,0.48193,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,0.8376,1.0,0.15686,1.0,0.51685,0.0101
HSPB1_TIMP-2,TIMP-2_AGRIN,0.83716,1.0,0.09434,1.0,0.48936,0.0101
ADIPOQ_PERM,TIMP-2_AGRIN,0.83606,1.0,0.03846,1.0,0.44444,0.0101
TIMP-2_MMP9,AGRIN_PERM,0.83479,1.0,0.09615,1.0,0.48352,0.0101
MMP9_HSPB1,TIMP-2_MMP9,0.83097,1.0,0.02041,1.0,0.48936,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,0.83094,1.0,0.05882,1.0,0.48387,0.0101
TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83059,1.0,0.09615,1.0,0.47191,0.0101
PERM_AGRIN,TIMP-2_AGRIN,0.83039,1.0,0.09259,1.0,0.47312,0.0101
MMP9_KPYM,TIMP-2_AGRIN,0.82876,1.0,0.05882,1.0,0.48387,0.0101
TIMP-2_HSPB1,AGRIN_HSPB1,0.82864,1.0,0.11765,1.0,0.50549,0.0101
TIMP-2_AGRIN,AGRIN_HSPB1,0.82864,1.0,0.03922,1.0,0.48421,0.0101
PERM_ADIPOQ,TIMP-2_ADIPOQ,0.82837,1.0,0.09615,1.0,0.45977,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,0.82823,1.0,0.02128,1.0,0.47126,0.0101
PERM_ADIPOQ,TIMP-2_AGRIN,0.82788,1.0,0.09615,1.0,0.45977,0.0101
HSPB1_MMP9,AGRIN_TIMP-2,0.82779,1.0,0.01961,1.0,0.47917,0.0202
TIMP-2_KPYM,AGRIN_ADIPOQ,0.82678,1.0,0.08163,1.0,0.47674,0.0101
MMP9_HSPB1,TIMP-2_AGRIN,0.82651,1.0,0.03922,1.0,0.48421,0.0101
PERM_HSPB1,TIMP-2_AGRIN,0.82576,1.0,0.03922,1.0,0.47312,0.0101
MMP9_TIMP-2,TIMP-2_ADIPOQ,0.82509,1.0,0.01923,1.0,0.45161,0.0101
