Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_AGRIN,KPYM_TIMP-2,0.70909,0,0,0,0,0.5
PERM_TIMP-2,AGRIN_PERM,0.70779,1.0,0.09091,1.0,0.58333,0.50505
PERM_MMP9,TIMP-2_AGRIN,0.70696,1.0,0.04762,1.0,0.56522,0.05051
TIMP-2_PERM,KPYM_MMP9,0.70667,1.0,0.04762,1.0,0.55556,0.0101
MMP9_TIMP-2,PERM_AGRIN,0.70629,1.0,0.04545,1.0,0.55319,0.26263
TIMP-2_AGRIN,AGRIN_PERM,0.70455,0.96429,0.04545,0.5,0.5625,0.21212
TIMP-2_AGRIN,AGRIN_KPYM,0.7037,1.0,0.05,1.0,0.58696,0.09091
TIMP-2_PERM,AGRIN_MMP9,0.7033,1.0,0.04762,1.0,0.56522,0.0101
TIMP-2_AGRIN,KPYM_PERM,0.70202,0.96296,0.04545,0.5,0.55319,0.25253
AGRIN_PERM,KPYM_TIMP-2,0.70202,0.96296,0.04545,0.5,0.55319,0.42424
AGRIN_TIMP-2,KPYM_AGRIN,0.70034,0.96296,0.04545,0.5,0.55319,0.48485
MMP9_PERM,KPYM_TIMP-2,0.7,1.0,0.04545,1.0,0.54348,0.09091
