Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_MMK_2024,,,0.71895,0,0,0,0,0.5
KPYM_MMK_2024,,,0.71176,0,0,0,0,0.5
KPYM_MMK_2024,MMP9_MMK_2024,,0.69412,0,0,0,0,0.5
AGRIN_MMK_2024,,,0.67059,0,0,0,0,0.5
PERM_MMK_2024,,,0.65882,1.0,0.11765,1.0,0.57143,0.54545
KPYM_MMK_2024,PERM_MMK_2024,,0.64118,0,0,0,0,0.5
MMP9_MMK_2024,,,0.63529,0,0,0,0,0.5
KPYM_MMK_2024,PERM_MMK_2024,MMP9_MMK_2024,0.62647,1.0,0.05882,1.0,0.55556,0.48485
HSPB1_MMK_2024,PERM_MMK_2024,,0.60784,1.0,0.05882,1.0,0.52941,0.47475
AGRIN_MMK_2024,PERM_MMK_2024,MMP9_MMK_2024,0.60588,0,0,0,0,0.5
AGRIN_MMK_2024,KPYM_MMK_2024,HSPB1_MMK_2024,0.60458,1.0,0.11765,1.0,0.54545,0.34343
AGRIN_MMK_2024,PERM_MMK_2024,,0.60294,0,0,0,0,0.5
PERM_MMK_2024,MMP9_MMK_2024,,0.60294,1.0,0.17647,1.0,0.58824,0.53535
AGRIN_MMK_2024,KPYM_MMK_2024,PERM_MMK_2024,0.60294,1.0,0.11765,1.0,0.57143,0.31313
AGRIN_MMK_2024,KPYM_MMK_2024,MMP9_MMK_2024,0.60294,1.0,0.11765,1.0,0.57143,0.31313
KPYM_MMK_2024,HSPB1_MMK_2024,PERM_MMK_2024,0.60131,1.0,0.05882,1.0,0.52941,0.43434
KPYM_MMK_2024,HSPB1_MMK_2024,MMP9_MMK_2024,0.60131,1.0,0.11765,1.0,0.54545,0.43434
AGRIN_MMK_2024,KPYM_MMK_2024,,0.59706,1.0,0.11765,1.0,0.57143,0.34343
AGRIN_MMK_2024,MMP9_MMK_2024,,0.58529,1.0,0.17647,1.0,0.58824,0.50505
KPYM_MMK_2024,HSPB1_MMK_2024,,0.58497,0,0,0,0,0.5
HSPB1_MMK_2024,PERM_MMK_2024,MMP9_MMK_2024,0.58497,1.0,0.17647,1.0,0.5625,0.48485
AGRIN_MMK_2024,HSPB1_MMK_2024,PERM_MMK_2024,0.56536,0,0,0,0,0.5
HSPB1_MMK_2024,MMP9_MMK_2024,,0.55882,1.0,0.05882,1.0,0.52941,0.47475
AGRIN_MMK_2024,HSPB1_MMK_2024,MMP9_MMK_2024,0.55556,1.0,0.23529,1.0,0.58065,0.47475
AGRIN_MMK_2024,HSPB1_MMK_2024,,0.53922,1.0,0.11765,1.0,0.54545,0.51515
