Biomarker_1,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_MMK_2024,0.73148,1.0,0.05556,1.0,0.51429,0.51515
KPYM_MMK_2024,0.72778,1.0,0.05556,1.0,0.54054,0.53535
AGRIN_MMK_2024,0.68889,1.0,0.05556,1.0,0.54054,0.53535
PERM_MMK_2024,0.67778,1.0,0.22222,1.0,0.58824,0.54545
MMP9_MMK_2024,0.65,1.0,0.22222,1.0,0.58824,0.53535
