Biomarker_1,Biomarker_2,Biomarker_3,Biomarker_4,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_ADIPOQ,PERM_MMP9,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95974,1.0,0.51852,1.0,0.63889,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_TIMP-2,TIMP-2_ADIPOQ,0.95974,1.0,0.2963,1.0,0.54762,0.0101
MMP9_TIMP-2,HSPB1_PERM,ADIPOQ_PERM,TIMP-2_ADIPOQ,0.95974,1.0,0.44444,1.0,0.60526,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.95974,1.0,0.2963,1.0,0.54762,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_PERM,AGRIN_PERM,0.95974,1.0,0.48148,1.0,0.62162,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.95974,1.0,0.2963,1.0,0.54762,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,AGRIN_TIMP-2,0.95974,1.0,0.33333,1.0,0.56098,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,0.95974,1.0,0.40741,1.0,0.58974,0.0101
MMP9_TIMP-2,PERM_MMP9,ADIPOQ_PERM,TIMP-2_ADIPOQ,0.95974,1.0,0.37037,1.0,0.575,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.95974,1.0,0.25926,1.0,0.53488,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,ADIPOQ_MMP9,TIMP-2_AGRIN,0.95974,1.0,0.37037,1.0,0.575,0.0101
MMP9_AGRIN,HSPB1_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.95974,1.0,0.2963,1.0,0.54762,0.0101
MMP9_AGRIN,HSPB1_AGRIN,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.95974,1.0,0.33333,1.0,0.56098,0.0101
MMP9_AGRIN,PERM_MMP9,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95974,1.0,0.51852,1.0,0.63889,0.0101
MMP9_AGRIN,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95974,1.0,0.48148,1.0,0.62162,0.0101
PERM_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.95974,1.0,0.33333,1.0,0.56098,0.0101
PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95974,1.0,0.48148,1.0,0.62162,0.0101
PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95974,1.0,0.51852,1.0,0.63889,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.9597,1.0,0.4375,1.0,0.67857,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.9597,1.0,0.4375,1.0,0.67857,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,0.95965,1.0,0.4,1.0,0.67857,0.0101
HSPB1_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,KPYM_MMP9,0.95965,1.0,0.23333,1.0,0.62295,0.0101
MMP9_PERM,ADIPOQ_PERM,TIMP-2_PERM,AGRIN_ADIPOQ,0.95963,1.0,0.53571,1.0,0.63889,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.95963,1.0,0.46429,1.0,0.60526,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.95963,1.0,0.25,1.0,0.52273,0.0101
MMP9_AGRIN,PERM_ADIPOQ,ADIPOQ_PERM,AGRIN_TIMP-2,0.95963,1.0,0.42857,1.0,0.58974,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_PERM,AGRIN_ADIPOQ,0.95963,1.0,0.5,1.0,0.62162,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.95963,1.0,0.32143,1.0,0.54762,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_AGRIN,AGRIN_TIMP-2,0.95963,1.0,0.28571,1.0,0.53488,0.0101
MMP9_AGRIN,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_PERM,0.95963,1.0,0.28571,1.0,0.53488,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_KPYM,,0.9596,1.0,0.2963,1.0,0.53659,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,,0.9596,1.0,0.37037,1.0,0.5641,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_ADIPOQ,HSPB1_PERM,TIMP-2_ADIPOQ,KPYM_AGRIN,0.9596,1.0,0.2963,1.0,0.53659,0.0101
MMP9_ADIPOQ,HSPB1_AGRIN,TIMP-2_PERM,KPYM_TIMP-2,0.9596,1.0,0.48148,1.0,0.61111,0.0101
MMP9_ADIPOQ,PERM_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.9596,1.0,0.40741,1.0,0.57895,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,TIMP-2_ADIPOQ,KPYM_MMP9,0.9596,1.0,0.33333,1.0,0.55,0.0101
MMP9_ADIPOQ,PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_ADIPOQ,0.9596,1.0,0.18519,1.0,0.5,0.0101
MMP9_ADIPOQ,PERM_AGRIN,TIMP-2_ADIPOQ,AGRIN_KPYM,0.9596,1.0,0.22222,1.0,0.51163,0.0101
MMP9_ADIPOQ,PERM_KPYM,TIMP-2_PERM,AGRIN_ADIPOQ,0.9596,1.0,0.44444,1.0,0.59459,0.0101
MMP9_ADIPOQ,PERM_KPYM,TIMP-2_PERM,KPYM_PERM,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_ADIPOQ,PERM_KPYM,TIMP-2_ADIPOQ,AGRIN_PERM,0.9596,1.0,0.25926,1.0,0.52381,0.0101
MMP9_ADIPOQ,PERM_KPYM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_MMP9,KPYM_PERM,0.9596,1.0,0.48148,1.0,0.61111,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_KPYM,KPYM_PERM,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_MMP9,KPYM_TIMP-2,0.9596,1.0,0.33333,1.0,0.55,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_MMP9,0.9596,1.0,0.33333,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_PERM,KPYM_TIMP-2,0.9596,1.0,0.48148,1.0,0.61111,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,KPYM_PERM,0.9596,1.0,0.22222,1.0,0.51163,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,KPYM_ADIPOQ,0.9596,1.0,0.25926,1.0,0.52381,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,KPYM_TIMP-2,0.9596,1.0,0.22222,1.0,0.51163,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,KPYM_AGRIN,0.9596,1.0,0.2963,1.0,0.53659,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,TIMP-2_PERM,KPYM_ADIPOQ,0.9596,1.0,0.48148,1.0,0.61111,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_TIMP-2,TIMP-2_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_KPYM,TIMP-2_ADIPOQ,0.9596,1.0,0.33333,1.0,0.55,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_ADIPOQ,KPYM_PERM,0.9596,1.0,0.44444,1.0,0.59459,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.9596,1.0,0.40741,1.0,0.57895,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.9596,1.0,0.25926,1.0,0.52381,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_AGRIN,KPYM_ADIPOQ,0.9596,1.0,0.25926,1.0,0.52381,0.0101
MMP9_AGRIN,PERM_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_AGRIN,PERM_KPYM,TIMP-2_PERM,AGRIN_ADIPOQ,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_AGRIN,PERM_KPYM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.9596,1.0,0.44444,1.0,0.59459,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_PERM,0.9596,1.0,0.51852,1.0,0.62857,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,AGRIN_PERM,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,AGRIN_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,KPYM_PERM,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,KPYM_AGRIN,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_TIMP-2,TIMP-2_KPYM,KPYM_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,PERM_AGRIN,TIMP-2_KPYM,AGRIN_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,KPYM_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,ADIPOQ_AGRIN,TIMP-2_KPYM,AGRIN_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
MMP9_KPYM,TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_ADIPOQ,0.9596,1.0,0.40741,1.0,0.57895,0.0101
MMP9_KPYM,TIMP-2_KPYM,AGRIN_KPYM,KPYM_ADIPOQ,0.9596,1.0,0.37037,1.0,0.5641,0.0101
PERM_MMP9,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_AGRIN,0.9596,1.0,0.48148,1.0,0.61111,0.0101
PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_PERM,0.9596,1.0,0.48148,1.0,0.61111,0.0101
MMP9_TIMP-2,HSPB1_MMP9,TIMP-2_KPYM,AGRIN_MMP9,0.95959,1.0,0.10714,1.0,0.60317,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,TIMP-2_KPYM,KPYM_MMP9,0.95959,1.0,0.14286,1.0,0.6129,0.0101
MMP9_KPYM,HSPB1_TIMP-2,TIMP-2_MMP9,KPYM_MMP9,0.95959,1.0,0.42857,1.0,0.7037,0.0101
MMP9_KPYM,HSPB1_KPYM,TIMP-2_MMP9,KPYM_MMP9,0.95959,1.0,0.46429,1.0,0.71698,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,,0.95946,1.0,0.06667,1.0,0.56923,0.0101
MMP9_PERM,HSPB1_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,0.95946,1.0,0.25,1.0,0.63793,0.0101
MMP9_TIMP-2,HSPB1_MMP9,PERM_KPYM,AGRIN_TIMP-2,0.95946,1.0,0.10714,1.0,0.59677,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_AGRIN,TIMP-2_KPYM,0.95946,1.0,0.16667,1.0,0.59677,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_HSPB1,KPYM_TIMP-2,0.95946,1.0,0.25,1.0,0.60656,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,AGRIN_PERM,0.95946,1.0,0.06667,1.0,0.56923,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,AGRIN_TIMP-2,0.95946,1.0,0.06667,1.0,0.56923,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,KPYM_TIMP-2,0.95946,1.0,0.1,1.0,0.57812,0.0101
MMP9_TIMP-2,HSPB1_KPYM,PERM_AGRIN,TIMP-2_PERM,0.95946,1.0,0.33333,1.0,0.64912,0.0101
HSPB1_MMP9,PERM_TIMP-2,TIMP-2_KPYM,AGRIN_TIMP-2,0.95946,1.0,0.21429,1.0,0.62712,0.0101
HSPB1_MMP9,PERM_KPYM,TIMP-2_PERM,AGRIN_TIMP-2,0.95946,1.0,0.35714,1.0,0.67273,0.0101
HSPB1_MMP9,PERM_KPYM,TIMP-2_KPYM,AGRIN_TIMP-2,0.95946,1.0,0.21429,1.0,0.62712,0.0101
HSPB1_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_PERM,0.95946,1.0,0.21429,1.0,0.62712,0.0101
HSPB1_AGRIN,PERM_HSPB1,TIMP-2_MMP9,KPYM_TIMP-2,0.95946,1.0,0.4,1.0,0.67273,0.0101
HSPB1_KPYM,PERM_MMP9,TIMP-2_PERM,AGRIN_TIMP-2,0.95946,1.0,0.39286,1.0,0.68519,0.0101
PERM_MMP9,TIMP-2_PERM,AGRIN_MMP9,KPYM_TIMP-2,0.95946,1.0,0.46875,1.0,0.68519,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,KPYM_PERM,,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_PERM,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,TIMP-2_ADIPOQ,KPYM_PERM,0.95942,1.0,0.32143,1.0,0.53659,0.0101
MMP9_ADIPOQ,PERM_TIMP-2,TIMP-2_PERM,KPYM_TIMP-2,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,PERM_AGRIN,TIMP-2_ADIPOQ,KPYM_PERM,0.95942,1.0,0.25,1.0,0.51163,0.0101
MMP9_ADIPOQ,PERM_AGRIN,TIMP-2_ADIPOQ,KPYM_AGRIN,0.95942,1.0,0.25,1.0,0.51163,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_PERM,KPYM_PERM,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_PERM,KPYM_PERM,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_PERM,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_TIMP-2,KPYM_PERM,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,KPYM_AGRIN,0.95942,1.0,0.35714,1.0,0.55,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_TIMP-2,0.95942,1.0,0.32143,1.0,0.53659,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.95942,1.0,0.5,1.0,0.61111,0.0101
MMP9_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_ADIPOQ,KPYM_AGRIN,0.95942,1.0,0.28571,1.0,0.52381,0.0101
MMP9_AGRIN,PERM_AGRIN,TIMP-2_PERM,KPYM_ADIPOQ,0.95942,1.0,0.46429,1.0,0.59459,0.0101
MMP9_AGRIN,HSPB1_AGRIN,TIMP-2_MMP9,KPYM_TIMP-2,0.95925,1.0,0.3871,1.0,0.66667,0.0101
MMP9_TIMP-2,HSPB1_KPYM,TIMP-2_HSPB1,AGRIN_TIMP-2,0.95917,1.0,0.2069,1.0,0.62295,0.0101
MMP9_TIMP-2,HSPB1_KPYM,AGRIN_TIMP-2,KPYM_HSPB1,0.95917,1.0,0.17241,1.0,0.6129,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_KPYM,KPYM_MMP9,0.95917,1.0,0.41379,1.0,0.69091,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_MMP9,KPYM_MMP9,0.95917,1.0,0.41379,1.0,0.69091,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.95917,1.0,0.41379,1.0,0.69091,0.0101
MMP9_HSPB1,HSPB1_KPYM,AGRIN_TIMP-2,KPYM_MMP9,0.95906,1.0,0.18519,1.0,0.63333,0.0101
MMP9_PERM,PERM_KPYM,TIMP-2_PERM,AGRIN_PERM,0.95902,1.0,0.48387,1.0,0.69811,0.0101
HSPB1_MMP9,PERM_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.95902,1.0,0.22581,1.0,0.60656,0.0101
HSPB1_PERM,PERM_MMP9,TIMP-2_PERM,KPYM_TIMP-2,0.95902,1.0,0.48387,1.0,0.69811,0.0101
HSPB1_PERM,TIMP-2_MMP9,AGRIN_MMP9,KPYM_TIMP-2,0.95902,1.0,0.45161,1.0,0.68519,0.0101
HSPB1_TIMP-2,PERM_MMP9,TIMP-2_PERM,KPYM_TIMP-2,0.95902,1.0,0.48387,1.0,0.69811,0.0101
HSPB1_AGRIN,PERM_MMP9,TIMP-2_MMP9,KPYM_TIMP-2,0.95902,1.0,0.3871,1.0,0.66071,0.0101
HSPB1_AGRIN,PERM_AGRIN,TIMP-2_MMP9,KPYM_TIMP-2,0.95902,1.0,0.3871,1.0,0.66071,0.0101
MMP9_HSPB1,HSPB1_KPYM,TIMP-2_PERM,AGRIN_PERM,0.95899,1.0,0.41379,1.0,0.68519,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,KPYM_HSPB1,0.95899,1.0,0.06897,1.0,0.57812,0.0101
MMP9_TIMP-2,HSPB1_KPYM,PERM_HSPB1,TIMP-2_AGRIN,0.95899,1.0,0.24138,1.0,0.62712,0.0101
PERM_KPYM,TIMP-2_MMP9,AGRIN_MMP9,KPYM_TIMP-2,0.95899,1.0,0.41379,1.0,0.68519,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,KPYM_MMP9,0.95888,1.0,0.4375,1.0,0.67857,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,KPYM_MMP9,0.95888,1.0,0.46875,1.0,0.69091,0.0101
TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,,0.95877,1.0,0.4,1.0,0.67857,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,0.95877,1.0,0.4,1.0,0.67857,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,0.95877,1.0,0.4,1.0,0.67857,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_MMP9,0.95877,1.0,0.43333,1.0,0.69091,0.0101
MMP9_AGRIN,HSPB1_KPYM,TIMP-2_MMP9,AGRIN_MMP9,0.95865,1.0,0.39286,1.0,0.69091,0.0101
HSPB1_AGRIN,TIMP-2_MMP9,AGRIN_KPYM,KPYM_TIMP-2,0.95865,1.0,0.35714,1.0,0.67857,0.0101
HSPB1_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.95865,1.0,0.39286,1.0,0.69091,0.0101
PERM_MMP9,TIMP-2_PERM,KPYM_TIMP-2,,0.95861,1.0,0.46875,1.0,0.68519,0.0101
MMP9_PERM,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.95861,1.0,0.4375,1.0,0.67273,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_PERM,KPYM_MMP9,0.95861,1.0,0.46875,1.0,0.68519,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_PERM,KPYM_MMP9,0.95861,1.0,0.4375,1.0,0.67273,0.0101
PERM_MMP9,TIMP-2_PERM,AGRIN_TIMP-2,KPYM_PERM,0.95861,1.0,0.4375,1.0,0.67273,0.0101
PERM_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.95861,1.0,0.375,1.0,0.64912,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_PERM,0.95857,1.0,0.5,1.0,0.64103,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,0.95857,1.0,0.28571,1.0,0.55556,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.95857,1.0,0.17857,1.0,0.52083,0.0101
MMP9_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_PERM,AGRIN_PERM,0.95857,1.0,0.46429,1.0,0.625,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,AGRIN_KPYM,0.95856,1.0,0.06667,1.0,0.56923,0.0101
MMP9_AGRIN,HSPB1_KPYM,TIMP-2_PERM,AGRIN_PERM,0.95856,1.0,0.46667,1.0,0.69811,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,0.95856,1.0,0.4,1.0,0.67273,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_PERM,KPYM_TIMP-2,0.95856,1.0,0.4,1.0,0.67273,0.0101
MMP9_PERM,HSPB1_AGRIN,ADIPOQ_PERM,TIMP-2_PERM,0.95852,1.0,0.51852,1.0,0.65789,0.0101
MMP9_PERM,PERM_MMP9,ADIPOQ_PERM,AGRIN_TIMP-2,0.95852,1.0,0.37037,1.0,0.59524,0.0101
MMP9_TIMP-2,HSPB1_PERM,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.95852,1.0,0.40741,1.0,0.60976,0.0101
MMP9_TIMP-2,PERM_MMP9,ADIPOQ_MMP9,TIMP-2_AGRIN,0.95852,1.0,0.2963,1.0,0.56818,0.0101
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_TIMP-2,0.95852,1.0,0.33333,1.0,0.5814,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.95852,1.0,0.2963,1.0,0.56818,0.0101
MMP9_AGRIN,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_MMP9,0.95852,1.0,0.2963,1.0,0.56818,0.0101
MMP9_AGRIN,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_TIMP-2,0.95852,1.0,0.33333,1.0,0.5814,0.0101
PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_PERM,0.95852,1.0,0.44444,1.0,0.625,0.0101
PERM_AGRIN,ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_PERM,0.95852,1.0,0.44444,1.0,0.625,0.0101
HSPB1_KPYM,PERM_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,0.95849,1.0,0.35714,1.0,0.67273,0.0101
HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.95846,0.96,0.26923,0.875,0.55814,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.95846,0.96,0.23077,0.85714,0.54545,0.0101
MMP9_HSPB1,HSPB1_AGRIN,ADIPOQ_PERM,TIMP-2_AGRIN,0.95846,0.96,0.26923,0.875,0.55814,0.0101
MMP9_PERM,HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_PERM,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_PERM,HSPB1_TIMP-2,ADIPOQ_PERM,TIMP-2_MMP9,0.95846,1.0,0.57692,1.0,0.69444,0.0101
MMP9_PERM,HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_PERM,HSPB1_AGRIN,ADIPOQ_HSPB1,TIMP-2_PERM,0.95846,1.0,0.5,1.0,0.65789,0.0101
MMP9_PERM,PERM_HSPB1,ADIPOQ_AGRIN,TIMP-2_PERM,0.95846,1.0,0.46154,1.0,0.64103,0.0101
MMP9_PERM,PERM_AGRIN,ADIPOQ_HSPB1,TIMP-2_PERM,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_TIMP-2,HSPB1_MMP9,ADIPOQ_MMP9,TIMP-2_MMP9,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,0.95846,1.0,0.53846,1.0,0.67568,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_AGRIN,0.95846,1.0,0.30769,1.0,0.5814,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_AGRIN,AGRIN_HSPB1,0.95846,1.0,0.26923,1.0,0.56818,0.0101
MMP9_AGRIN,HSPB1_AGRIN,ADIPOQ_HSPB1,AGRIN_TIMP-2,0.95846,1.0,0.19231,1.0,0.54348,0.0101
MMP9_AGRIN,ADIPOQ_HSPB1,TIMP-2_PERM,AGRIN_PERM,0.95846,1.0,0.53846,1.0,0.67568,0.0101
HSPB1_MMP9,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_PERM,0.95846,1.0,0.53846,1.0,0.67568,0.0101
HSPB1_PERM,PERM_MMP9,ADIPOQ_MMP9,AGRIN_TIMP-2,0.95846,1.0,0.19231,1.0,0.54348,0.0101
HSPB1_TIMP-2,PERM_AGRIN,ADIPOQ_MMP9,TIMP-2_MMP9,0.95846,1.0,0.57692,1.0,0.69444,0.0101
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,0.95846,1.0,0.53846,1.0,0.67568,0.0101
