Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_MMP9,0.882,0.98214,0.15686,0.88889,0.56122,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_MMP9,0.88164,1.0,0.09804,1.0,0.54455,0.0101
PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_AGRIN,0.88154,1.0,0.09615,1.0,0.51546,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_MMP9,0.88148,0.98182,0.12963,0.875,0.53465,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,KPYM_MMP9,0.8812,1.0,0.09259,1.0,0.51961,0.0101
HSPB1_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.88113,1.0,0.11321,1.0,0.51546,0.0101
PERM_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.881,0.98148,0.12963,0.875,0.53,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.88084,0.98077,0.13725,0.875,0.53684,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_ADIPOQ,0.88009,0.98039,0.13462,0.875,0.52632,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_MMP9,0.87981,0.98148,0.13725,0.875,0.54639,0.0101
MMP9_KPYM,HSPB1_MMP9,AGRIN_TIMP-2,0.87964,1.0,0.02,1.0,0.52885,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_MMP9,0.87955,0.98039,0.14286,0.875,0.54348,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_MMP9,0.87951,0.98077,0.16327,0.88889,0.55435,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_PERM,0.87945,0.98113,0.12963,0.875,0.52525,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.87944,0.98077,0.11538,0.85714,0.52577,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.87923,0.98,0.13462,0.875,0.52128,0.0101
HSPB1_KPYM,TIMP-2_PERM,AGRIN_PERM,0.87881,1.0,0.30769,1.0,0.59551,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,0.87879,0.98182,0.07843,0.8,0.53465,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.87845,1.0,0.11111,1.0,0.53398,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.87831,0.98214,0.12963,0.875,0.53922,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_TIMP-2,0.87796,0.98077,0.09615,0.83333,0.52041,0.0101
HSPB1_KPYM,TIMP-2_MMP9,AGRIN_MMP9,0.87709,0.98182,0.14,0.875,0.5567,0.0101
PERM_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.87689,0.98148,0.12963,0.875,0.53,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,0.87685,0.98077,0.13462,0.875,0.53125,0.0101
MMP9_KPYM,TIMP-2_PERM,AGRIN_PERM,0.87647,1.0,0.30189,1.0,0.58889,0.0101
PERM_KPYM,TIMP-2_PERM,AGRIN_PERM,0.87647,1.0,0.30189,1.0,0.58889,0.0101
HSPB1_MMP9,PERM_TIMP-2,TIMP-2_AGRIN,0.87631,1.0,0.09434,1.0,0.52941,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_AGRIN,0.8762,1.0,0.07843,1.0,0.52041,0.0101
PERM_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,0.8762,0.98148,0.12963,0.875,0.53,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.87611,0.98077,0.13462,0.875,0.53125,0.0101
PERM_ADIPOQ,TIMP-2_KPYM,AGRIN_KPYM,0.87555,1.0,0.13725,1.0,0.52688,0.0101
MMP9_ADIPOQ,TIMP-2_KPYM,AGRIN_KPYM,0.87543,1.0,0.13725,1.0,0.53684,0.0101
PERM_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.87519,1.0,0.09259,1.0,0.50505,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,AGRIN_MMP9,0.87517,1.0,0.09259,1.0,0.52427,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_AGRIN,0.87515,1.0,0.07843,1.0,0.51042,0.0101
TIMP-2_MMP9,AGRIN_MMP9,,0.875,0.98214,0.12963,0.875,0.53922,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.875,0.98,0.13462,0.875,0.52128,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_KPYM,0.87479,1.0,0.11321,1.0,0.53922,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,KPYM_ADIPOQ,0.87473,1.0,0.09259,1.0,0.51,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.87462,0.98,0.15385,0.88889,0.52688,0.0101
PERM_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,0.87458,0.98113,0.07843,0.8,0.52525,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_TIMP-2,0.87443,0.98039,0.07692,0.8,0.5102,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_AGRIN,0.87441,0.98182,0.12963,0.875,0.53465,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,0.87434,0.98214,0.12963,0.875,0.53922,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_HSPB1,0.87415,0.98182,0.13725,0.875,0.55102,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_AGRIN,0.8737,1.0,0.09259,1.0,0.50505,0.0101
PERM_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.8737,1.0,0.09259,1.0,0.50505,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,KPYM_TIMP-2,0.87355,1.0,0.10204,1.0,0.53684,0.0101
MMP9_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.87346,0.98148,0.14815,0.88889,0.53535,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,KPYM_TIMP-2,0.8733,1.0,0.07692,1.0,0.51515,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,KPYM_TIMP-2,0.8733,1.0,0.07692,1.0,0.51515,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_ADIPOQ,0.87315,0.98077,0.09615,0.83333,0.52041,0.0101
MMP9_PERM,TIMP-2_MMP9,AGRIN_TIMP-2,0.87311,0.98148,0.12963,0.875,0.53,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.87241,0.98077,0.07692,0.8,0.51515,0.0101
HSPB1_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,0.8723,0.98214,0.13208,0.875,0.54455,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.87217,1.0,0.11538,1.0,0.52577,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_ADIPOQ,0.87217,1.0,0.07692,1.0,0.51515,0.0101
HSPB1_ADIPOQ,PERM_TIMP-2,TIMP-2_AGRIN,0.87208,1.0,0.09434,1.0,0.5102,0.0101
ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.87204,1.0,0.05769,1.0,0.51485,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,0.87204,0.98077,0.07692,0.8,0.51515,0.0101
HSPB1_MMP9,PERM_HSPB1,AGRIN_TIMP-2,0.87182,1.0,0.03922,1.0,0.52427,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_TIMP-2,0.87166,1.0,0.09615,1.0,0.51042,0.0101
PERM_KPYM,TIMP-2_KPYM,AGRIN_KPYM,0.87148,1.0,0.13208,1.0,0.53535,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,0.87146,0.98148,0.07843,0.8,0.53,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_ADIPOQ,0.8712,1.0,0.11765,1.0,0.53125,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.8712,1.0,0.11765,1.0,0.53125,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_KPYM,0.87113,1.0,0.13208,1.0,0.53535,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_AGRIN,0.87106,1.0,0.09259,1.0,0.52427,0.0101
MMP9_TIMP-2,TIMP-2_PERM,AGRIN_PERM,0.87103,1.0,0.28571,1.0,0.57447,0.0101
HSPB1_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.87096,0.98214,0.13208,0.875,0.54455,0.0101
PERM_MMP9,TIMP-2_KPYM,AGRIN_KPYM,0.87088,1.0,0.11765,1.0,0.54082,0.0101
HSPB1_PERM,TIMP-2_KPYM,AGRIN_TIMP-2,0.87083,1.0,0.09615,1.0,0.53,0.0101
HSPB1_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.87066,1.0,0.07843,1.0,0.52525,0.0101
PERM_AGRIN,TIMP-2_KPYM,AGRIN_KPYM,0.87042,1.0,0.13208,1.0,0.53535,0.0101
PERM_MMP9,TIMP-2_PERM,AGRIN_TIMP-2,0.87037,1.0,0.2037,1.0,0.5567,0.0101
ADIPOQ_PERM,TIMP-2_PERM,AGRIN_TIMP-2,0.87037,1.0,0.18519,1.0,0.53191,0.0101
ADIPOQ_KPYM,TIMP-2_PERM,AGRIN_PERM,0.87035,1.0,0.29412,1.0,0.57647,0.0101
MMP9_TIMP-2,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.87029,1.0,0.09804,1.0,0.53061,0.0101
TIMP-2_PERM,AGRIN_PERM,KPYM_TIMP-2,0.86995,1.0,0.28571,1.0,0.56989,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_MMP9,0.86991,1.0,0.11538,1.0,0.52577,0.0101
HSPB1_MMP9,ADIPOQ_KPYM,AGRIN_TIMP-2,0.86969,1.0,0.04167,1.0,0.52577,0.0202
HSPB1_MMP9,TIMP-2_PERM,AGRIN_PERM,0.86967,1.0,0.26415,1.0,0.58065,0.0101
HSPB1_MMP9,TIMP-2_AGRIN,KPYM_TIMP-2,0.86964,1.0,0.09434,1.0,0.53398,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_AGRIN,0.86963,1.0,0.09259,1.0,0.50505,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,KPYM_TIMP-2,0.86953,1.0,0.09615,1.0,0.52041,0.0101
HSPB1_PERM,TIMP-2_KPYM,AGRIN_KPYM,0.86938,1.0,0.11538,1.0,0.53535,0.0101
MMP9_ADIPOQ,TIMP-2_AGRIN,KPYM_TIMP-2,0.86928,1.0,0.09259,1.0,0.51,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_TIMP-2,0.86923,1.0,0.09615,1.0,0.51546,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_HSPB1,0.86916,0.98182,0.07843,0.8,0.53465,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,0.86905,0.98214,0.11111,0.85714,0.53398,0.0101
MMP9_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.86895,1.0,0.09259,1.0,0.51485,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.86895,1.0,0.09259,1.0,0.51485,0.0101
MMP9_KPYM,TIMP-2_KPYM,AGRIN_KPYM,0.86895,1.0,0.11321,1.0,0.53922,0.0101
TIMP-2_PERM,AGRIN_PERM,KPYM_PERM,0.86894,1.0,0.30357,1.0,0.57609,0.0101
MMP9_ADIPOQ,PERM_TIMP-2,TIMP-2_AGRIN,0.86889,1.0,0.09259,1.0,0.50505,0.0101
PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.86889,1.0,0.09259,1.0,0.50505,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,KPYM_ADIPOQ,0.86886,1.0,0.09259,1.0,0.5,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.86878,0.98077,0.07843,0.8,0.52041,0.0101
HSPB1_AGRIN,TIMP-2_KPYM,AGRIN_TIMP-2,0.86853,1.0,0.07692,1.0,0.53398,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.86852,1.0,0.09259,1.0,0.50505,0.0101
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_AGRIN,0.86834,1.0,0.09615,1.0,0.52525,0.0101
HSPB1_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.86827,0.98148,0.11321,0.85714,0.53,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.86823,1.0,0.09259,1.0,0.51485,0.0101
TIMP-2_PERM,AGRIN_PERM,KPYM_ADIPOQ,0.8681,1.0,0.27778,1.0,0.55682,0.0101
PERM_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,0.86806,1.0,0.08929,1.0,0.51429,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_AGRIN,0.86792,1.0,0.09434,1.0,0.52,0.0101
MMP9_KPYM,PERM_TIMP-2,TIMP-2_AGRIN,0.86792,1.0,0.07547,1.0,0.51961,0.0101
HSPB1_ADIPOQ,TIMP-2_PERM,AGRIN_TIMP-2,0.86792,1.0,0.18868,1.0,0.53763,0.0101
HSPB1_KPYM,PERM_TIMP-2,TIMP-2_AGRIN,0.86792,1.0,0.07692,1.0,0.52475,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,AGRIN_KPYM,0.86792,1.0,0.07547,1.0,0.51961,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,KPYM_ADIPOQ,0.86783,1.0,0.09259,1.0,0.51,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,AGRIN_KPYM,0.86758,1.0,0.07547,1.0,0.52885,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_PERM,0.86741,1.0,0.27778,1.0,0.5618,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.86735,1.0,0.11538,1.0,0.51579,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_AGRIN,0.86721,1.0,0.07547,1.0,0.51961,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,AGRIN_PERM,0.86706,1.0,0.08929,1.0,0.51429,0.0101
MMP9_HSPB1,TIMP-2_MMP9,KPYM_TIMP-2,0.86702,1.0,0.09804,1.0,0.54455,0.0101
HSPB1_MMP9,TIMP-2_AGRIN,AGRIN_TIMP-2,0.86691,1.0,0.09434,1.0,0.53846,0.0101
HSPB1_MMP9,TIMP-2_KPYM,AGRIN_KPYM,0.86691,1.0,0.12,1.0,0.55556,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86681,1.0,0.09259,1.0,0.51485,0.0101
PERM_KPYM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86675,1.0,0.09804,1.0,0.51579,0.0101
HSPB1_PERM,TIMP-2_PERM,AGRIN_PERM,0.86667,1.0,0.25455,1.0,0.56842,0.0101
PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.86667,1.0,0.09804,1.0,0.52083,0.0101
PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_AGRIN,0.86667,1.0,0.09259,1.0,0.50505,0.0101
ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86667,1.0,0.11111,1.0,0.5102,0.0101
PERM_KPYM,TIMP-2_AGRIN,KPYM_TIMP-2,0.8665,1.0,0.07547,1.0,0.51961,0.0101
HSPB1_TIMP-2,TIMP-2_KPYM,AGRIN_TIMP-2,0.86643,1.0,0.07692,1.0,0.53398,0.0101
ADIPOQ_PERM,TIMP-2_PERM,AGRIN_ADIPOQ,0.8663,1.0,0.18519,1.0,0.53191,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,KPYM_PERM,0.86624,1.0,0.08929,1.0,0.50962,0.0101
ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.86614,1.0,0.03846,1.0,0.50495,0.0101
MMP9_TIMP-2,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.8661,0.98077,0.07407,0.8,0.50495,0.0101
MMP9_AGRIN,TIMP-2_MMP9,KPYM_TIMP-2,0.86599,1.0,0.07407,1.0,0.52381,0.0101
PERM_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.86593,1.0,0.09259,1.0,0.50505,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,KPYM_PERM,0.8659,1.0,0.08929,1.0,0.50962,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,KPYM_TIMP-2,0.8659,1.0,0.08929,1.0,0.50962,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_PERM,0.86583,0.98113,0.07407,0.8,0.5098,0.0101
MMP9_KPYM,ADIPOQ_AGRIN,TIMP-2_KPYM,0.86582,1.0,0.09804,1.0,0.52577,0.0101
MMP9_KPYM,TIMP-2_KPYM,KPYM_ADIPOQ,0.86582,1.0,0.09804,1.0,0.52577,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,KPYM_MMP9,0.86576,1.0,0.13462,1.0,0.53125,0.0101
MMP9_TIMP-2,PERM_TIMP-2,TIMP-2_AGRIN,0.86574,1.0,0.08929,1.0,0.51429,0.0101
PERM_MMP9,TIMP-2_PERM,AGRIN_PERM,0.86557,1.0,0.27778,1.0,0.58065,0.0101
PERM_AGRIN,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.86556,1.0,0.09259,1.0,0.50505,0.0101
MMP9_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.86538,1.0,0.09259,1.0,0.51485,0.0101
MMP9_KPYM,ADIPOQ_HSPB1,TIMP-2_KPYM,0.8652,1.0,0.08333,1.0,0.53684,0.0101
PERM_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86519,1.0,0.11111,1.0,0.5102,0.0101
MMP9_HSPB1,PERM_TIMP-2,TIMP-2_AGRIN,0.86513,1.0,0.11321,1.0,0.53465,0.0101
TIMP-2_PERM,AGRIN_PERM,KPYM_MMP9,0.86513,1.0,0.2963,1.0,0.58242,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,,0.86508,0.98214,0.07407,0.8,0.52381,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,AGRIN_TIMP-2,0.86508,1.0,0.08929,1.0,0.51429,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_KPYM,0.86505,1.0,0.05882,1.0,0.51515,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_TIMP-2,0.86501,1.0,0.07692,1.0,0.51515,0.0101
MMP9_PERM,TIMP-2_KPYM,AGRIN_KPYM,0.86472,1.0,0.11321,1.0,0.53,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_TIMP-2,0.86463,1.0,0.07692,1.0,0.51515,0.0101
MMP9_PERM,PERM_MMP9,AGRIN_TIMP-2,0.86454,1.0,0.05556,1.0,0.51429,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,AGRIN_TIMP-2,0.86444,1.0,0.18519,1.0,0.53191,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.86442,0.98214,0.11111,0.85714,0.53398,0.0101
HSPB1_TIMP-2,PERM_TIMP-2,TIMP-2_AGRIN,0.86431,1.0,0.09091,1.0,0.51923,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_AGRIN,0.86431,0.98182,0.07407,0.8,0.51923,0.0101
ADIPOQ_KPYM,TIMP-2_KPYM,AGRIN_ADIPOQ,0.86428,1.0,0.13725,1.0,0.53684,0.0101
HSPB1_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.86425,1.0,0.05882,1.0,0.52,0.0101
TIMP-2_PERM,AGRIN_PERM,,0.86409,1.0,0.28571,1.0,0.57447,0.0101
PERM_TIMP-2,TIMP-2_PERM,AGRIN_PERM,0.86409,1.0,0.28571,1.0,0.57447,0.0101
PERM_MMP9,TIMP-2_AGRIN,KPYM_TIMP-2,0.86408,1.0,0.09259,1.0,0.51961,0.0101
HSPB1_PERM,PERM_TIMP-2,TIMP-2_AGRIN,0.86397,1.0,0.09091,1.0,0.51923,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_KPYM,0.86392,1.0,0.1,1.0,0.53125,0.0101
MMP9_ADIPOQ,TIMP-2_AGRIN,KPYM_MMP9,0.86388,1.0,0.09615,1.0,0.52041,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_PERM,0.86385,1.0,0.25,1.0,0.5618,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_TIMP-2,0.86385,1.0,0.19231,1.0,0.54348,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,,0.86376,1.0,0.08929,1.0,0.51429,0.0101
PERM_AGRIN,TIMP-2_PERM,AGRIN_PERM,0.86376,1.0,0.28571,1.0,0.57447,0.0101
PERM_ADIPOQ,TIMP-2_PERM,AGRIN_TIMP-2,0.8637,1.0,0.18519,1.0,0.53191,0.0101
MMP9_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.8636,1.0,0.09259,1.0,0.51485,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,KPYM_AGRIN,0.86354,1.0,0.08929,1.0,0.50962,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_TIMP-2,0.86351,1.0,0.07843,1.0,0.52041,0.0101
PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86346,1.0,0.11538,1.0,0.52083,0.0101
MMP9_AGRIN,TIMP-2_PERM,AGRIN_PERM,0.86343,1.0,0.28571,1.0,0.57447,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,KPYM_MMP9,0.8633,1.0,0.09259,1.0,0.52885,0.0101
TIMP-2_PERM,AGRIN_PERM,KPYM_AGRIN,0.86321,1.0,0.28571,1.0,0.56989,0.0101
HSPB1_TIMP-2,TIMP-2_PERM,AGRIN_PERM,0.86296,1.0,0.29091,1.0,0.58065,0.0101
MMP9_ADIPOQ,TIMP-2_AGRIN,AGRIN_TIMP-2,0.86289,1.0,0.09259,1.0,0.51485,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,AGRIN_PERM,0.86276,1.0,0.08929,1.0,0.51429,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_ADIPOQ,0.86275,1.0,0.09615,1.0,0.52041,0.0101
HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_AGRIN,0.86263,1.0,0.09091,1.0,0.51923,0.0101
TIMP-2_KPYM,AGRIN_KPYM,KPYM_PERM,0.86258,1.0,0.11321,1.0,0.53,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.86254,1.0,0.09259,1.0,0.51485,0.0101
PERM_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,0.86238,1.0,0.05882,1.0,0.52475,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,KPYM_TIMP-2,0.86234,1.0,0.08929,1.0,0.51887,0.0101
MMP9_TIMP-2,HSPB1_KPYM,TIMP-2_AGRIN,0.86224,1.0,0.07692,1.0,0.53398,0.0101
MMP9_PERM,TIMP-2_PERM,AGRIN_PERM,0.8621,1.0,0.28571,1.0,0.57447,0.0101
TIMP-2_MMP9,AGRIN_KPYM,KPYM_MMP9,0.86203,1.0,0.11765,1.0,0.55,0.0101
TIMP-2_AGRIN,AGRIN_MMP9,KPYM_TIMP-2,0.86195,1.0,0.09259,1.0,0.52885,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,0.86194,1.0,0.09804,1.0,0.51579,0.0101
MMP9_AGRIN,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.86182,0.98077,0.07407,0.8,0.50495,0.0101
MMP9_PERM,PERM_TIMP-2,TIMP-2_AGRIN,0.86177,1.0,0.08929,1.0,0.51429,0.0101
PERM_ADIPOQ,TIMP-2_AGRIN,KPYM_TIMP-2,0.86168,1.0,0.09259,1.0,0.5,0.0101
TIMP-2_MMP9,AGRIN_PERM,KPYM_MMP9,0.86164,1.0,0.09259,1.0,0.51961,0.0101
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_AGRIN,0.86162,1.0,0.09091,1.0,0.51923,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.86161,1.0,0.13462,1.0,0.53125,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,AGRIN_KPYM,0.86154,1.0,0.10204,1.0,0.53684,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_MMP9,0.86154,1.0,0.12245,1.0,0.54255,0.0101
