Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_RUO,PERM_RUO,AGRIN_MMK,0.82547,0.96154,0.13208,0.77778,0.52083,0.54545
PERM_RUO,AGRIN_MMK,,0.81783,1.0,0.07273,1.0,0.50485,0.52525
PERM_MMK,,,0.81494,0.98276,0.15,0.9,0.52778,0.53535
MMP9_RUO,PERM_RUO,,0.81459,0.98077,0.32075,0.94444,0.58621,0.54545
PERM_RUO,,,0.80175,0.98077,0.25455,0.93333,0.55435,0.53535
MMP9_MMK,HSPB1_MMK,AGRIN_MMK,0.78446,0.96667,0.45763,0.93103,0.64444,0.39394
MMP9_RUO,HSPB1_MMK,AGRIN_MMK,0.76577,0.98333,0.375,0.95455,0.62766,0.41414
PERM_RUO,HSPB1_MMK,AGRIN_MMK,0.76211,0.96154,0.31481,0.89474,0.57471,0.39394
HSPB1_MMK,AGRIN_MMK,,0.76045,0.96667,0.23729,0.875,0.56311,0.36364
HSPB1_MMK,AGRIN_MMK,KPYM_MMK,0.75989,0.96667,0.25424,0.88235,0.56863,0.36364
HSPB1_MMK,AGRIN_MMK,PERM_MMK,0.75687,0.96552,0.25424,0.88235,0.56,0.36364
MMP9_RUO,AGRIN_MMK,,0.74737,0.96667,0.17544,0.83333,0.55238,0.54545
AGRIN_MMK,,,0.73639,1.0,0.01667,1.0,0.5042,0.47475
MMP9_RUO,,,0.72749,0.98333,0.14035,0.88889,0.5463,0.53535
MMP9_MMK,HSPB1_MMK,KPYM_MMK,0.70763,0.98333,0.27119,0.94118,0.57843,0.39394
HSPB1_RUO,MMP9_MMK,PERM_MMK,0.7069,0.96552,0.27273,0.88235,0.58333,0.39394
PERM_RUO,MMP9_MMK,HSPB1_MMK,0.70477,0.96154,0.31481,0.89474,0.57471,0.39394
HSPB1_RUO,MMP9_MMK,KPYM_MMK,0.70424,0.96667,0.18182,0.83333,0.56311,0.42424
HSPB1_RUO,MMP9_MMK,,0.70333,0.96667,0.16364,0.81818,0.55769,0.41414
HSPB1_RUO,MMP9_MMK,AGRIN_MMK,0.70273,0.96667,0.18182,0.83333,0.56311,0.41414
MMP9_MMK,HSPB1_MMK,,0.70226,0.98333,0.27119,0.94118,0.57843,0.39394
MMP9_MMK,HSPB1_MMK,PERM_MMK,0.69404,0.96552,0.25424,0.88235,0.56,0.38384
HSPB1_RUO,PERM_RUO,MMP9_MMK,0.69269,0.98077,0.18,0.9,0.55435,0.40404
MMP9_MMK,,,0.68889,0.96667,0.2,0.85714,0.54717,0.49495
PERM_RUO,HSPB1_MMK,,0.68697,0.96154,0.18519,0.83333,0.53191,0.39394
PERM_RUO,HSPB1_MMK,KPYM_MMK,0.6859,0.96154,0.18519,0.83333,0.53191,0.39394
MMP9_RUO,HSPB1_MMK,,0.68542,0.98333,0.23214,0.92857,0.57843,0.43434
MMP9_RUO,HSPB1_MMK,KPYM_MMK,0.68482,0.98333,0.25,0.93333,0.58416,0.44444
MMP9_MMK,AGRIN_MMK,PERM_MMK,0.68362,0.96552,0.25,0.88235,0.55446,0.42424
MMP9_RUO,HSPB1_RUO,PERM_MMK,0.68302,0.96552,0.23077,0.85714,0.58333,0.43434
MMP9_RUO,PERM_RUO,HSPB1_MMK,0.6801,0.98077,0.15385,0.88889,0.53684,0.38384
MMP9_RUO,HSPB1_RUO,AGRIN_MMK,0.67853,0.96667,0.15385,0.8,0.56863,0.46465
MMP9_RUO,HSPB1_MMK,PERM_MMK,0.67703,0.96552,0.25,0.875,0.57143,0.43434
MMP9_MMK,AGRIN_MMK,,0.67667,0.96667,0.18333,0.84615,0.54206,0.48485
MMP9_RUO,HSPB1_RUO,,0.6766,0.96667,0.15385,0.8,0.56863,0.46465
MMP9_MMK,KPYM_MMK,PERM_MMK,0.67644,0.96552,0.21667,0.86667,0.54369,0.41414
MMP9_RUO,HSPB1_RUO,KPYM_MMK,0.675,0.96667,0.11538,0.75,0.55769,0.45455
MMP9_MMK,PERM_MMK,,0.67443,0.98276,0.2,0.92308,0.54286,0.41414
MMP9_RUO,AGRIN_MMK,KPYM_MMK,0.67222,0.98333,0.10526,0.85714,0.53636,0.50505
MMP9_RUO,AGRIN_MMK,PERM_MMK,0.66727,0.96552,0.10526,0.75,0.52336,0.42424
AGRIN_MMK,PERM_MMK,,0.66494,0.98276,0.05,0.75,0.5,0.48485
MMP9_RUO,PERM_MMK,,0.66334,0.96552,0.14035,0.8,0.53333,0.44444
MMP9_RUO,KPYM_MMK,PERM_MMK,0.66152,0.96552,0.08772,0.71429,0.51852,0.42424
HSPB1_MMK,KPYM_MMK,PERM_MMK,0.66102,0.96552,0.13559,0.8,0.52336,0.40404
HSPB1_RUO,PERM_RUO,AGRIN_MMK,0.66,0.96154,0.1,0.71429,0.52632,0.46465
HSPB1_MMK,PERM_MMK,,0.65985,0.96552,0.13559,0.8,0.52336,0.40404
HSPB1_RUO,PERM_RUO,,0.65962,0.96154,0.14,0.77778,0.53763,0.46465
MMP9_RUO,HSPB1_RUO,PERM_RUO,0.65905,1.0,0.10417,1.0,0.54737,0.45455
MMP9_MMK,KPYM_MMK,,0.65778,0.96667,0.2,0.85714,0.54717,0.46465
MMP9_RUO,KPYM_MMK,,0.65702,0.96667,0.08772,0.71429,0.52727,0.50505
MMP9_MMK,AGRIN_MMK,KPYM_MMK,0.65611,0.96667,0.18333,0.84615,0.54206,0.46465
AGRIN_MMK,KPYM_MMK,,0.65389,0.96667,0.1,0.75,0.51786,0.49495
HSPB1_RUO,PERM_RUO,KPYM_MMK,0.65231,0.98077,0.04,0.66667,0.51515,0.43434
HSPB1_RUO,PERM_MMK,,0.65078,1.0,0.01818,1.0,0.51786,0.47475
HSPB1_RUO,,,0.64727,0.96667,0.07273,0.66667,0.53211,0.51515
PERM_RUO,MMP9_MMK,,0.6458,0.96154,0.21818,0.85714,0.53763,0.47475
HSPB1_RUO,AGRIN_MMK,KPYM_MMK,0.64424,0.96667,0.09091,0.71429,0.53704,0.49495
HSPB1_RUO,KPYM_MMK,,0.64364,0.98333,0.01818,0.5,0.52212,0.50505
PERM_RUO,MMP9_MMK,AGRIN_MMK,0.64266,0.98077,0.18182,0.90909,0.53125,0.46465
HSPB1_RUO,AGRIN_MMK,PERM_MMK,0.64263,0.98276,0.01818,0.5,0.51351,0.46465
AGRIN_MMK,KPYM_MMK,PERM_MMK,0.64195,1.0,0.05,1.0,0.50435,0.44444
HSPB1_RUO,KPYM_MMK,PERM_MMK,0.64107,0.98276,0.03636,0.66667,0.51818,0.46465
HSPB1_RUO,AGRIN_MMK,,0.63394,0.96667,0.05455,0.6,0.52727,0.49495
