Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_MMP9,0.84871,1.0,0.12245,1.0,0.51685,0.0101
MMP9_ADIPOQ,ADIPOQ_MMP9,KPYM_TIMP-2,0.84827,1.0,0.02041,1.0,0.48936,0.0202
MMP9_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_KPYM,0.84827,1.0,0.10204,1.0,0.51111,0.0101
PERM_ADIPOQ,ADIPOQ_MMP9,KPYM_TIMP-2,0.84827,1.0,0.02041,1.0,0.48936,0.0202
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_MMP9,0.84827,1.0,0.12245,1.0,0.51685,0.0101
HSPB1_AGRIN,TIMP-2_MMP9,AGRIN_MMP9,0.84787,0.97727,0.10204,0.83333,0.49425,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,KPYM_ADIPOQ,0.84783,1.0,0.10204,1.0,0.51111,0.0101
PERM_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.84783,1.0,0.10204,1.0,0.51111,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.84783,1.0,0.12245,1.0,0.51685,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,KPYM_MMP9,0.84765,1.0,0.10204,1.0,0.49425,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,KPYM_AGRIN,0.84738,1.0,0.10204,1.0,0.51111,0.0101
MMP9_KPYM,ADIPOQ_MMP9,KPYM_TIMP-2,0.84738,1.0,0.02041,1.0,0.48936,0.0202
PERM_AGRIN,TIMP-2_MMP9,KPYM_MMP9,0.84738,1.0,0.10204,1.0,0.51111,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_ADIPOQ,0.84738,1.0,0.08163,1.0,0.50549,0.0101
TIMP-2_MMP9,AGRIN_PERM,KPYM_MMP9,0.84738,1.0,0.12245,1.0,0.51685,0.0101
HSPB1_KPYM,TIMP-2_MMP9,KPYM_TIMP-2,0.84718,1.0,0.04082,1.0,0.47778,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,,0.84694,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_KPYM,0.84694,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,0.84694,1.0,0.06122,1.0,0.5,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,KPYM_MMP9,0.84694,1.0,0.10204,1.0,0.51111,0.0101
PERM_KPYM,TIMP-2_PERM,KPYM_TIMP-2,0.84694,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,PERM_TIMP-2,TIMP-2_KPYM,0.8465,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,PERM_AGRIN,TIMP-2_KPYM,0.8465,1.0,0.12245,1.0,0.51685,0.0101
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_KPYM,0.8465,1.0,0.06122,1.0,0.5,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,KPYM_MMP9,0.8465,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_KPYM,0.8465,1.0,0.10204,1.0,0.51111,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,0.8465,1.0,0.06122,1.0,0.5,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,KPYM_TIMP-2,0.84623,1.0,0.04082,1.0,0.47778,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_KPYM,0.84605,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,KPYM_PERM,0.84605,1.0,0.10204,1.0,0.51111,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,0.84605,1.0,0.04082,1.0,0.49462,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_KPYM,0.84561,1.0,0.10204,1.0,0.51111,0.0101
MMP9_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.84561,1.0,0.04082,1.0,0.49462,0.0101
PERM_TIMP-2,TIMP-2_KPYM,KPYM_MMP9,0.84561,1.0,0.12245,1.0,0.51685,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_HSPB1,0.84528,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_PERM,TIMP-2_MMP9,KPYM_TIMP-2,0.84528,1.0,0.04082,1.0,0.47778,0.0101
PERM_TIMP-2,TIMP-2_KPYM,KPYM_PERM,0.84516,1.0,0.12245,1.0,0.51685,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_ADIPOQ,0.84516,1.0,0.08163,1.0,0.50549,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.84508,1.0,0.10204,1.0,0.5,0.0101
MMP9_PERM,PERM_TIMP-2,TIMP-2_KPYM,0.84472,1.0,0.14286,1.0,0.52273,0.0101
MMP9_TIMP-2,PERM_KPYM,KPYM_PERM,0.84472,1.0,0.02041,1.0,0.48936,0.0303
MMP9_KPYM,HSPB1_MMP9,TIMP-2_MMP9,0.84433,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.84433,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_KPYM,TIMP-2_MMP9,KPYM_MMP9,0.84433,1.0,0.10204,1.0,0.49425,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_HSPB1,0.84433,1.0,0.08163,1.0,0.48864,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_PERM,0.84428,1.0,0.08163,1.0,0.50549,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,KPYM_TIMP-2,0.84428,1.0,0.10204,1.0,0.51111,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.84428,1.0,0.04082,1.0,0.49462,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_KPYM,0.84383,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_MMP9,0.84383,1.0,0.08163,1.0,0.50549,0.0101
MMP9_KPYM,TIMP-2_PERM,KPYM_TIMP-2,0.84383,1.0,0.10204,1.0,0.51111,0.0101
HSPB1_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.84369,0.97727,0.10204,0.83333,0.49425,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.84339,1.0,0.10204,1.0,0.51111,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_MMP9,0.84339,1.0,0.02041,1.0,0.48936,0.0101
PERM_TIMP-2,TIMP-2_PERM,KPYM_TIMP-2,0.84339,1.0,0.10204,1.0,0.51111,0.0101
PERM_TIMP-2,TIMP-2_KPYM,KPYM_TIMP-2,0.84339,1.0,0.14286,1.0,0.52273,0.0101
PERM_AGRIN,TIMP-2_PERM,KPYM_TIMP-2,0.84339,1.0,0.10204,1.0,0.51111,0.0101
HSPB1_MMP9,TIMP-2_MMP9,KPYM_HSPB1,0.84338,1.0,0.08163,1.0,0.48864,0.0101
HSPB1_TIMP-2,PERM_KPYM,TIMP-2_MMP9,0.84338,1.0,0.08163,1.0,0.48864,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.84311,1.0,0.10204,1.0,0.52174,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,AGRIN_TIMP-2,0.84295,1.0,0.10204,1.0,0.51111,0.0101
PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_KPYM,0.84295,1.0,0.06122,1.0,0.5,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_MMP9,0.84295,1.0,0.10204,1.0,0.51111,0.0101
PERM_KPYM,ADIPOQ_MMP9,KPYM_TIMP-2,0.84295,1.0,0.02041,1.0,0.48936,0.0202
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_MMP9,0.8429,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_PERM,TIMP-2_MMP9,KPYM_MMP9,0.8429,1.0,0.10204,1.0,0.49425,0.0101
TIMP-2_MMP9,AGRIN_HSPB1,KPYM_MMP9,0.8429,1.0,0.10204,1.0,0.49425,0.0101
MMP9_AGRIN,TIMP-2_KPYM,AGRIN_TIMP-2,0.8425,1.0,0.14286,1.0,0.52273,0.0101
PERM_TIMP-2,TIMP-2_KPYM,KPYM_AGRIN,0.8425,1.0,0.14286,1.0,0.52273,0.0101
PERM_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.8425,1.0,0.04082,1.0,0.49462,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_PERM,0.8425,1.0,0.06122,1.0,0.5,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_KPYM,0.84243,1.0,0.08163,1.0,0.48864,0.0101
HSPB1_MMP9,TIMP-2_KPYM,KPYM_TIMP-2,0.84243,1.0,0.04082,1.0,0.47778,0.0101
HSPB1_AGRIN,TIMP-2_MMP9,KPYM_MMP9,0.84243,1.0,0.10204,1.0,0.49425,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,KPYM_MMP9,0.84243,1.0,0.10204,1.0,0.49425,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,0.8423,1.0,0.04082,1.0,0.48352,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.84226,1.0,0.04082,1.0,0.50526,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_KPYM,0.84206,1.0,0.14286,1.0,0.52273,0.0101
MMP9_HSPB1,TIMP-2_MMP9,KPYM_MMP9,0.84196,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.84196,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.84184,0.97727,0.12245,0.85714,0.5,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.84161,1.0,0.06122,1.0,0.5,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.84161,1.0,0.10204,1.0,0.51111,0.0101
PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,0.84161,1.0,0.10204,1.0,0.51111,0.0101
HSPB1_MMP9,PERM_KPYM,KPYM_TIMP-2,0.84148,1.0,0.02041,1.0,0.47253,0.06061
TIMP-2_MMP9,AGRIN_KPYM,KPYM_ADIPOQ,0.84117,1.0,0.04082,1.0,0.49462,0.0101
MMP9_TIMP-2,HSPB1_MMP9,TIMP-2_KPYM,0.84101,1.0,0.06122,1.0,0.48315,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,TIMP-2_KPYM,0.84101,1.0,0.08163,1.0,0.48864,0.0101
PERM_HSPB1,TIMP-2_MMP9,KPYM_MMP9,0.84101,1.0,0.10204,1.0,0.49425,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.84099,1.0,0.04082,1.0,0.50526,0.0101
MMP9_KPYM,PERM_TIMP-2,ADIPOQ_MMP9,0.84073,1.0,0.02041,1.0,0.48936,0.0303
PERM_MMP9,TIMP-2_MMP9,KPYM_PERM,0.84073,1.0,0.10204,1.0,0.51111,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,KPYM_TIMP-2,0.84073,1.0,0.04082,1.0,0.49462,0.0101
MMP9_TIMP-2,HSPB1_KPYM,TIMP-2_KPYM,0.84053,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,0.84053,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_KPYM,ADIPOQ_MMP9,KPYM_TIMP-2,0.84053,1.0,0.02041,1.0,0.47253,0.0303
MMP9_AGRIN,HSPB1_TIMP-2,TIMP-2_MMP9,0.84045,1.0,0.08163,1.0,0.49438,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_AGRIN,0.84028,1.0,0.04082,1.0,0.49462,0.0101
MMP9_KPYM,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.84028,1.0,0.04082,1.0,0.49462,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,0.84028,1.0,0.04082,1.0,0.49462,0.0101
MMP9_HSPB1,TIMP-2_MMP9,KPYM_HSPB1,0.84006,1.0,0.06122,1.0,0.48315,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_KPYM,0.84006,1.0,0.08163,1.0,0.48864,0.0101
MMP9_TIMP-2,PERM_HSPB1,TIMP-2_KPYM,0.84006,1.0,0.06122,1.0,0.48315,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,0.83998,1.0,0.04082,1.0,0.48352,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.83984,1.0,0.04082,1.0,0.49462,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_ADIPOQ,0.83984,1.0,0.14286,1.0,0.52273,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,0.83971,1.0,0.04082,1.0,0.50526,0.0101
MMP9_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.83958,1.0,0.06122,1.0,0.48315,0.0101
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_KPYM,0.83958,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,0.83958,1.0,0.04082,1.0,0.47778,0.0101
HSPB1_MMP9,TIMP-2_MMP9,AGRIN_TIMP-2,0.83952,1.0,0.08163,1.0,0.49438,0.0101
PERM_TIMP-2,TIMP-2_KPYM,,0.8394,1.0,0.14286,1.0,0.52273,0.0101
PERM_TIMP-2,ADIPOQ_AGRIN,TIMP-2_KPYM,0.8394,1.0,0.14286,1.0,0.52273,0.0101
PERM_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.8394,1.0,0.04082,1.0,0.49462,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_KPYM,0.8394,1.0,0.12245,1.0,0.51685,0.0101
MMP9_TIMP-2,ADIPOQ_HSPB1,TIMP-2_KPYM,0.83911,1.0,0.12245,1.0,0.5,0.0101
HSPB1_MMP9,TIMP-2_MMP9,KPYM_ADIPOQ,0.83911,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,KPYM_TIMP-2,0.83911,1.0,0.04082,1.0,0.47778,0.0404
HSPB1_TIMP-2,TIMP-2_KPYM,AGRIN_HSPB1,0.83911,1.0,0.10204,1.0,0.49425,0.0101
HSPB1_PERM,TIMP-2_MMP9,AGRIN_TIMP-2,0.83905,1.0,0.08163,1.0,0.49438,0.0101
MMP9_ADIPOQ,PERM_TIMP-2,TIMP-2_KPYM,0.83895,1.0,0.14286,1.0,0.52273,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_PERM,0.83895,1.0,0.10204,1.0,0.51111,0.0101
PERM_TIMP-2,TIMP-2_KPYM,AGRIN_TIMP-2,0.83895,1.0,0.12245,1.0,0.51685,0.0101
TIMP-2_MMP9,AGRIN_PERM,KPYM_ADIPOQ,0.83895,1.0,0.06122,1.0,0.5,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,,0.83886,1.0,0.04082,1.0,0.50526,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,TIMP-2_MMP9,0.83859,1.0,0.08163,1.0,0.49438,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.83851,1.0,0.06122,1.0,0.5,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.83851,1.0,0.04082,1.0,0.49462,0.0101
PERM_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.83844,1.0,0.04082,1.0,0.50526,0.0101
MMP9_AGRIN,TIMP-2_KPYM,AGRIN_HSPB1,0.83816,1.0,0.10204,1.0,0.49425,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,0.83813,1.0,0.04082,1.0,0.48352,0.0101
PERM_AGRIN,TIMP-2_KPYM,AGRIN_KPYM,0.83807,1.0,0.14286,1.0,0.52273,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,KPYM_TIMP-2,0.83807,1.0,0.06122,1.0,0.5,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_ADIPOQ,0.83807,1.0,0.06122,1.0,0.5,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_ADIPOQ,0.83807,1.0,0.06122,1.0,0.5,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_AGRIN,0.83807,1.0,0.06122,1.0,0.5,0.0101
TIMP-2_KPYM,AGRIN_MMP9,KPYM_TIMP-2,0.83807,1.0,0.06122,1.0,0.5,0.0101
MMP9_KPYM,HSPB1_MMP9,KPYM_TIMP-2,0.83768,1.0,0.02041,1.0,0.47253,0.06061
PERM_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.83768,1.0,0.06122,1.0,0.48315,0.0101
MMP9_AGRIN,TIMP-2_KPYM,AGRIN_ADIPOQ,0.83762,1.0,0.14286,1.0,0.52273,0.0101
MMP9_KPYM,PERM_AGRIN,TIMP-2_AGRIN,0.83762,1.0,0.08163,1.0,0.50549,0.0101
PERM_MMP9,TIMP-2_MMP9,KPYM_ADIPOQ,0.83762,1.0,0.06122,1.0,0.5,0.0101
PERM_ADIPOQ,TIMP-2_PERM,KPYM_TIMP-2,0.83762,1.0,0.10204,1.0,0.51111,0.0101
PERM_AGRIN,ADIPOQ_MMP9,KPYM_TIMP-2,0.83762,1.0,0.02041,1.0,0.48936,0.0303
PERM_KPYM,TIMP-2_PERM,AGRIN_TIMP-2,0.83762,1.0,0.10204,1.0,0.51111,0.0101
HSPB1_AGRIN,TIMP-2_KPYM,AGRIN_HSPB1,0.83721,1.0,0.12245,1.0,0.5,0.0101
HSPB1_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.83721,1.0,0.04082,1.0,0.47778,0.0101
TIMP-2_MMP9,KPYM_ADIPOQ,,0.83718,1.0,0.06122,1.0,0.5,0.0101
MMP9_AGRIN,PERM_TIMP-2,TIMP-2_KPYM,0.83718,1.0,0.14286,1.0,0.52273,0.0101
MMP9_KPYM,PERM_TIMP-2,TIMP-2_KPYM,0.83718,1.0,0.14286,1.0,0.52273,0.0101
PERM_MMP9,ADIPOQ_PERM,KPYM_TIMP-2,0.83718,1.0,0.04082,1.0,0.49462,0.0303
TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_MMP9,0.83718,1.0,0.06122,1.0,0.5,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.83716,1.0,0.08163,1.0,0.51613,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.83716,1.0,0.04082,1.0,0.50526,0.0101
PERM_TIMP-2,TIMP-2_MMP9,AGRIN_TIMP-2,0.83716,1.0,0.04082,1.0,0.50526,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.83716,1.0,0.04082,1.0,0.50526,0.0101
MMP9_PERM,TIMP-2_MMP9,AGRIN_TIMP-2,0.83673,1.0,0.04082,1.0,0.50526,0.0101
MMP9_ADIPOQ,TIMP-2_KPYM,AGRIN_KPYM,0.83673,1.0,0.08163,1.0,0.50549,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_MMP9,0.83673,1.0,0.06122,1.0,0.5,0.06061
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,0.83673,1.0,0.02041,1.0,0.48936,0.0101
HSPB1_MMP9,PERM_HSPB1,KPYM_TIMP-2,0.83673,1.0,0.02041,1.0,0.47253,0.06061
HSPB1_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.83673,1.0,0.04082,1.0,0.47778,0.0101
PERM_TIMP-2,TIMP-2_KPYM,KPYM_ADIPOQ,0.83673,1.0,0.14286,1.0,0.52273,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.83673,1.0,0.04082,1.0,0.49462,0.0101
ADIPOQ_KPYM,TIMP-2_PERM,KPYM_TIMP-2,0.83673,1.0,0.10204,1.0,0.51111,0.0101
