Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_AGRIN,MMP9_AGRIN,KPYM_AGRIN,0.85182,1.0,0.05172,1.0,0.40217,0.0101
TIMP-2_KPYM,MMP9_KPYM,AGRIN_TIMP-2,0.8518,1.0,0.12281,1.0,0.43182,0.0101
TIMP-2_AGRIN,AGRIN_PERM,PERM_AGRIN,0.85169,1.0,0.07143,1.0,0.40909,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,KPYM_MMP9,0.85135,1.0,0.08621,1.0,0.41111,0.0101
TIMP-2_AGRIN,MMP9_KPYM,PERM_MMP9,0.85017,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,AGRIN_KPYM,PERM_MMP9,0.85017,1.0,0.07018,1.0,0.41111,0.0101
TIMP-2_AGRIN,,,0.84949,1.0,0.01724,1.0,0.39362,0.0202
TIMP-2_AGRIN,MMP9_AGRIN,KPYM_PERM,0.84921,1.0,0.05357,1.0,0.40449,0.0101
TIMP-2_KPYM,AGRIN_KPYM,PERM_MMP9,0.84903,1.0,0.14035,1.0,0.43678,0.0101
TIMP-2_AGRIN,AGRIN_MMP9,PERM_AGRIN,0.84874,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,MMP9_PERM,PERM_AGRIN,0.84821,1.0,0.03571,1.0,0.4,0.0101
TIMP-2_AGRIN,KPYM_MMP9,AGRIN_PERM,0.84821,1.0,0.10714,1.0,0.4186,0.0101
TIMP-2_KPYM,AGRIN_KPYM,PERM_KPYM,0.84811,1.0,0.12281,1.0,0.43182,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,PERM_AGRIN,0.84797,1.0,0.08929,1.0,0.42045,0.0101
TIMP-2_AGRIN,PERM_MMP9,,0.8478,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,KPYM_PERM,PERM_KPYM,0.84722,1.0,0.07143,1.0,0.40909,0.0101
TIMP-2_KPYM,KPYM_MMP9,AGRIN_TIMP-2,0.84672,1.0,0.08772,1.0,0.42222,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,AGRIN_MMP9,0.84669,1.0,0.05172,1.0,0.40217,0.0101
TIMP-2_KPYM,MMP9_KPYM,AGRIN_MMP9,0.84664,1.0,0.12069,1.0,0.42697,0.0101
TIMP-2_KPYM,MMP9_AGRIN,PERM_TIMP-2,0.84653,1.0,0.07143,1.0,0.41573,0.0101
TIMP-2_KPYM,MMP9_KPYM,PERM_MMP9,0.84626,1.0,0.12281,1.0,0.43182,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,PERM_KPYM,0.84586,1.0,0.125,1.0,0.43678,0.0101
TIMP-2_AGRIN,MMP9_KPYM,KPYM_MMP9,0.84576,1.0,0.06897,1.0,0.40659,0.0101
TIMP-2_KPYM,AGRIN_KPYM,,0.84574,1.0,0.12069,1.0,0.42697,0.0101
TIMP-2_AGRIN,AGRIN_MMP9,PERM_MMP9,0.84542,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,KPYM_AGRIN,AGRIN_KPYM,0.84529,1.0,0.08621,1.0,0.41111,0.0101
TIMP-2_AGRIN,KPYM_MMP9,PERM_KPYM,0.84495,1.0,0.07018,1.0,0.41111,0.0101
TIMP-2_PERM,KPYM_TIMP-2,PERM_AGRIN,0.84495,0.97222,0.05455,0.75,0.4023,0.0101
TIMP-2_AGRIN,MMP9_KPYM,KPYM_PERM,0.84474,1.0,0.07143,1.0,0.40909,0.0101
TIMP-2_KPYM,KPYM_PERM,PERM_TIMP-2,0.84472,1.0,0.10909,1.0,0.43023,0.0101
TIMP-2_PERM,AGRIN_PERM,PERM_TIMP-2,0.84472,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_AGRIN,KPYM_MMP9,PERM_MMP9,0.844,1.0,0.08772,1.0,0.41573,0.0101
TIMP-2_KPYM,AGRIN_PERM,PERM_TIMP-2,0.84373,1.0,0.10909,1.0,0.43023,0.0101
TIMP-2_KPYM,MMP9_PERM,PERM_TIMP-2,0.84324,1.0,0.09091,1.0,0.42529,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,PERM_TIMP-2,0.84324,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_KPYM,KPYM_AGRIN,PERM_TIMP-2,0.84266,1.0,0.08929,1.0,0.42045,0.0101
TIMP-2_PERM,KPYM_TIMP-2,AGRIN_PERM,0.84226,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_KPYM,AGRIN_PERM,PERM_KPYM,0.8417,1.0,0.125,1.0,0.43023,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,PERM_TIMP-2,0.84164,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,KPYM_MMP9,AGRIN_KPYM,0.8412,1.0,0.12069,1.0,0.42697,0.0101
TIMP-2_PERM,MMP9_TIMP-2,AGRIN_PERM,0.84079,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_AGRIN,KPYM_AGRIN,,0.84017,1.0,0.05172,1.0,0.40217,0.0101
TIMP-2_PERM,KPYM_PERM,AGRIN_TIMP-2,0.8398,0.97297,0.07273,0.8,0.41379,0.0101
MMP9_PERM,AGRIN_TIMP-2,PERM_MMP9,0.83931,1.0,0.01818,1.0,0.40659,0.0101
TIMP-2_AGRIN,KPYM_AGRIN,AGRIN_MMP9,0.83924,1.0,0.05172,1.0,0.40217,0.0101
TIMP-2_KPYM,MMP9_KPYM,KPYM_TIMP-2,0.83887,1.0,0.12281,1.0,0.43182,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,KPYM_AGRIN,0.83879,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,MMP9_PERM,,0.83829,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,PERM_MMP9,0.83788,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,PERM_AGRIN,0.83736,1.0,0.05357,1.0,0.41111,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,AGRIN_PERM,0.83681,1.0,0.03571,1.0,0.4,0.0101
TIMP-2_KPYM,KPYM_PERM,PERM_KPYM,0.83639,1.0,0.125,1.0,0.43023,0.0101
TIMP-2_PERM,MMP9_TIMP-2,KPYM_PERM,0.83636,0.97297,0.07273,0.8,0.41379,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,PERM_TIMP-2,0.836,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_KPYM,KPYM_PERM,0.83591,1.0,0.125,1.0,0.43023,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,PERM_MMP9,0.83553,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_KPYM,AGRIN_PERM,0.83542,1.0,0.125,1.0,0.43023,0.0101
TIMP-2_AGRIN,AGRIN_KPYM,PERM_AGRIN,0.83499,1.0,0.03509,1.0,0.40217,0.0101
TIMP-2_KPYM,MMP9_AGRIN,AGRIN_TIMP-2,0.83404,1.0,0.07018,1.0,0.41111,0.0101
TIMP-2_AGRIN,MMP9_KPYM,PERM_AGRIN,0.83404,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,KPYM_PERM,0.83391,1.0,0.07273,1.0,0.42045,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,PERM_KPYM,0.83391,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_AGRIN,PERM_AGRIN,,0.83357,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,AGRIN_PERM,0.83342,1.0,0.10909,1.0,0.43023,0.0101
TIMP-2_PERM,KPYM_AGRIN,AGRIN_PERM,0.83284,0.97222,0.03571,0.66667,0.39326,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,PERM_AGRIN,0.83262,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_PERM,MMP9_AGRIN,KPYM_TIMP-2,0.83232,0.97222,0.05455,0.75,0.4023,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,AGRIN_KPYM,0.83225,1.0,0.01724,1.0,0.39362,0.0101
TIMP-2_PERM,MMP9_AGRIN,AGRIN_TIMP-2,0.83182,0.97222,0.03636,0.66667,0.39773,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,PERM_KPYM,0.83167,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_AGRIN,MMP9_KPYM,,0.83131,1.0,0.01724,1.0,0.39362,0.0101
TIMP-2_AGRIN,MMP9_PERM,KPYM_MMP9,0.83085,1.0,0.08929,1.0,0.41379,0.0101
TIMP-2_KPYM,MMP9_KPYM,KPYM_MMP9,0.83031,1.0,0.12069,1.0,0.42697,0.0101
TIMP-2_AGRIN,MMP9_AGRIN,,0.82992,1.0,0.01724,1.0,0.39362,0.0101
TIMP-2_KPYM,MMP9_PERM,PERM_KPYM,0.82963,1.0,0.08929,1.0,0.42045,0.0101
TIMP-2_PERM,AGRIN_PERM,,0.82915,0.97297,0.03571,0.66667,0.4,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,PERM_KPYM,0.82895,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_AGRIN,KPYM_PERM,AGRIN_KPYM,0.82887,1.0,0.08929,1.0,0.41379,0.0101
TIMP-2_KPYM,MMP9_PERM,KPYM_TIMP-2,0.8285,1.0,0.05455,1.0,0.41573,0.0101
TIMP-2_PERM,AGRIN_PERM,PERM_AGRIN,0.82788,0.97222,0.03571,0.66667,0.39326,0.0101
TIMP-2_AGRIN,MMP9_KPYM,AGRIN_MMP9,0.82759,1.0,0.06897,1.0,0.40659,0.0101
TIMP-2_KPYM,KPYM_TIMP-2,PERM_KPYM,0.82754,1.0,0.08929,1.0,0.42697,0.0101
TIMP-2_KPYM,KPYM_TIMP-2,AGRIN_PERM,0.82752,1.0,0.05455,1.0,0.41573,0.0101
TIMP-2_KPYM,PERM_TIMP-2,,0.82707,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,KPYM_MMP9,PERM_TIMP-2,0.82707,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_AGRIN,KPYM_PERM,,0.82688,1.0,0.03571,1.0,0.4,0.0101
TIMP-2_AGRIN,MMP9_PERM,PERM_KPYM,0.82688,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_PERM,KPYM_PERM,PERM_TIMP-2,0.82654,0.97297,0.07273,0.8,0.41379,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,,0.82641,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_KPYM,KPYM_TIMP-2,PERM_TIMP-2,0.82613,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,AGRIN_TIMP-2,0.82595,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_KPYM,AGRIN_MMP9,PERM_KPYM,0.82595,1.0,0.10526,1.0,0.42697,0.0101
TIMP-2_AGRIN,MMP9_PERM,KPYM_PERM,0.82589,1.0,0.03571,1.0,0.4,0.0101
TIMP-2_PERM,AGRIN_PERM,PERM_MMP9,0.82577,0.97297,0.03571,0.66667,0.4,0.0101
TIMP-2_AGRIN,KPYM_MMP9,AGRIN_KPYM,0.82572,1.0,0.08621,1.0,0.41111,0.0101
TIMP-2_KPYM,MMP9_KPYM,PERM_KPYM,0.82548,1.0,0.07018,1.0,0.41758,0.0101
TIMP-2_KPYM,AGRIN_MMP9,PERM_TIMP-2,0.82472,1.0,0.07143,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_KPYM,PERM_AGRIN,0.82456,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,MMP9_KPYM,AGRIN_PERM,0.8244,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_AGRIN,MMP9_PERM,AGRIN_KPYM,0.8244,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_AGRIN,MMP9_KPYM,PERM_KPYM,0.82409,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_AGRIN,MMP9_KPYM,AGRIN_KPYM,0.82386,1.0,0.01724,1.0,0.39362,0.0101
TIMP-2_AGRIN,AGRIN_MMP9,PERM_KPYM,0.82266,1.0,0.05263,1.0,0.40659,0.0101
TIMP-2_AGRIN,AGRIN_PERM,,0.82242,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_AGRIN,MMP9_PERM,AGRIN_PERM,0.82242,1.0,0.01786,1.0,0.3956,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,AGRIN_MMP9,0.82225,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_AGRIN,PERM_KPYM,,0.82219,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_AGRIN,AGRIN_PERM,PERM_KPYM,0.82192,1.0,0.05357,1.0,0.40449,0.0101
TIMP-2_PERM,MMP9_AGRIN,AGRIN_PERM,0.82192,0.97222,0.03571,0.66667,0.39326,0.0101
TIMP-2_AGRIN,KPYM_PERM,AGRIN_MMP9,0.82143,1.0,0.08929,1.0,0.41379,0.0101
TIMP-2_AGRIN,MMP9_PERM,AGRIN_MMP9,0.82044,1.0,0.08929,1.0,0.41379,0.0101
TIMP-2_KPYM,KPYM_MMP9,PERM_KPYM,0.82041,1.0,0.08772,1.0,0.42222,0.0101
TIMP-2_KPYM,MMP9_KPYM,,0.82033,1.0,0.05172,1.0,0.4086,0.0101
TIMP-2_PERM,KPYM_PERM,,0.81998,0.97297,0.07143,0.8,0.40909,0.0101
TIMP-2_AGRIN,AGRIN_KPYM,PERM_KPYM,0.81935,1.0,0.01754,1.0,0.39785,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,PERM_MMP9,0.81916,0.97297,0.01818,0.5,0.4,0.0101
TIMP-2_PERM,MMP9_TIMP-2,PERM_AGRIN,0.81818,1.0,0.03636,1.0,0.40449,0.0101
TIMP-2_PERM,MMP9_TIMP-2,AGRIN_TIMP-2,0.8172,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,KPYM_TIMP-2,AGRIN_TIMP-2,0.8172,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,MMP9_AGRIN,KPYM_PERM,0.81696,0.97222,0.07143,0.8,0.4023,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,KPYM_TIMP-2,0.81671,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,KPYM_MMP9,0.81671,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_PERM,KPYM_PERM,PERM_AGRIN,0.81647,0.97222,0.07143,0.8,0.4023,0.0101
TIMP-2_PERM,KPYM_MMP9,AGRIN_TIMP-2,0.81622,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,MMP9_KPYM,AGRIN_PERM,0.81612,0.97297,0.03571,0.66667,0.4,0.0101
TIMP-2_PERM,AGRIN_PERM,PERM_KPYM,0.81564,0.97297,0.03571,0.66667,0.4,0.0101
TIMP-2_KPYM,MMP9_TIMP-2,,0.81533,1.0,0.05263,1.0,0.41304,0.0101
TIMP-2_PERM,MMP9_KPYM,AGRIN_TIMP-2,0.81523,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,KPYM_TIMP-2,PERM_TIMP-2,0.81523,0.97297,0.05455,0.75,0.40909,0.0101
TIMP-2_KPYM,PERM_KPYM,,0.81487,1.0,0.03509,1.0,0.4086,0.0101
TIMP-2_PERM,KPYM_TIMP-2,PERM_MMP9,0.81425,0.97297,0.01818,0.5,0.4,0.0101
TIMP-2_AGRIN,KPYM_MMP9,,0.81407,1.0,0.06897,1.0,0.40659,0.0101
TIMP-2_PERM,MMP9_TIMP-2,KPYM_MMP9,0.81376,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_KPYM,AGRIN_PERM,PERM_MMP9,0.81322,1.0,0.07143,1.0,0.41573,0.0101
TIMP-2_AGRIN,AGRIN_KPYM,,0.81314,1.0,0.01724,1.0,0.39362,0.0101
TIMP-2_PERM,KPYM_MMP9,AGRIN_PERM,0.81274,0.97297,0.03571,0.66667,0.4,0.0101
TIMP-2_AGRIN,KPYM_MMP9,AGRIN_MMP9,0.81267,1.0,0.06897,1.0,0.40659,0.0101
TIMP-2_KPYM,KPYM_PERM,PERM_MMP9,0.81226,1.0,0.07143,1.0,0.41573,0.0101
TIMP-2_KPYM,MMP9_AGRIN,PERM_KPYM,0.81223,1.0,0.03509,1.0,0.40217,0.0101
TIMP-2_KPYM,KPYM_AGRIN,PERM_KPYM,0.81176,1.0,0.07018,1.0,0.41111,0.0101
TIMP-2_PERM,KPYM_TIMP-2,,0.8113,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,,0.8113,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_KPYM,MMP9_KPYM,KPYM_AGRIN,0.81034,1.0,0.08621,1.0,0.41111,0.0101
TIMP-2_KPYM,MMP9_PERM,PERM_MMP9,0.81033,1.0,0.07143,1.0,0.41573,0.0101
TIMP-2_PERM,KPYM_TIMP-2,PERM_KPYM,0.81032,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,MMP9_TIMP-2,KPYM_TIMP-2,0.80934,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_PERM,KPYM_PERM,PERM_MMP9,0.80888,0.97297,0.07143,0.8,0.40909,0.0101
MMP9_PERM,KPYM_TIMP-2,PERM_MMP9,0.80786,1.0,0.01818,1.0,0.40659,0.0101
TIMP-2_PERM,MMP9_KPYM,KPYM_PERM,0.80695,0.97297,0.07143,0.8,0.40909,0.0101
TIMP-2_PERM,KPYM_PERM,PERM_KPYM,0.80695,0.97297,0.07143,0.8,0.40909,0.0101
TIMP-2_KPYM,KPYM_TIMP-2,PERM_MMP9,0.80498,1.0,0.05357,1.0,0.41758,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,PERM_AGRIN,0.80405,1.0,0.03571,1.0,0.40659,0.0303
TIMP-2_KPYM,KPYM_TIMP-2,PERM_AGRIN,0.80405,1.0,0.05357,1.0,0.41111,0.0101
TIMP-2_PERM,MMP9_KPYM,KPYM_TIMP-2,0.80344,0.97297,0.03636,0.66667,0.40449,0.0101
TIMP-2_MMP9,AGRIN_MMP9,PERM_AGRIN,0.80322,1.0,0.01754,1.0,0.39785,0.0202
