Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
KPYM_AGRIN,PIGR_MMP9,0.75045,1.0,0.0303,1.0,0.34694,0.06061
AGRIN_TIMP-2,PIGR_KPYM,0.74866,1.0,0.0303,1.0,0.34694,0.0101
MMP9_KPYM,PIGR_MMP9,0.7451,1.0,0.0303,1.0,0.34694,0.07071
AGRIN_KPYM,PIGR_MMP9,0.7451,1.0,0.0303,1.0,0.34694,0.08081
MMP9_AGRIN,PIGR_MMP9,0.74127,1.0,0.02857,1.0,0.34615,0.06061
AGRIN_TIMP-2,PIGR_TIMP-2,0.73968,0,0,0,0,0.5
KPYM_MMP9,PIGR_MMP9,0.73619,1.0,0.06061,1.0,0.35417,0.09091
TIMP-2_PIGR,PIGR_MMP9,0.73333,1.0,0.02857,1.0,0.34615,0.08081
AGRIN_MMP9,PIGR_MMP9,0.73333,1.0,0.02857,1.0,0.34615,0.10101
AGRIN_MMP9,PIGR_AGRIN,0.73333,1.0,0.02857,1.0,0.34615,0.16162
AGRIN_MMP9,PIGR_KPYM,0.73262,1.0,0.0303,1.0,0.34694,0.07071
MMP9_PIGR,AGRIN_PIGR,0.73175,0,0,0,0,0.5
MMP9_PIGR,AGRIN_KPYM,0.72014,1.0,0.0303,1.0,0.34694,0.0101
KPYM_MMP9,PIGR_AGRIN,0.7148,0,0,0,0,0.5
MMP9_TIMP-2,AGRIN_KPYM,0.71301,1.0,0.0303,1.0,0.34694,0.0101
AGRIN_KPYM,PIGR_AGRIN,0.70945,1.0,0.0303,1.0,0.34694,0.08081
MMP9_PIGR,PIGR_AGRIN,0.70794,0,0,0,0,0.5
KPYM_MMP9,PIGR_KPYM,0.70766,1.0,0.0303,1.0,0.34694,0.07071
MMP9_AGRIN,PIGR_AGRIN,0.70635,1.0,0.05714,1.0,0.35294,0.08081
MMP9_AGRIN,PIGR_KPYM,0.7041,1.0,0.0303,1.0,0.34694,0.0202
KPYM_TIMP-2,PIGR_KPYM,0.7041,1.0,0.0303,1.0,0.34694,0.0202
AGRIN_MMP9,KPYM_TIMP-2,0.70053,1.0,0.0303,1.0,0.34694,0.0202
AGRIN_PIGR,KPYM_MMP9,0.70053,1.0,0.0303,1.0,0.34694,0.0202
MMP9_PIGR,PIGR_KPYM,0.69875,1.0,0.0303,1.0,0.34694,0.0303
AGRIN_PIGR,,0.69683,0,0,0,0,0.5
PIGR_AGRIN,,0.69683,0,0,0,0,0.5
AGRIN_PIGR,PIGR_AGRIN,0.69683,0,0,0,0,0.5
MMP9_KPYM,PIGR_AGRIN,0.69162,1.0,0.0303,1.0,0.34694,0.12121
MMP9_KPYM,PIGR_KPYM,0.69162,1.0,0.06061,1.0,0.35417,0.06061
KPYM_AGRIN,PIGR_AGRIN,0.69162,1.0,0.0303,1.0,0.34694,0.10101
KPYM_PIGR,PIGR_AGRIN,0.69162,0,0,0,0,0.5
AGRIN_PIGR,PIGR_KPYM,0.68984,1.0,0.0303,1.0,0.34694,0.0303
TIMP-2_PIGR,PIGR_AGRIN,0.68889,0,0,0,0,0.5
AGRIN_KPYM,KPYM_PIGR,0.68627,1.0,0.0303,1.0,0.34694,0.0101
AGRIN_KPYM,PIGR_KPYM,0.68627,1.0,0.0303,1.0,0.34694,0.05051
KPYM_PIGR,,0.68449,0,0,0,0,0.5
PIGR_KPYM,,0.68449,1.0,0.0303,1.0,0.34694,0.0404
KPYM_PIGR,PIGR_KPYM,0.68449,1.0,0.0303,1.0,0.34694,0.0404
TIMP-2_PIGR,PIGR_KPYM,0.68271,1.0,0.0303,1.0,0.34694,0.0404
KPYM_TIMP-2,PIGR_TIMP-2,0.68093,1.0,0.0303,1.0,0.34694,0.06061
KPYM_AGRIN,PIGR_KPYM,0.67736,1.0,0.0303,1.0,0.34694,0.0404
AGRIN_TIMP-2,KPYM_MMP9,0.67201,1.0,0.0303,1.0,0.34694,0.0202
AGRIN_KPYM,KPYM_MMP9,0.66488,1.0,0.0303,1.0,0.34694,0.06061
MMP9_TIMP-2,AGRIN_MMP9,0.6619,1.0,0.02857,1.0,0.34615,0.0404
MMP9_TIMP-2,KPYM_AGRIN,0.66132,1.0,0.0303,1.0,0.34694,0.12121
TIMP-2_PIGR,KPYM_PIGR,0.66132,1.0,0.0303,1.0,0.34694,0.17172
MMP9_KPYM,AGRIN_MMP9,0.65419,1.0,0.0303,1.0,0.34694,0.11111
MMP9_PIGR,AGRIN_MMP9,0.65238,1.0,0.02857,1.0,0.34615,0.05051
MMP9_TIMP-2,KPYM_MMP9,0.63815,1.0,0.0303,1.0,0.34694,0.06061
TIMP-2_PIGR,AGRIN_KPYM,0.63815,1.0,0.0303,1.0,0.34694,0.0202
AGRIN_KPYM,KPYM_TIMP-2,0.63636,1.0,0.0303,1.0,0.34694,0.0101
AGRIN_MMP9,KPYM_MMP9,0.62745,1.0,0.0303,1.0,0.34694,0.08081
AGRIN_PIGR,PIGR_TIMP-2,0.6254,0,0,0,0,0.5
MMP9_AGRIN,AGRIN_MMP9,0.62222,1.0,0.02857,1.0,0.34615,0.10101
MMP9_PIGR,PIGR_TIMP-2,0.62222,1.0,0.02857,1.0,0.34615,0.19192
TIMP-2_PIGR,AGRIN_MMP9,0.62222,1.0,0.02857,1.0,0.34615,0.05051
MMP9_AGRIN,AGRIN_KPYM,0.61141,1.0,0.0303,1.0,0.34694,0.0303
KPYM_PIGR,PIGR_TIMP-2,0.61141,0,0,0,0,0.5
MMP9_PIGR,KPYM_MMP9,0.60784,1.0,0.0303,1.0,0.34694,0.06061
MMP9_KPYM,AGRIN_KPYM,0.60606,1.0,0.0303,1.0,0.34694,0.0404
AGRIN_MMP9,PIGR_TIMP-2,0.60476,1.0,0.02857,1.0,0.34615,0.12121
AGRIN_KPYM,KPYM_AGRIN,0.60428,1.0,0.0303,1.0,0.34694,0.0404
AGRIN_PIGR,KPYM_PIGR,0.60428,1.0,0.0303,1.0,0.34694,0.38384
AGRIN_MMP9,KPYM_AGRIN,0.59893,1.0,0.0303,1.0,0.34694,0.08081
AGRIN_KPYM,,0.59715,1.0,0.0303,1.0,0.34694,0.0303
AGRIN_KPYM,PIGR_TIMP-2,0.5918,1.0,0.0303,1.0,0.34694,0.0303
AGRIN_PIGR,KPYM_AGRIN,0.5918,1.0,0.0303,1.0,0.34694,0.12121
MMP9_PIGR,KPYM_PIGR,0.58824,0,0,0,0,0.5
MMP9_KPYM,AGRIN_PIGR,0.58111,1.0,0.0303,1.0,0.34694,0.06061
AGRIN_MMP9,,0.58095,1.0,0.02857,1.0,0.34615,0.08081
MMP9_PIGR,KPYM_AGRIN,0.57398,1.0,0.0303,1.0,0.34694,0.11111
MMP9_AGRIN,PIGR_TIMP-2,0.56984,0,0,0,0,0.5
TIMP-2_PIGR,KPYM_MMP9,0.56684,1.0,0.0303,1.0,0.34694,0.08081
MMP9_AGRIN,KPYM_PIGR,0.55971,1.0,0.0303,1.0,0.34694,0.21212
MMP9_KPYM,KPYM_PIGR,0.55258,1.0,0.0303,1.0,0.34694,0.07071
MMP9_AGRIN,AGRIN_PIGR,0.55238,1.0,0.02857,1.0,0.34615,0.20202
PIGR_TIMP-2,,0.54762,0,0,0,0,0.5
TIMP-2_PIGR,PIGR_TIMP-2,0.54762,0,0,0,0,0.5
KPYM_MMP9,PIGR_TIMP-2,0.54367,1.0,0.0303,1.0,0.34694,0.19192
KPYM_MMP9,,0.54189,1.0,0.0303,1.0,0.34694,0.12121
MMP9_KPYM,KPYM_MMP9,0.54189,1.0,0.0303,1.0,0.34694,0.15152
KPYM_AGRIN,PIGR_TIMP-2,0.53654,1.0,0.0303,1.0,0.34694,0.24242
AGRIN_TIMP-2,KPYM_PIGR,0.53476,0,0,0,0,0.5
MMP9_TIMP-2,KPYM_TIMP-2,0.52941,1.0,0.0303,1.0,0.34694,0.31313
MMP9_AGRIN,KPYM_MMP9,0.52763,1.0,0.0303,1.0,0.34694,0.14141
MMP9_KPYM,PIGR_TIMP-2,0.52406,1.0,0.0303,1.0,0.34694,0.23232
MMP9_TIMP-2,AGRIN_TIMP-2,0.52222,0,0,0,0,0.5
AGRIN_TIMP-2,KPYM_AGRIN,0.5098,1.0,0.0303,1.0,0.34694,0.16162
AGRIN_PIGR,KPYM_TIMP-2,0.5098,1.0,0.0303,1.0,0.34694,0.25253
MMP9_PIGR,AGRIN_TIMP-2,0.4873,0,0,0,0,0.5
MMP9_KPYM,,0.45811,1.0,0.0303,1.0,0.34694,0.09091
MMP9_PIGR,KPYM_TIMP-2,0.45811,1.0,0.0303,1.0,0.34694,0.27273
MMP9_TIMP-2,AGRIN_PIGR,0.45714,0,0,0,0,0.5
TIMP-2_PIGR,,0.45238,0,0,0,0,0.5
MMP9_TIMP-2,KPYM_PIGR,0.44742,0,0,0,0,0.5
MMP9_KPYM,TIMP-2_PIGR,0.44742,1.0,0.0303,1.0,0.34694,0.10101
TIMP-2_PIGR,KPYM_AGRIN,0.43137,1.0,0.0303,1.0,0.34694,0.21212
MMP9_AGRIN,,0.41905,1.0,0.02857,1.0,0.34615,0.24242
MMP9_KPYM,KPYM_AGRIN,0.41533,1.0,0.0303,1.0,0.34694,0.17172
KPYM_AGRIN,,0.40285,1.0,0.0303,1.0,0.34694,0.23232
MMP9_KPYM,AGRIN_TIMP-2,0.40285,1.0,0.0303,1.0,0.34694,0.10101
MMP9_KPYM,KPYM_TIMP-2,0.40285,1.0,0.0303,1.0,0.34694,0.10101
MMP9_AGRIN,KPYM_AGRIN,0.39929,1.0,0.0303,1.0,0.34694,0.23232
MMP9_AGRIN,TIMP-2_PIGR,0.39365,1.0,0.02857,1.0,0.34615,0.25253
MMP9_AGRIN,KPYM_TIMP-2,0.33512,1.0,0.0303,1.0,0.34694,0.28283
AGRIN_TIMP-2,KPYM_TIMP-2,0.33512,0,0,0,0,0.5
MMP9_TIMP-2,TIMP-2_PIGR,0.31905,0,0,0,0,0.5
MMP9_AGRIN,AGRIN_TIMP-2,0.30476,1.0,0.02857,1.0,0.34615,0.27273
TIMP-2_PIGR,KPYM_TIMP-2,0.25668,0,0,0,0,0.5
KPYM_TIMP-2,,0.22282,0,0,0,0,0.5
MMP9_TIMP-2,,0.1873,0,0,0,0,0.5
AGRIN_TIMP-2,,0.17143,0,0,0,0,0.5
TIMP-2_PIGR,AGRIN_TIMP-2,0.16984,0,0,0,0,0.5
