Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_KPYM,TIMP-2_MMP9,Collected_volume_mL,0.90968,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,AGRIN_MMP9,Collected_volume_mL,0.90968,1.0,0.32258,1.0,0.41667,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,Collected_volume_mL,0.90538,1.0,0.29032,1.0,0.40541,0.0101
MMP9_AGRIN,TIMP-2_MMP9,Collected_volume_mL,0.90538,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,AGRIN_KPYM,Collected_volume_mL,0.90538,1.0,0.25806,1.0,0.39474,0.0101
TIMP-2_PIGR,AGRIN_PIGR,KPYM_MMP9,0.90341,1.0,0.18182,1.0,0.37209,0.0101
TIMP-2_MMP9,AGRIN_MMP9,PIGR_MMP9,0.90152,1.0,0.33333,1.0,0.42105,0.0101
TIMP-2_MMP9,AGRIN_MMP9,PIGR_TIMP-2,0.90152,1.0,0.30303,1.0,0.41026,0.0101
TIMP-2_MMP9,PIGR_TIMP-2,Collected_volume_mL,0.90108,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,AGRIN_PIGR,PIGR_MMP9,0.89962,1.0,0.39394,1.0,0.44444,0.0101
TIMP-2_MMP9,KPYM_MMP9,Collected_volume_mL,0.89892,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_PIGR,0.89773,1.0,0.36364,1.0,0.43243,0.0101
TIMP-2_MMP9,Collected_volume_mL,,0.89462,1.0,0.29032,1.0,0.40541,0.0101
MMP9_PIGR,TIMP-2_MMP9,Collected_volume_mL,0.89462,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,AGRIN_PIGR,Collected_volume_mL,0.89462,1.0,0.3871,1.0,0.44118,0.0101
TIMP-2_MMP9,KPYM_AGRIN,Collected_volume_mL,0.89462,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,KPYM_PIGR,Collected_volume_mL,0.89462,1.0,0.29032,1.0,0.40541,0.0101
TIMP-2_MMP9,PIGR_MMP9,Collected_volume_mL,0.89462,1.0,0.29032,1.0,0.40541,0.0101
