Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
AGRIN_MMK,PERM_MMK,,0.89189,0.83784,0.85185,0.7931,0.88571,0.66667
AGRIN_MMK,KPYM_MMK,PERM_MMK,0.87037,0.86111,0.77778,0.80769,0.83784,0.64646
PERM_MMK,,,0.86486,0.83784,0.81481,0.78571,0.86111,0.66667
KPYM_MMK,PERM_MMK,,0.86008,0.83333,0.88889,0.8,0.90909,0.66667
AGRIN_MMK,,,0.84046,0.71795,0.81481,0.66667,0.84848,0.68687
AGRIN_MMK,KPYM_MMK,,0.83723,0.71053,0.81481,0.66667,0.84375,0.67677
MMP9_MMK,,,0.82241,0.69231,0.88889,0.66667,0.9,0.69697
MMP9_MMK,AGRIN_MMK,,0.82241,0.69231,0.88889,0.66667,0.9,0.69697
MMP9_MMK,KPYM_MMK,,0.80409,0.71053,0.85185,0.67647,0.87097,0.67677
MMP9_MMK,AGRIN_MMK,KPYM_MMK,0.80117,0.71053,0.88889,0.68571,0.9,0.68687
KPYM_MMK,,,0.80019,0.84211,0.7037,0.76,0.8,0.65657
MMP9_MMK,AGRIN_MMK,PERM_MMK,0.79079,0.64865,0.88889,0.64865,0.88889,0.68687
HSPB1_MMK,AGRIN_MMK,PERM_MMK,0.78979,0.83784,0.74074,0.76923,0.81579,0.57576
MMP9_MMK,HSPB1_MMK,AGRIN_MMK,0.78917,0.79487,0.77778,0.72414,0.83784,0.61616
MMP9_MMK,PERM_MMK,,0.78679,0.64865,0.88889,0.64865,0.88889,0.68687
HSPB1_MMK,AGRIN_MMK,KPYM_MMK,0.78265,0.65789,0.81481,0.62857,0.83333,0.67677
MMP9_MMK,KPYM_MMK,PERM_MMK,0.78189,0.63889,0.88889,0.64865,0.88462,0.68687
MMP9_MMK,HSPB1_MMK,KPYM_MMK,0.77875,0.68421,0.81481,0.64706,0.83871,0.68687
HSPB1_MMK,,,0.77398,0.87179,0.59259,0.7619,0.75556,0.63636
HSPB1_MMK,AGRIN_MMK,,0.77303,0.61538,0.92593,0.625,0.92308,0.71717
HSPB1_MMK,PERM_MMK,,0.77277,0.86486,0.66667,0.78261,0.78049,0.61616
HSPB1_MMK,KPYM_MMK,PERM_MMK,0.76955,0.83333,0.66667,0.75,0.76923,0.58586
MMP9_MMK,HSPB1_MMK,PERM_MMK,0.76076,0.86486,0.62963,0.77273,0.7619,0.57576
MMP9_MMK,HSPB1_MMK,,0.75783,0.69231,0.77778,0.63636,0.81818,0.68687
HSPB1_MMK,KPYM_MMK,,0.72515,0.84211,0.55556,0.71429,0.72727,0.54545
