Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_AGRIN,KPYM_MMP9,0.77744,1.0,0.03704,1.0,0.51402,0.0101
PERM_TIMP-2,KPYM_TIMP-2,0.77628,1.0,0.03571,1.0,0.49533,0.49495
TIMP-2_AGRIN,AGRIN_PERM,0.77612,1.0,0.05357,1.0,0.50467,0.0101
MMP9_TIMP-2,PERM_KPYM,0.77501,1.0,0.01887,1.0,0.50476,0.06061
TIMP-2_AGRIN,AGRIN_KPYM,0.77358,1.0,0.0566,1.0,0.52381,0.0101
PERM_MMP9,TIMP-2_MMP9,0.77263,1.0,0.05556,1.0,0.51429,0.0101
TIMP-2_MMP9,,0.77216,1.0,0.01852,1.0,0.51376,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,0.77216,1.0,0.03704,1.0,0.51852,0.0101
TIMP-2_KPYM,,0.77118,1.0,0.01887,1.0,0.51402,0.0101
TIMP-2_KPYM,KPYM_TIMP-2,0.77118,1.0,0.03774,1.0,0.51887,0.0101
MMP9_TIMP-2,PERM_AGRIN,0.76984,1.0,0.01786,1.0,0.49541,0.07071
TIMP-2_AGRIN,AGRIN_MMP9,0.76885,1.0,0.03704,1.0,0.51852,0.0101
MMP9_PERM,TIMP-2_KPYM,0.76753,1.0,0.01887,1.0,0.50476,0.0101
MMP9_AGRIN,TIMP-2_KPYM,0.76398,1.0,0.03774,1.0,0.51887,0.0101
PERM_MMP9,KPYM_TIMP-2,0.76031,1.0,0.01852,1.0,0.5,0.05051
MMP9_PERM,TIMP-2_PERM,0.75893,1.0,0.08929,1.0,0.51429,0.0101
PERM_TIMP-2,AGRIN_TIMP-2,0.75694,1.0,0.01786,1.0,0.49541,0.46465
TIMP-2_PERM,AGRIN_MMP9,0.75686,1.0,0.14815,1.0,0.54,0.0101
MMP9_TIMP-2,AGRIN_KPYM,0.75575,0.98182,0.01887,0.5,0.50943,0.23232
PERM_TIMP-2,,0.75529,1.0,0.07143,1.0,0.50943,0.51515
TIMP-2_PERM,,0.75529,1.0,0.05357,1.0,0.50467,0.0101
PERM_TIMP-2,TIMP-2_PERM,0.75529,1.0,0.08929,1.0,0.51429,0.0101
TIMP-2_MMP9,KPYM_AGRIN,0.75387,1.0,0.03704,1.0,0.51402,0.0101
MMP9_TIMP-2,AGRIN_TIMP-2,0.75287,1.0,0.01786,1.0,0.5045,0.45455
TIMP-2_MMP9,AGRIN_KPYM,0.74973,1.0,0.01961,1.0,0.52381,0.0101
TIMP-2_PERM,KPYM_MMP9,0.74598,1.0,0.12963,1.0,0.53,0.0101
PERM_KPYM,AGRIN_TIMP-2,0.74012,1.0,0.01887,1.0,0.50476,0.22222
AGRIN_TIMP-2,KPYM_MMP9,0.73771,1.0,0.01852,1.0,0.50926,0.12121
MMP9_AGRIN,TIMP-2_PERM,0.73512,1.0,0.05357,1.0,0.50467,0.0101
MMP9_TIMP-2,KPYM_TIMP-2,0.73442,1.0,0.01786,1.0,0.5,0.45455
AGRIN_MMP9,KPYM_TIMP-2,0.73232,1.0,0.01852,1.0,0.50926,0.09091
MMP9_AGRIN,TIMP-2_MMP9,0.73049,1.0,0.01852,1.0,0.51376,0.0101
PERM_AGRIN,TIMP-2_KPYM,0.7298,1.0,0.03774,1.0,0.50962,0.0101
TIMP-2_PERM,KPYM_AGRIN,0.7281,1.0,0.05357,1.0,0.5,0.0101
TIMP-2_PERM,AGRIN_KPYM,0.72695,1.0,0.07547,1.0,0.51961,0.0101
MMP9_TIMP-2,PERM_MMP9,0.72394,1.0,0.01852,1.0,0.50467,0.10101
MMP9_KPYM,AGRIN_TIMP-2,0.72178,1.0,0.01887,1.0,0.51402,0.36364
MMP9_TIMP-2,KPYM_AGRIN,0.72013,0.98182,0.01786,0.5,0.49541,0.19192
PERM_AGRIN,TIMP-2_MMP9,0.71879,1.0,0.01852,1.0,0.50467,0.0101
MMP9_KPYM,TIMP-2_PERM,0.71627,1.0,0.0566,1.0,0.51456,0.0101
TIMP-2_KPYM,AGRIN_PERM,0.71627,1.0,0.03774,1.0,0.50962,0.0101
MMP9_TIMP-2,PERM_TIMP-2,0.71429,1.0,0.01786,1.0,0.49541,0.13131
TIMP-2_KPYM,KPYM_PERM,0.71378,1.0,0.01887,1.0,0.50476,0.0101
MMP9_KPYM,TIMP-2_MMP9,0.71159,1.0,0.01961,1.0,0.52381,0.0101
MMP9_KPYM,KPYM_TIMP-2,0.71046,1.0,0.01887,1.0,0.51402,0.42424
MMP9_PERM,TIMP-2_MMP9,0.71022,1.0,0.01852,1.0,0.50467,0.0101
MMP9_AGRIN,AGRIN_TIMP-2,0.70918,1.0,0.01786,1.0,0.5045,0.23232
PERM_KPYM,TIMP-2_MMP9,0.70847,1.0,0.01961,1.0,0.51456,0.0101
MMP9_PERM,AGRIN_TIMP-2,0.708,1.0,0.01786,1.0,0.49541,0.06061
PERM_MMP9,TIMP-2_KPYM,0.70773,1.0,0.03922,1.0,0.51961,0.0101
TIMP-2_KPYM,AGRIN_MMP9,0.70232,1.0,0.03922,1.0,0.52885,0.0101
PERM_AGRIN,TIMP-2_PERM,0.70205,1.0,0.05357,1.0,0.50467,0.0101
MMP9_AGRIN,PERM_TIMP-2,0.69974,1.0,0.01786,1.0,0.49541,0.16162
AGRIN_TIMP-2,KPYM_PERM,0.69946,1.0,0.01786,1.0,0.49074,0.20202
MMP9_TIMP-2,AGRIN_PERM,0.69874,1.0,0.01786,1.0,0.49541,0.27273
PERM_TIMP-2,AGRIN_KPYM,0.69847,0.98113,0.01887,0.5,0.5,0.35354
PERM_AGRIN,AGRIN_TIMP-2,0.69775,1.0,0.01786,1.0,0.49541,0.17172
PERM_AGRIN,KPYM_TIMP-2,0.69744,1.0,0.01786,1.0,0.49074,0.22222
PERM_KPYM,TIMP-2_PERM,0.69669,1.0,0.0566,1.0,0.51456,0.0101
PERM_MMP9,TIMP-2_PERM,0.69444,1.0,0.07407,1.0,0.51923,0.0101
MMP9_KPYM,PERM_TIMP-2,0.6942,1.0,0.01887,1.0,0.50476,0.33333
TIMP-2_KPYM,KPYM_MMP9,0.69091,1.0,0.01961,1.0,0.52381,0.0101
AGRIN_KPYM,KPYM_TIMP-2,0.68919,0.98182,0.01887,0.5,0.50943,0.34343
MMP9_TIMP-2,AGRIN_MMP9,0.68915,1.0,0.01852,1.0,0.51376,0.21212
AGRIN_TIMP-2,KPYM_AGRIN,0.68864,1.0,0.03571,1.0,0.50459,0.24242
MMP9_TIMP-2,KPYM_PERM,0.68699,1.0,0.01786,1.0,0.49074,0.26263
MMP9_TIMP-2,KPYM_MMP9,0.68283,1.0,0.01852,1.0,0.50926,0.26263
MMP9_AGRIN,KPYM_TIMP-2,0.67955,1.0,0.01786,1.0,0.5,0.28283
TIMP-2_KPYM,KPYM_AGRIN,0.67719,1.0,0.01887,1.0,0.51402,0.0101
AGRIN_PERM,KPYM_TIMP-2,0.67621,0.98113,0.01786,0.5,0.48598,0.29293
PERM_TIMP-2,AGRIN_MMP9,0.67147,1.0,0.01852,1.0,0.50467,0.19192
PERM_KPYM,KPYM_TIMP-2,0.6707,1.0,0.01887,1.0,0.50476,0.29293
PERM_TIMP-2,KPYM_AGRIN,0.65802,1.0,0.01786,1.0,0.49074,0.25253
PERM_TIMP-2,KPYM_MMP9,0.65199,1.0,0.01852,1.0,0.5,0.25253
MMP9_PERM,KPYM_TIMP-2,0.64993,1.0,0.01786,1.0,0.49074,0.12121
PERM_TIMP-2,AGRIN_PERM,0.63161,1.0,0.01786,1.0,0.49541,0.34343
PERM_TIMP-2,KPYM_PERM,0.62972,1.0,0.01786,1.0,0.49074,0.31313
MMP9_PERM,PERM_TIMP-2,0.62765,1.0,0.01786,1.0,0.49541,0.17172
PERM_MMP9,AGRIN_KPYM,0.56236,1.0,0.01818,1.0,0.51351,0.43434
MMP9_KPYM,PERM_AGRIN,0.55863,1.0,0.01754,1.0,0.50442,0.43434
MMP9_PERM,PERM_MMP9,0.55232,1.0,0.03448,1.0,0.50877,0.46465
PERM_KPYM,KPYM_AGRIN,0.54047,0.98246,0.03509,0.66667,0.5045,0.46465
MMP9_KPYM,AGRIN_PERM,0.5377,0,0,0,0,0.5
MMP9_KPYM,AGRIN_KPYM,0.53702,0,0,0,0,0.5
AGRIN_KPYM,,0.53643,0,0,0,0,0.5
AGRIN_KPYM,KPYM_AGRIN,0.53643,1.0,0.03509,1.0,0.51754,0.46465
MMP9_KPYM,,0.53553,0,0,0,0,0.5
AGRIN_KPYM,KPYM_MMP9,0.53498,0.9661,0.03636,0.5,0.51818,0.48485
MMP9_KPYM,KPYM_AGRIN,0.53286,0,0,0,0,0.5
PERM_MMP9,KPYM_MMP9,0.53176,1.0,0.01724,1.0,0.5,0.41414
PERM_MMP9,AGRIN_MMP9,0.52973,1.0,0.01724,1.0,0.50435,0.45455
AGRIN_PERM,KPYM_MMP9,0.52964,0.98246,0.01724,0.5,0.49558,0.47475
AGRIN_MMP9,KPYM_AGRIN,0.52951,1.0,0.01724,1.0,0.50862,0.46465
PERM_MMP9,AGRIN_PERM,0.52943,1.0,0.05172,1.0,0.51327,0.44444
MMP9_KPYM,PERM_MMP9,0.52823,1.0,0.01818,1.0,0.51351,0.46465
PERM_AGRIN,AGRIN_MMP9,0.52794,1.0,0.01724,1.0,0.50435,0.47475
PERM_MMP9,KPYM_PERM,0.52541,1.0,0.05172,1.0,0.50893,0.44444
AGRIN_MMP9,KPYM_PERM,0.5248,1.0,0.01724,1.0,0.5,0.42424
PERM_MMP9,,0.52408,1.0,0.01724,1.0,0.50435,0.45455
PERM_AGRIN,AGRIN_KPYM,0.52324,1.0,0.03509,1.0,0.50893,0.42424
PERM_KPYM,AGRIN_KPYM,0.52139,1.0,0.01754,1.0,0.50442,0.41414
AGRIN_PERM,KPYM_AGRIN,0.51988,0.96491,0.05,0.6,0.49107,0.46465
AGRIN_MMP9,KPYM_MMP9,0.51987,0.98305,0.01724,0.5,0.50435,0.41414
AGRIN_KPYM,KPYM_PERM,0.51924,1.0,0.01754,1.0,0.50442,0.45455
PERM_MMP9,KPYM_AGRIN,0.51906,1.0,0.01724,1.0,0.5,0.42424
MMP9_KPYM,PERM_KPYM,0.51893,1.0,0.01754,1.0,0.50442,0.41414
MMP9_KPYM,KPYM_MMP9,0.51864,0.98305,0.01818,0.5,0.51786,0.49495
MMP9_AGRIN,PERM_MMP9,0.51724,1.0,0.01724,1.0,0.50435,0.42424
PERM_AGRIN,KPYM_PERM,0.51608,1.0,0.03333,1.0,0.49565,0.44444
MMP9_KPYM,KPYM_PERM,0.51585,1.0,0.03509,1.0,0.50893,0.46465
AGRIN_MMP9,,0.51236,1.0,0.01724,1.0,0.51282,0.48485
MMP9_KPYM,AGRIN_MMP9,0.51125,1.0,0.01818,1.0,0.52212,0.49495
PERM_KPYM,KPYM_MMP9,0.51005,0.98246,0.03636,0.66667,0.51376,0.48485
KPYM_AGRIN,,0.5096,0,0,0,0,0.5
KPYM_MMP9,,0.50818,0,0,0,0,0.5
PERM_KPYM,AGRIN_MMP9,0.50654,1.0,0.01818,1.0,0.51351,0.48485
AGRIN_PERM,,0.50172,0,0,0,0,0.5
AGRIN_PERM,KPYM_PERM,0.49971,1.0,0.01667,1.0,0.49138,0.45455
PERM_KPYM,KPYM_PERM,0.49861,0,0,0,0,0.5
MMP9_AGRIN,KPYM_MMP9,0.49854,1.0,0.03448,1.0,0.51304,0.44444
PERM_AGRIN,,0.49828,1.0,0.03333,1.0,0.5,0.44444
PERM_AGRIN,AGRIN_PERM,0.49828,1.0,0.03333,1.0,0.5,0.44444
PERM_KPYM,,0.498,0.96491,0.05263,0.6,0.50459,0.48485
PERM_AGRIN,KPYM_MMP9,0.49758,1.0,0.01724,1.0,0.5,0.45455
PERM_KPYM,AGRIN_PERM,0.49738,1.0,0.01754,1.0,0.50442,0.47475
MMP9_PERM,AGRIN_MMP9,0.49673,1.0,0.03448,1.0,0.50877,0.45455
PERM_AGRIN,KPYM_AGRIN,0.49649,1.0,0.03333,1.0,0.49565,0.43434
MMP9_PERM,PERM_AGRIN,0.49425,1.0,0.05,1.0,0.50435,0.45455
MMP9_PERM,AGRIN_PERM,0.4931,1.0,0.01667,1.0,0.49573,0.41414
MMP9_PERM,AGRIN_KPYM,0.48784,1.0,0.01754,1.0,0.50442,0.41414
MMP9_AGRIN,AGRIN_MMP9,0.48276,1.0,0.01724,1.0,0.51282,0.45455
MMP9_AGRIN,KPYM_AGRIN,0.48079,1.0,0.01667,1.0,0.5,0.44444
MMP9_AGRIN,AGRIN_KPYM,0.48052,1.0,0.01754,1.0,0.51304,0.43434
MMP9_PERM,PERM_KPYM,0.48015,1.0,0.03509,1.0,0.50893,0.47475
MMP9_AGRIN,AGRIN_PERM,0.47787,1.0,0.01667,1.0,0.49573,0.40404
KPYM_PERM,,0.4769,1.0,0.01667,1.0,0.49138,0.46465
MMP9_PERM,KPYM_MMP9,0.47489,1.0,0.01724,1.0,0.5,0.42424
MMP9_AGRIN,,0.47139,1.0,0.01667,1.0,0.5042,0.44444
MMP9_AGRIN,PERM_AGRIN,0.46667,1.0,0.01667,1.0,0.49573,0.40404
MMP9_PERM,,0.46006,1.0,0.01667,1.0,0.49573,0.43434
MMP9_PERM,KPYM_PERM,0.45848,1.0,0.01667,1.0,0.49138,0.43434
MMP9_PERM,KPYM_AGRIN,0.45439,1.0,0.01667,1.0,0.49138,0.44444
MMP9_AGRIN,KPYM_PERM,0.45058,1.0,0.01667,1.0,0.49138,0.41414
MMP9_AGRIN,PERM_KPYM,0.44229,1.0,0.01754,1.0,0.50442,0.40404
