Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
AGRIN_MMK,PERM_MMK,pH,0.83431,0.71053,0.81481,0.66667,0.84375,0.69697
HSPB1_MMK,PERM_MMK,pH,0.83041,0.76316,0.85185,0.71875,0.87879,0.65657
MMP9_MMK,PERM_MMK,pH,0.82651,0.84211,0.74074,0.76923,0.82051,0.60606
PERM_MMK,pH,,0.81871,0.65789,0.88889,0.64865,0.89286,0.71717
MMP9_MMK,AGRIN_MMK,pH,0.81852,0.725,0.81481,0.66667,0.85294,0.67677
KPYM_MMK,PERM_MMK,pH,0.81481,0.83784,0.7037,0.76,0.79487,0.60606
MMP9_MMK,KPYM_MMK,pH,0.80057,0.61538,0.92593,0.625,0.92308,0.71717
MMP9_MMK,pH,,0.79722,0.7,0.88889,0.66667,0.90323,0.69697
MMP9_MMK,HSPB1_MMK,pH,0.79259,0.675,0.88889,0.64865,0.9,0.68687
AGRIN_MMK,pH,,0.79167,0.65,0.85185,0.62162,0.86667,0.71717
HSPB1_MMK,AGRIN_MMK,pH,0.78611,0.65,0.85185,0.62162,0.86667,0.66667
AGRIN_MMK,KPYM_MMK,pH,0.78348,0.51282,0.96296,0.57778,0.95238,0.74747
MMP9_MMK,KPYM_MMK,,0.76912,0.76,0.65789,0.73529,0.68675,0.55556
AGRIN_MMK,,,0.76039,0.55263,0.90789,0.6699,0.85714,0.55556
KPYM_MMK,pH,,0.75309,0.58974,0.81481,0.57895,0.82143,0.69697
KPYM_MMK,,,0.74333,0.77333,0.60526,0.73016,0.65909,0.55556
HSPB1_MMK,KPYM_MMK,pH,0.7284,0.82051,0.55556,0.68182,0.72727,0.56566
HSPB1_MMK,AGRIN_MMK,KPYM_MMK,0.7136,0.6,0.73333,0.64706,0.69231,0.55556
MMP9_MMK,HSPB1_MMK,AGRIN_MMK,0.70982,0.77632,0.62667,0.73438,0.67816,0.48485
HSPB1_MMK,AGRIN_MMK,,0.70298,0.61842,0.74667,0.65882,0.71212,0.54545
HSPB1_MMK,pH,,0.70185,0.7,0.62963,0.58621,0.73684,0.64646
HSPB1_MMK,AGRIN_MMK,PERM_MMK,0.69586,0.72973,0.6,0.69231,0.64286,0.48485
MMP9_MMK,HSPB1_MMK,KPYM_MMK,0.69316,0.81333,0.52,0.73585,0.62887,0.48485
AGRIN_MMK,PERM_MMK,,0.68634,0.56757,0.80263,0.65591,0.73684,0.54545
HSPB1_MMK,KPYM_MMK,,0.67253,0.90667,0.41333,0.81579,0.60714,0.44444
MMP9_MMK,,,0.66949,0.71053,0.56579,0.66154,0.62069,0.54545
PERM_MMK,,,0.66572,0.66216,0.59211,0.64286,0.6125,0.53535
HSPB1_MMK,KPYM_MMK,PERM_MMK,0.66393,0.90411,0.4,0.81081,0.59459,0.43434
MMP9_MMK,AGRIN_MMK,,0.64785,0.80263,0.40789,0.67391,0.57547,0.53535
HSPB1_MMK,,,0.64737,0.76316,0.38667,0.61702,0.55769,0.52525
MMP9_MMK,AGRIN_MMK,KPYM_MMK,0.64737,0.57333,0.67105,0.61446,0.63235,0.55556
pH,,,0.64259,1.0,0.03704,1.0,0.60606,0.49495
MMP9_MMK,HSPB1_MMK,,0.63035,0.73684,0.52,0.66102,0.6087,0.50505
MMP9_MMK,KPYM_MMK,PERM_MMK,0.62833,0.67123,0.55263,0.63636,0.59036,0.53535
MMP9_MMK,HSPB1_MMK,PERM_MMK,0.62793,0.7973,0.44,0.6875,0.58416,0.48485
KPYM_MMK,PERM_MMK,,0.62347,0.73973,0.52632,0.67797,0.6,0.53535
AGRIN_MMK,KPYM_MMK,,0.6207,0.78667,0.43421,0.67347,0.57843,0.53535
AGRIN_MMK,KPYM_MMK,PERM_MMK,0.61968,0.78082,0.46053,0.68627,0.58163,0.52525
HSPB1_MMK,PERM_MMK,,0.61063,0.72973,0.53333,0.66667,0.60674,0.50505
MMP9_MMK,PERM_MMK,,0.60633,0.86486,0.36842,0.73684,0.57143,0.50505
MMP9_MMK,AGRIN_MMK,PERM_MMK,0.60455,0.72973,0.47368,0.64286,0.57447,0.52525
