Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
FASN,DCN_0,PKM_0,0.89364,0.95192,0.30894,0.79167,0.69965,0.33333
DCN_1,LDHA_0,AGRN_0,0.89362,0.95045,0.36842,0.81667,0.71525,0.38384
FASN,DCN_0,GMDS_2,0.8936,0.95192,0.30328,0.78723,0.69965,0.31313
TPD52_1,FASN,DCN_0,0.89354,0.95215,0.37903,0.82456,0.72101,0.35354
DCN_1,VPS35_0,LDHA_1,0.89336,0.95305,0.27068,0.78261,0.67667,0.34343
DCN_1,GSTP1_1,PKM_0,0.89317,0.95735,0.29771,0.8125,0.68707,0.23232
VPS35_0,LDHA_0,DCN_0,0.89301,0.9619,0.29032,0.81818,0.69655,0.35354
DCN_1,ACE_0,LDHA_0,0.89281,0.95045,0.34014,0.81967,0.68506,0.32323
DCN_1,TARS1_2,AGRN_0,0.8928,0.95909,0.3,0.8125,0.69868,0.28283
DCN_1,FASN,TARS1_2,0.89279,0.95413,0.27132,0.77778,0.68874,0.27273
DCN_1,LDHA_0,IARS1,0.89273,0.95089,0.29078,0.78846,0.68051,0.31313
DCN_1,PKM_0,AGRN_0,0.89272,0.95023,0.35115,0.80702,0.71186,0.39394
DCN_0,CACYBP_1,AGRN_0,0.89239,0.95349,0.376,0.82456,0.72438,0.36364
TPD52_0,FASN,DCN_0,0.89231,0.96172,0.33065,0.83673,0.70775,0.32323
GSTP1_1,LDHA_0,DCN_0,0.89212,0.95169,0.34677,0.81132,0.70863,0.27273
DCN_1,TPD52_1,FASN,0.89205,0.95455,0.29545,0.79592,0.69307,0.29293
DCN_1,TPD52_0,FASN,0.89201,0.95455,0.27273,0.78261,0.68627,0.29293
DCN_1,GSTP1_1,CACYBP_1,0.89194,0.95283,0.37405,0.83051,0.71127,0.31313
DCN_1,LDHA_0,SFRP4_0,0.89179,0.95556,0.2517,0.78723,0.66154,0.28283
CLIC1_1,FASN,DCN_0,0.89164,0.95215,0.344,0.81132,0.70819,0.34343
DCN_1,ENO1_0,AGRN_0,0.89162,0.95495,0.29545,0.79592,0.69508,0.36364
DCN_1,CACYBP_2,AGRN_0,0.89161,0.95023,0.37692,0.81667,0.72165,0.37374
DCN_1,LDHA_0,MVP_0,0.89134,0.95111,0.30345,0.8,0.67937,0.37374
DCN_1,LDHA_1,AGRN_0,0.89131,0.95045,0.29545,0.78,0.69408,0.35354
DCN_1,GSTP1_1,LDHA_1,0.89126,0.95283,0.30827,0.80392,0.68707,0.23232
FASN,DCN_0,CAPG_0,0.89125,0.95694,0.32,0.81633,0.70175,0.34343
DCN_1,ENO1_0,ACE_0,0.89121,0.95045,0.35616,0.8254,0.6918,0.36364
DCN_1,ENO1_0,VPS35_0,0.89121,0.95775,0.23308,0.775,0.66667,0.31313
DCN_1,ACE_0,AGRN_0,0.89117,0.95434,0.40602,0.84375,0.72569,0.30303
FASN,DCN_0,TARS1_2,0.89111,0.95169,0.33607,0.80392,0.70863,0.32323
FASN,DCN_0,CACYBP_1,0.89097,0.95192,0.37903,0.82456,0.72,0.35354
DCN_1,FASN,CAPG_0,0.89081,0.95455,0.29545,0.79592,0.69307,0.33333
FASN,CAPG_1,DCN_0,0.8906,0.95215,0.296,0.78723,0.69338,0.34343
DCN_1,RPSA_1,AGRN_0,0.89057,0.95495,0.33835,0.81818,0.70667,0.36364
DCN_1,TARS1_2,CACYBP_1,0.89052,0.95516,0.30714,0.81132,0.6871,0.31313
DCN_1,LDHA_0,CACYBP_1,0.89048,0.95111,0.27586,0.78431,0.67085,0.33333
DCN_1,GMDS_2,AGRN_0,0.89032,0.95475,0.31538,0.80392,0.70333,0.32323
DCN_1,ENO1_0,IARS1,0.89031,0.95089,0.27857,0.78,0.67834,0.29293
FASN,PRDX1_0,DCN_0,0.89026,0.95215,0.33871,0.80769,0.70819,0.36364
DCN_1,CLIC1_1,VPS35_0,0.8902,0.95775,0.23881,0.78049,0.66667,0.26263
DCN_1,CLIC1_1,FASN,0.89019,0.95909,0.2406,0.78049,0.67628,0.26263
ACE_0,LDHA_0,DCN_0,0.89017,0.95735,0.35036,0.84211,0.69416,0.34343
DCN_1,ENO1_0,MVP_0,0.89006,0.95556,0.24306,0.77778,0.66358,0.31313
DCN_1,LDHA_1,IARS1,0.88986,0.95089,0.27857,0.78,0.67834,0.30303
DCN_1,FASN,PRDX1_0,0.8896,0.95455,0.29545,0.79592,0.69307,0.33333
DCN_1,LDHA_0,TARS1_2,0.88957,0.95964,0.25352,0.8,0.66875,0.28283
DCN_1,VPS35_0,TARS1_2,0.88945,0.95735,0.28682,0.80435,0.68707,0.26263
DCN_1,LDHA_0,GMDS_2,0.88942,0.95089,0.23611,0.75556,0.65944,0.28283
DCN_1,FASN,PRDX1_1,0.88934,0.95455,0.30075,0.8,0.69307,0.34343
DCN_1,TPD52_1,LDHA_0,0.88926,0.95111,0.26207,0.77551,0.66667,0.29293
DCN_1,GSTP1_1,TARS1_2,0.88925,0.95261,0.29231,0.79167,0.68601,0.24242
DCN_1,LDHA_0,CACYBP_2,0.88924,0.95089,0.3007,0.7963,0.68051,0.34343
DCN_1,ACE_0,LDHA_1,0.88918,0.95045,0.36301,0.82812,0.69408,0.34343
DCN_1,FASN,TARS1_1,0.88917,0.95909,0.2406,0.78049,0.67628,0.24242
DCN_1,VPS35_0,PKM_0,0.88908,0.95283,0.20455,0.72973,0.65798,0.29293
DCN_1,IARS1,PKM_0,0.88905,0.95067,0.26429,0.77083,0.67302,0.31313
DCN_1,FASN,RPSA_1,0.88889,0.95455,0.30827,0.80392,0.69536,0.30303
DCN_1,LDHA_0,TARS1_1,0.88889,0.95111,0.27211,0.78431,0.66667,0.31313
DCN_1,ENO1_0,SFRP4_0,0.88868,0.95556,0.22603,0.76744,0.65549,0.28283
DCN_1,TPD52_0,AGRN_0,0.88865,0.95495,0.29545,0.79592,0.69508,0.30303
DCN_1,TPD52_1,AGRN_0,0.88856,0.95045,0.29008,0.77551,0.69408,0.29293
DCN_1,LDHA_1,TARS1_1,0.88852,0.95111,0.26712,0.78,0.66667,0.30303
ENO1_0,ACE_0,DCN_0,0.88849,0.95735,0.31618,0.82692,0.68475,0.33333
DCN_1,SFRP4_0,LDHA_1,0.88846,0.95111,0.24658,0.76596,0.66049,0.28283
DCN_1,ENO1_0,CACYBP_1,0.8884,0.95111,0.21528,0.7381,0.65443,0.30303
DCN_1,VPS35_0,MVP_0,0.88836,0.95305,0.31061,0.80392,0.69048,0.33333
TPD52_1,LDHA_0,DCN_0,0.88832,0.95872,0.28676,0.8125,0.68301,0.32323
DCN_1,ACE_0,TARS1_2,0.88828,0.95455,0.35915,0.83607,0.69767,0.25253
ACE_0,LDHA_1,DCN_0,0.88828,0.95261,0.31618,0.81132,0.68367,0.32323
DCN_1,GMDS_2,CACYBP_1,0.88827,0.95089,0.27465,0.78,0.67405,0.27273
DCN_1,CLIC1_1,AGRN_0,0.8882,0.95045,0.37594,0.81967,0.71769,0.37374
DCN_1,LDHA_0,RPSA_1,0.88819,0.95111,0.26531,0.78,0.6646,0.33333
VPS35_0,LDHA_1,DCN_0,0.88815,0.95238,0.30081,0.78723,0.6993,0.37374
DCN_1,TPD52_1,PKM_0,0.88814,0.95089,0.26056,0.77083,0.66981,0.28283
DCN_1,FASN,CLIC1_0,0.88812,0.95455,0.29545,0.79592,0.69307,0.32323
LDHA_0,DCN_0,CACYBP_1,0.8881,0.9537,0.28148,0.79167,0.67987,0.32323
LDHA_0,DCN_0,GMDS_2,0.88809,0.95853,0.28358,0.80851,0.68421,0.31313
LDHA_0,SFRP4_0,DCN_0,0.88797,0.95413,0.19708,0.72973,0.65409,0.27273
DCN_1,LDHA_1,CACYBP_1,0.88772,0.95111,0.23611,0.75556,0.66049,0.31313
DCN_1,LDHA_1,TARS1_2,0.88767,0.95067,0.25352,0.76596,0.66667,0.28283
LDHA_0,DCN_0,IARS1,0.88743,0.95853,0.25954,0.7907,0.68197,0.30303
DCN_1,TARS1_2,MVP_0,0.88741,0.95516,0.29286,0.80392,0.68269,0.29293
DCN_1,ENO1_0,TPD52_1,0.88722,0.95111,0.26389,0.77551,0.66875,0.29293
FASN,DCN_0,TARS1_1,0.88712,0.95215,0.304,0.79167,0.6958,0.32323
DCN_1,GSTP1_1,TARS1_1,0.88711,0.95283,0.28571,0.79167,0.68013,0.27273
FASN,DCN_0,CLIC1_0,0.88702,0.95215,0.29032,0.78261,0.69338,0.32323
DCN_1,TARS1_2,PKM_0,0.88691,0.95045,0.29078,0.78846,0.67846,0.32323
DCN_1,LDHA_1,MVP_0,0.88688,0.95111,0.29861,0.7963,0.67937,0.35354
TPD52_0,LDHA_0,DCN_0,0.88686,0.95392,0.35294,0.82759,0.70169,0.37374
GSTP1_1,LDHA_1,DCN_0,0.88686,0.95169,0.33871,0.80769,0.70609,0.27273
DCN_1,FASN,VPS35_0,0.88679,0.95238,0.29032,0.78261,0.69444,0.31313
TPD52_1,LDHA_1,DCN_0,0.88675,0.95872,0.2963,0.81633,0.6875,0.33333
FASN,DCN_0,PRDX1_1,0.88674,0.95215,0.32,0.8,0.7007,0.34343
DCN_1,SFRP4_0,TARS1_2,0.88672,0.95516,0.19718,0.73684,0.65138,0.20202
DCN_1,IARS1,CACYBP_1,0.88671,0.95089,0.32624,0.80702,0.69156,0.32323
ENO1_0,GSTP1_1,ACE_0,0.88668,0.95327,0.43939,0.85294,0.73381,0.28283
DCN_1,TARS1_2,CAPG_0,0.88658,0.95067,0.3,0.79245,0.68387,0.31313
DCN_1,CAPG_1,LDHA_0,0.8865,0.95111,0.27211,0.78431,0.66667,0.34343
DCN_1,LDHA_1,GMDS_2,0.88649,0.95536,0.23776,0.77273,0.66254,0.28283
DCN_1,TPD52_1,LDHA_1,0.88648,0.96444,0.22917,0.80488,0.66159,0.26263
DCN_1,FASN,SFRP4_0,0.88633,0.95455,0.2782,0.78723,0.68627,0.26263
FASN,SFRP4_0,DCN_0,0.88628,0.95215,0.304,0.79167,0.6958,0.28283
DCN_1,ACE_0,CACYBP_1,0.88627,0.95495,0.26897,0.79592,0.66667,0.27273
DCN_1,CACYBP_1,MVP_0,0.88625,0.95111,0.27273,0.78,0.67296,0.30303
DCN_1,PRDX1_0,AGRN_0,0.88609,0.95495,0.28788,0.79167,0.69281,0.36364
DCN_1,LDHA_0,PRDX1_1,0.88602,0.95111,0.27211,0.78431,0.66667,0.34343
DCN_1,ACE_0,PKM_0,0.886,0.95023,0.3125,0.80357,0.67961,0.35354
DCN_1,ENO1_0,GMDS_2,0.88591,0.95982,0.24306,0.79545,0.66358,0.29293
DCN_1,ENO1_0,TARS1_2,0.88589,0.95067,0.26241,0.77083,0.67089,0.29293
DCN_1,GMDS_2,TARS1_2,0.88586,0.95045,0.28058,0.78,0.67846,0.27273
DCN_1,LDHA_0,,0.8858,0.95111,0.26531,0.78,0.6646,0.34343
DCN_1,CLIC1_1,LDHA_0,0.8858,0.95111,0.27891,0.78846,0.66875,0.35354
DCN_1,FASN,CACYBP_2,0.88577,0.95434,0.28682,0.78723,0.69435,0.29293
FASN,VPS35_0,DCN_0,0.88577,0.95567,0.30172,0.79545,0.70545,0.33333
LDHA_0,DCN_0,MVP_0,0.88573,0.9633,0.26471,0.81818,0.67742,0.32323
DCN_1,LDHA_0,CLIC1_0,0.88566,0.95556,0.24658,0.78261,0.66154,0.32323
DCN_1,PKM_0,MVP_0,0.88566,0.95089,0.29577,0.79245,0.68051,0.36364
DCN_1,TPD52_0,LDHA_0,0.88563,0.95111,0.27397,0.78431,0.66875,0.31313
ACE_0,FASN,DCN_0,0.88561,0.96078,0.312,0.82979,0.69504,0.27273
DCN_1,CACYBP_2,LDHA_1,0.88559,0.95089,0.23239,0.75,0.66149,0.30303
DCN_1,LDHA_0,CAPG_0,0.88558,0.95111,0.26207,0.77551,0.66667,0.34343
DCN_1,CAPG_1,TARS1_2,0.88549,0.95067,0.28873,0.78846,0.67732,0.30303
DCN_1,LDHA_1,RPSA_1,0.88542,0.95111,0.25342,0.77083,0.66254,0.31313
LDHA_0,DCN_0,AGRN_0,0.88533,0.9537,0.36,0.81818,0.72028,0.37374
LDHA_0,CACYBP_2,DCN_0,0.8853,0.95833,0.26316,0.79545,0.67869,0.31313
ACE_0,FASN,AGRN_0,0.88517,0.95413,0.33333,0.80392,0.71724,0.44444
CACYBP_2,DCN_0,AGRN_0,0.88517,0.95327,0.31148,0.79167,0.70833,0.33333
DCN_1,LDHA_0,PRDX1_0,0.88511,0.95111,0.26712,0.78,0.66667,0.35354
LDHA_1,DCN_0,IARS1,0.88504,0.95392,0.26923,0.77778,0.68543,0.31313
SFRP4_0,LDHA_1,DCN_0,0.88492,0.95413,0.20588,0.73684,0.65823,0.29293
DCN_1,PRDX1_1,AGRN_0,0.88491,0.95045,0.30827,0.78846,0.69637,0.36364
DCN_1,ACE_0,FASN,0.88486,0.95392,0.35338,0.82456,0.70648,0.28283
ENO1_0,SFRP4_0,DCN_0,0.88468,0.95413,0.22794,0.7561,0.66454,0.31313
DCN_1,ENO1_0,TPD52_0,0.88463,0.95556,0.28966,0.80769,0.6761,0.31313
DCN_1,CACYBP_2,GMDS_2,0.88453,0.95516,0.27143,0.79167,0.67619,0.28283
DCN_1,IARS1,AGRN_0,0.88448,0.95928,0.30769,0.81633,0.70199,0.29293
DCN_1,TPD52_1,CACYBP_1,0.88444,0.95111,0.34266,0.81667,0.69481,0.32323
DCN_1,SFRP4_0,TARS1_1,0.88435,0.95111,0.28571,0.79245,0.67085,0.25253
LDHA_0,DCN_0,RPSA_1,0.88435,0.95872,0.27007,0.80435,0.67638,0.33333
LDHA_1,DCN_0,GMDS_2,0.88431,0.95853,0.29323,0.8125,0.68874,0.32323
DCN_1,GMDS_2,PKM_0,0.88427,0.95067,0.26241,0.77083,0.67089,0.29293
ACE_0,DCN_0,AGRN_0,0.88427,0.95238,0.448,0.84848,0.74349,0.33333
TPD52_0,LDHA_1,DCN_0,0.88421,0.95392,0.37037,0.83333,0.7089,0.39394
LDHA_0,DCN_0,CLIC1_0,0.88414,0.95413,0.27206,0.78723,0.67752,0.33333
DCN_1,IARS1,MVP_0,0.88409,0.95089,0.29496,0.78846,0.68489,0.30303
DCN_1,ENO1_0,LDHA_0,0.88405,0.95111,0.25342,0.77083,0.66254,0.33333
DCN_1,ENO1_0,RPSA_1,0.88405,0.95556,0.25342,0.78723,0.66358,0.31313
LDHA_1,DCN_0,CACYBP_1,0.88405,0.9537,0.28358,0.79167,0.68212,0.32323
DCN_1,SFRP4_0,CACYBP_1,0.88398,0.95111,0.24828,0.76596,0.66254,0.28283
DCN_1,TPD52_0,PKM_0,0.88396,0.95536,0.29167,0.80769,0.67722,0.33333
FASN,DCN_0,RPSA_1,0.88394,0.95215,0.352,0.81481,0.71071,0.34343
DCN_1,CACYBP_1,PKM_0,0.88393,0.95089,0.22535,0.74419,0.65944,0.31313
DCN_1,GMDS_2,MVP_0,0.8839,0.95089,0.28169,0.78431,0.67619,0.28283
LDHA_0,DCN_0,TARS1_2,0.8839,0.95349,0.24812,0.76744,0.67213,0.30303
DCN_1,CAPG_1,GMDS_2,0.88384,0.95089,0.28472,0.78846,0.67405,0.28283
DCN_1,VPS35_0,CACYBP_2,0.88382,0.95755,0.31538,0.82,0.69521,0.33333
DCN_1,ENO1_0,TARS1_1,0.88377,0.95111,0.25342,0.77083,0.66254,0.30303
DCN_1,VPS35_0,GMDS_2,0.88377,0.95755,0.20611,0.75,0.66124,0.23232
LDHA_1,DCN_0,TARS1_1,0.8837,0.95413,0.29412,0.8,0.68421,0.34343
DCN_1,ENO1_0,CACYBP_2,0.88368,0.95089,0.29577,0.79245,0.68051,0.33333
DCN_0,TARS1_2,CACYBP_1,0.88367,0.95305,0.34351,0.81818,0.70242,0.33333
DCN_1,PKM_0,TARS1_1,0.88356,0.95089,0.27083,0.78,0.66981,0.33333
DCN_1,RPSA_1,TARS1_2,0.8835,0.95067,0.29577,0.79245,0.67949,0.29293
GSTP1_1,DCN_0,PKM_0,0.88348,0.95098,0.29508,0.78261,0.69286,0.27273
DCN_1,CLIC1_1,MVP_0,0.8834,0.95111,0.26897,0.78,0.66875,0.31313
DCN_1,VPS35_0,RPSA_1,0.88333,0.95305,0.29104,0.79592,0.68121,0.31313
DCN_1,MVP_0,AGRN_0,0.88333,0.95495,0.32824,0.81132,0.70667,0.35354
DCN_1,LDHA_0,PKM_0,0.88328,0.95089,0.24306,0.76087,0.66149,0.31313
DCN_1,PRDX1_0,TARS1_2,0.88325,0.95067,0.30986,0.8,0.68387,0.33333
CAPG_1,LDHA_0,DCN_0,0.88318,0.9633,0.25547,0.81395,0.67308,0.32323
DCN_1,TPD52_0,CACYBP_1,0.88315,0.95111,0.375,0.83077,0.70395,0.33333
FASN,CACYBP_2,DCN_0,0.88315,0.95192,0.34711,0.80769,0.7148,0.33333
DCN_1,FASN,IARS1,0.88313,0.95434,0.27344,0.77778,0.69205,0.28283
DCN_1,TARS1_1,AGRN_0,0.88312,0.95045,0.30827,0.78846,0.69637,0.32323
DCN_1,TPD52_0,LDHA_1,0.88303,0.95556,0.26897,0.79592,0.66978,0.30303
DCN_1,CLIC1_1,CACYBP_1,0.88303,0.95556,0.31034,0.81818,0.68254,0.34343
LDHA_0,DCN_0,,0.88301,0.95872,0.25547,0.79545,0.67203,0.32323
FASN,DCN_0,IARS1,0.88297,0.95192,0.25833,0.7561,0.6899,0.29293
DCN_1,CACYBP_2,MVP_0,0.88295,0.95089,0.30496,0.7963,0.68489,0.32323
TPD52_1,DCN_0,PKM_0,0.88295,0.95349,0.32331,0.81132,0.69492,0.35354
DCN_1,SFRP4_0,PKM_0,0.88294,0.95089,0.27083,0.78,0.66981,0.33333
DCN_1,SFRP4_0,AGRN_0,0.88285,0.95045,0.37594,0.81967,0.71769,0.30303
DCN_1,MVP_0,TARS1_1,0.88276,0.95111,0.27586,0.78431,0.67085,0.30303
CLIC1_1,LDHA_0,DCN_0,0.88274,0.95872,0.26277,0.8,0.67419,0.32323
LDHA_0,DCN_0,PRDX1_1,0.88271,0.9633,0.25547,0.81395,0.67308,0.32323
DCN_1,CLIC1_0,CACYBP_1,0.88256,0.95111,0.27083,0.78,0.67085,0.32323
DCN_1,ENO1_0,PKM_0,0.88255,0.95089,0.26573,0.77551,0.66981,0.33333
LDHA_0,PRDX1_0,DCN_0,0.88252,0.95413,0.25,0.77273,0.67097,0.33333
LDHA_0,DCN_0,TARS1_1,0.88251,0.95872,0.25547,0.79545,0.67203,0.31313
DCN_1,ENO1_0,CAPG_0,0.8825,0.95556,0.23611,0.77273,0.66154,0.33333
LDHA_0,DCN_0,CAPG_0,0.88244,0.95872,0.24818,0.7907,0.66987,0.31313
DCN_1,CACYBP_1,TARS1_1,0.88239,0.95111,0.28276,0.78846,0.67296,0.29293
DCN_1,PRDX1_0,IARS1,0.88237,0.95089,0.27143,0.77551,0.67619,0.30303
DCN_1,ENO1_0,CAPG_1,0.88228,0.95556,0.24658,0.78261,0.66154,0.32323
DCN_0,GMDS_2,CACYBP_1,0.88228,0.95349,0.31061,0.80392,0.69257,0.29293
ACE_0,DCN_0,PKM_0,0.88223,0.95238,0.33582,0.81818,0.69204,0.35354
DCN_1,CAPG_1,LDHA_1,0.88219,0.96,0.22603,0.78571,0.65653,0.31313
DCN_1,LDHA_1,PRDX1_1,0.88219,0.95556,0.25342,0.78723,0.66358,0.33333
DCN_0,GMDS_2,AGRN_0,0.88208,0.95814,0.28689,0.79545,0.70307,0.30303
ACE_0,LDHA_0,AGRN_0,0.88207,0.95111,0.45113,0.84507,0.74564,0.52525
DCN_1,LDHA_1,CLIC1_0,0.88205,0.95556,0.24138,0.77778,0.66154,0.31313
DCN_1,CAPG_1,IARS1,0.88203,0.95089,0.2766,0.78,0.67619,0.28283
DCN_1,CAPG_0,AGRN_0,0.88203,0.95045,0.34091,0.80357,0.70805,0.35354
DCN_1,IARS1,CAPG_0,0.88197,0.95089,0.29496,0.78846,0.68489,0.32323
SFRP4_0,DCN_0,PKM_0,0.88195,0.95349,0.24627,0.76744,0.66993,0.32323
DCN_1,TPD52_1,TARS1_2,0.8819,0.95067,0.27857,0.78,0.67732,0.26263
ACE_0,LDHA_1,AGRN_0,0.88189,0.95111,0.38636,0.82258,0.72542,0.50505
DCN_1,CACYBP_2,TARS1_2,0.88187,0.95045,0.34783,0.81356,0.701,0.35354
DCN_1,ENO1_0,LDHA_1,0.88181,0.95556,0.24138,0.77778,0.66154,0.31313
DCN_1,ACE_0,CLIC1_1,0.88181,0.95495,0.29252,0.81132,0.67089,0.28283
DCN_1,CAPG_1,CACYBP_1,0.88181,0.95111,0.26207,0.77551,0.66667,0.31313
DCN_1,ENO1_0,CLIC1_1,0.8818,0.95111,0.23288,0.75556,0.65644,0.32323
DCN_1,TARS1_2,PRDX1_1,0.8818,0.95067,0.34507,0.81667,0.69508,0.36364
DCN_1,CACYBP_1,CAPG_0,0.8818,0.95111,0.27972,0.78431,0.67508,0.33333
DCN_1,ENO1_0,PRDX1_1,0.88177,0.95111,0.25342,0.77083,0.66254,0.34343
ACE_0,VPS35_0,LDHA_0,0.88177,0.9537,0.29104,0.79592,0.68439,0.44444
ENO1_0,LDHA_0,DCN_0,0.88175,0.95413,0.25735,0.77778,0.67314,0.31313
DCN_1,ENO1_0,,0.8817,0.95111,0.24658,0.76596,0.66049,0.33333
DCN_1,GSTP1_1,MVP_0,0.88168,0.95755,0.35115,0.83636,0.70486,0.32323
DCN_1,LDHA_1,,0.88164,0.95111,0.24658,0.76596,0.66049,0.32323
DCN_1,TPD52_1,CAPG_0,0.88164,0.95111,0.29861,0.7963,0.67937,0.30303
LDHA_1,DCN_0,AGRN_0,0.88161,0.95833,0.37097,0.83636,0.72632,0.38384
LDHA_0,DCN_0,PKM_0,0.8816,0.95349,0.26119,0.77778,0.67434,0.33333
DCN_1,LDHA_1,CAPG_0,0.88157,0.95111,0.24306,0.76087,0.66254,0.32323
DCN_1,PRDX1_0,LDHA_1,0.8814,0.95556,0.23973,0.77778,0.65951,0.32323
DCN_1,VPS35_0,PRDX1_0,0.88139,0.96714,0.15038,0.74074,0.64577,0.24242
DCN_1,RPSA_1,MVP_0,0.88138,0.95111,0.28276,0.78846,0.67296,0.32323
DCN_1,CACYBP_2,PKM_0,0.88133,0.95067,0.32857,0.80702,0.69281,0.35354
DCN_1,VPS35_0,CLIC1_0,0.88132,0.95305,0.2782,0.78723,0.67893,0.30303
DCN_1,GMDS_2,CAPG_0,0.88129,0.95089,0.25352,0.76596,0.66771,0.29293
DCN_1,ENO1_0,PRDX1_0,0.88126,0.95111,0.24828,0.76596,0.66254,0.33333
LDHA_1,DCN_0,MVP_0,0.88124,0.95872,0.27407,0.80435,0.68078,0.34343
DCN_1,VPS35_0,PRDX1_1,0.88123,0.95305,0.19403,0.72222,0.65273,0.27273
DCN_1,RPSA_1,PKM_0,0.88117,0.95089,0.22222,0.74419,0.65538,0.30303
ACE_0,TARS1_2,AGRN_0,0.88113,0.95067,0.43077,0.83582,0.74126,0.49495
DCN_1,ENO1_0,CLIC1_0,0.88104,0.95111,0.26207,0.77551,0.66667,0.34343
DCN_1,CLIC1_0,GMDS_2,0.88096,0.95089,0.27972,0.78431,0.67405,0.30303
DCN_1,CLIC1_1,LDHA_1,0.88091,0.95556,0.23288,0.77273,0.65749,0.31313
DCN_0,TARS1_2,AGRN_0,0.88091,0.95775,0.3252,0.81633,0.7108,0.31313
DCN_1,TPD52_0,VPS35_0,0.88086,0.95305,0.27068,0.78261,0.67667,0.24242
CACYBP_2,LDHA_1,DCN_0,0.88086,0.96759,0.25758,0.82927,0.68078,0.30303
FASN,DCN_0,,0.8808,0.95215,0.288,0.78261,0.69097,0.30303
DCN_1,TPD52_1,VPS35_0,0.88078,0.95305,0.24242,0.7619,0.66997,0.23232
CAPG_1,DCN_0,GMDS_2,0.88077,0.95853,0.29104,0.8125,0.68647,0.31313
ACE_0,DCN_0,TARS1_2,0.88071,0.96172,0.34586,0.85185,0.69792,0.26263
DCN_0,PKM_0,AGRN_0,0.88071,0.95327,0.34146,0.80769,0.71579,0.38384
TPD52_0,DCN_0,PKM_0,0.8807,0.95349,0.34328,0.82143,0.69966,0.36364
DCN_1,FASN,,0.88049,0.95455,0.27068,0.78261,0.68404,0.28283
DCN_1,GMDS_2,TARS1_1,0.88049,0.95089,0.25694,0.77083,0.66562,0.26263
ENO1_0,DCN_0,MVP_0,0.88043,0.95413,0.33333,0.81818,0.69799,0.39394
DCN_1,IARS1,TARS1_2,0.88042,0.95495,0.24818,0.77273,0.67302,0.23232
LDHA_1,DCN_0,CLIC1_0,0.88039,0.95413,0.27407,0.78723,0.67974,0.34343
DCN_1,CLIC1_1,IARS1,0.88038,0.95089,0.25532,0.76596,0.66981,0.26263
DCN_1,VPS35_0,CAPG_0,0.88035,0.95305,0.25758,0.77273,0.67442,0.31313
DCN_1,VPS35_0,TARS1_1,0.88035,0.95305,0.26119,0.77778,0.67219,0.25253
DCN_1,CLIC1_1,TARS1_2,0.88031,0.95067,0.26761,0.77551,0.67089,0.27273
FASN,SFRP4_0,AGRN_0,0.88031,0.95067,0.30894,0.77551,0.7138,0.40404
DCN_1,TPD52_0,GMDS_2,0.88028,0.95536,0.32168,0.82143,0.6881,0.28283
VPS35_0,DCN_0,CACYBP_1,0.88016,0.95192,0.39837,0.83051,0.72794,0.37374
