Biomarker_1,Biomarker_2,Biomarker_3,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
TIMP2_MMP9_norm,PERM_CLIC1_norm,CLIC1_MVP_norm,0.91677,0.07071,0.98214,0.35714,0.95238,0.60440,0.21212,0.94643,0.62500,0.92105,0.71622,0.42424,0.85714,0.83929,0.85455,0.84211
KPYM_TIMP2_norm,MVP_PERM_norm,PERM_CLIC1_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,MVP_PERM_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,MVP_PERM_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,MVP_CLIC1_norm,PERM_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,MVP_CLIC1_norm,PERM_CLIC1_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,MVP_CLIC1_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,PERM_MVP_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,PERM_MVP_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
KPYM_TIMP2_norm,PERM_CLIC1_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_PERM_norm,PERM_CLIC1_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_PERM_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_PERM_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_CLIC1_norm,PERM_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_CLIC1_norm,PERM_CLIC1_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,MVP_CLIC1_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,PERM_MVP_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,PERM_MVP_norm,CLIC1_PERM_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
TIMP2_KPYM_norm,PERM_CLIC1_norm,CLIC1_MVP_norm,0.91667,0.13131,0.98148,0.51852,0.96552,0.67089,0.17172,0.96296,0.53704,0.93548,0.67532,0.48485,0.83333,0.87037,0.83929,0.86538
AGRIN_MVP_norm,TIMP2_CLIC1_norm,MVP_PERM_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_MVP_norm,TIMP2_CLIC1_norm,PERM_AGRIN_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_MVP_norm,TIMP2_CLIC1_norm,PERM_MVP_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_MVP_norm,MVP_PERM_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_MVP_norm,PERM_AGRIN_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_MVP_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,TIMP2_CLIC1_norm,MVP_PERM_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,TIMP2_CLIC1_norm,PERM_MVP_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,MVP_PERM_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
AGRIN_PERM_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
TIMP2_CLIC1_norm,MVP_AGRIN_norm,PERM_AGRIN_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
TIMP2_CLIC1_norm,MVP_AGRIN_norm,PERM_MVP_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
TIMP2_CLIC1_norm,MVP_PERM_norm,PERM_AGRIN_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
MVP_AGRIN_norm,PERM_AGRIN_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
MVP_AGRIN_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
MVP_PERM_norm,PERM_AGRIN_norm,CLIC1_TIMP2_norm,0.91582,0.05051,0.98214,0.19643,0.91667,0.55000,0.21212,0.96429,0.64286,0.94737,0.72973,0.68687,0.73214,0.96429,0.78261,0.95349
MMP9_PERM_norm,AGRIN_TIMP2_norm,MVP_CLIC1_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
MMP9_PERM_norm,AGRIN_TIMP2_norm,CLIC1_MVP_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
MMP9_PERM_norm,TIMP2_AGRIN_norm,MVP_CLIC1_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
MMP9_PERM_norm,TIMP2_AGRIN_norm,CLIC1_MVP_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
AGRIN_TIMP2_norm,MVP_CLIC1_norm,PERM_MMP9_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
AGRIN_TIMP2_norm,PERM_MMP9_norm,CLIC1_MVP_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
TIMP2_AGRIN_norm,MVP_CLIC1_norm,PERM_MMP9_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
TIMP2_AGRIN_norm,PERM_MMP9_norm,CLIC1_MVP_norm,0.9155,0.12121,0.98214,0.44643,0.96154,0.63953,0.15152,0.96429,0.53571,0.93750,0.67500,0.53535,0.78571,0.94643,0.81538,0.93617
MMP9_MVP_norm,AGRIN_TIMP2_norm,TIMP2_CLIC1_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,AGRIN_TIMP2_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,AGRIN_TIMP2_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,AGRIN_CLIC1_norm,TIMP2_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,AGRIN_CLIC1_norm,TIMP2_CLIC1_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,AGRIN_CLIC1_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,TIMP2_AGRIN_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,TIMP2_AGRIN_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,TIMP2_CLIC1_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_TIMP2_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_TIMP2_norm,MVP_MMP9_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_TIMP2_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_CLIC1_norm,TIMP2_AGRIN_norm,MVP_MMP9_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_CLIC1_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
AGRIN_CLIC1_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
TIMP2_AGRIN_norm,MVP_MMP9_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
TIMP2_AGRIN_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
TIMP2_CLIC1_norm,MVP_MMP9_norm,CLIC1_AGRIN_norm,0.91447,0.11111,0.98214,0.33333,0.95000,0.59140,0.18182,0.94643,0.56140,0.91429,0.67949,0.62626,0.76786,0.94737,0.80597,0.93478
MMP9_MVP_norm,TIMP2_CLIC1_norm,,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
MMP9_MVP_norm,CLIC1_TIMP2_norm,,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
TIMP2_CLIC1_norm,MVP_MMP9_norm,,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
MVP_MMP9_norm,CLIC1_TIMP2_norm,,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
MMP9_MVP_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
MMP9_MVP_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.91322,0.14141,0.98214,0.42105,0.96000,0.62500,0.16162,0.96429,0.45614,0.92857,0.63529,0.65657,0.76786,0.92982,0.80303,0.91489
Endometrial_thickness,MMP9_MVP_norm,AGRIN_CLIC1_norm,0.9132,0.20202,0.98246,0.50877,0.96667,0.66667,0.28283,0.94737,0.71930,0.93182,0.77143,0.55556,0.75439,0.94737,0.79412,0.93478
Endometrial_thickness,MMP9_MVP_norm,CLIC1_AGRIN_norm,0.9132,0.20202,0.98246,0.50877,0.96667,0.66667,0.28283,0.94737,0.71930,0.93182,0.77143,0.55556,0.75439,0.94737,0.79412,0.93478
Endometrial_thickness,AGRIN_CLIC1_norm,MVP_MMP9_norm,0.9132,0.20202,0.98246,0.50877,0.96667,0.66667,0.28283,0.94737,0.71930,0.93182,0.77143,0.55556,0.75439,0.94737,0.79412,0.93478
Endometrial_thickness,MVP_MMP9_norm,CLIC1_AGRIN_norm,0.9132,0.20202,0.98246,0.50877,0.96667,0.66667,0.28283,0.94737,0.71930,0.93182,0.77143,0.55556,0.75439,0.94737,0.79412,0.93478
AGRIN_TIMP2_norm,MVP_PERM_norm,PERM_CLIC1_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,MVP_PERM_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,MVP_PERM_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,MVP_CLIC1_norm,PERM_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,MVP_CLIC1_norm,PERM_CLIC1_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,MVP_CLIC1_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,PERM_MVP_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,PERM_MVP_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_TIMP2_norm,PERM_CLIC1_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_PERM_norm,PERM_CLIC1_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_PERM_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_PERM_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_CLIC1_norm,PERM_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_CLIC1_norm,PERM_CLIC1_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,MVP_CLIC1_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,PERM_MVP_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,PERM_MVP_norm,CLIC1_PERM_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_AGRIN_norm,PERM_CLIC1_norm,CLIC1_MVP_norm,0.91295,0.10101,0.98214,0.39286,0.95652,0.61798,0.21212,0.94643,0.64286,0.92308,0.72603,0.53535,0.76786,0.92857,0.80000,0.91489
MMP9_TIMP2_norm,KPYM_PERM_norm,MVP_CLIC1_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
MMP9_TIMP2_norm,KPYM_PERM_norm,CLIC1_MVP_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
MMP9_TIMP2_norm,MVP_CLIC1_norm,PERM_KPYM_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
MMP9_TIMP2_norm,PERM_KPYM_norm,CLIC1_MVP_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
KPYM_PERM_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
KPYM_PERM_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
TIMP2_MMP9_norm,MVP_CLIC1_norm,PERM_KPYM_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
TIMP2_MMP9_norm,PERM_KPYM_norm,CLIC1_MVP_norm,0.91255,0.10101,0.98148,0.40741,0.95652,0.62353,0.14141,0.96296,0.53704,0.93548,0.67532,0.42424,0.87037,0.81481,0.86275,0.82456
Endometrial_thickness,KPYM_AGRIN_norm,MVP_CLIC1_norm,0.9124,0.09091,0.98182,0.32727,0.94737,0.59341,0.22222,0.94545,0.61818,0.91892,0.71233,0.41414,0.87273,0.87273,0.87273,0.87273
Endometrial_thickness,KPYM_AGRIN_norm,CLIC1_MVP_norm,0.9124,0.09091,0.98182,0.32727,0.94737,0.59341,0.22222,0.94545,0.61818,0.91892,0.71233,0.41414,0.87273,0.87273,0.87273,0.87273
Endometrial_thickness,AGRIN_KPYM_norm,MVP_CLIC1_norm,0.9124,0.09091,0.98182,0.32727,0.94737,0.59341,0.22222,0.94545,0.61818,0.91892,0.71233,0.41414,0.87273,0.87273,0.87273,0.87273
Endometrial_thickness,AGRIN_KPYM_norm,CLIC1_MVP_norm,0.9124,0.09091,0.98182,0.32727,0.94737,0.59341,0.22222,0.94545,0.61818,0.91892,0.71233,0.41414,0.87273,0.87273,0.87273,0.87273
MMP9_MVP_norm,AGRIN_PERM_norm,TIMP2_CLIC1_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
MMP9_MVP_norm,AGRIN_PERM_norm,CLIC1_TIMP2_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
MMP9_MVP_norm,TIMP2_CLIC1_norm,PERM_AGRIN_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
MMP9_MVP_norm,PERM_AGRIN_norm,CLIC1_TIMP2_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
AGRIN_PERM_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
AGRIN_PERM_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
TIMP2_CLIC1_norm,MVP_MMP9_norm,PERM_AGRIN_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
MVP_MMP9_norm,PERM_AGRIN_norm,CLIC1_TIMP2_norm,0.91231,0.08081,1.00000,0.32143,1.00000,0.59574,0.15152,0.94643,0.41071,0.88462,0.61628,0.67677,0.75000,0.96429,0.79412,0.95455
Endometrial_thickness,TIMP2_CLIC1_norm,,0.91197,0.05051,0.98246,0.15789,0.90000,0.53846,0.08081,0.96491,0.24561,0.87500,0.56122,0.64646,0.78947,0.96491,0.82090,0.95745
Endometrial_thickness,CLIC1_TIMP2_norm,,0.91197,0.05051,0.98246,0.15789,0.90000,0.53846,0.08081,0.96491,0.24561,0.87500,0.56122,0.64646,0.78947,0.96491,0.82090,0.95745
AGRIN_TIMP2_norm,MVP_CLIC1_norm,,0.91197,0.11111,0.98214,0.40351,0.95833,0.61798,0.19192,0.94643,0.63158,0.92308,0.71622,0.59596,0.76786,0.94737,0.80597,0.93478
AGRIN_TIMP2_norm,CLIC1_MVP_norm,,0.91197,0.11111,0.98214,0.40351,0.95833,0.61798,0.19192,0.94643,0.63158,0.92308,0.71622,0.59596,0.76786,0.94737,0.80597,0.93478
TIMP2_AGRIN_norm,MVP_CLIC1_norm,,0.91197,0.11111,0.98214,0.40351,0.95833,0.61798,0.19192,0.94643,0.63158,0.92308,0.71622,0.59596,0.76786,0.94737,0.80597,0.93478
