Biomarker_1,Biomarker_2,Biomarker_3,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
Endometrial_thickness,MMP9_AGRIN_norm,TIMP2_PERM_norm,0.92796,0.14141,0.98276,0.48214,0.96429,0.66279,0.20202,0.94828,0.62500,0.92105,0.72368,0.50505,0.87931,0.91071,0.87931,0.91071
Endometrial_thickness,MMP9_AGRIN_norm,PERM_TIMP2_norm,0.92796,0.14141,0.98276,0.48214,0.96429,0.66279,0.20202,0.94828,0.62500,0.92105,0.72368,0.50505,0.87931,0.91071,0.87931,0.91071
Endometrial_thickness,AGRIN_MMP9_norm,TIMP2_PERM_norm,0.92796,0.14141,0.98276,0.48214,0.96429,0.66279,0.20202,0.94828,0.62500,0.92105,0.72368,0.50505,0.87931,0.91071,0.87931,0.91071
Endometrial_thickness,AGRIN_MMP9_norm,PERM_TIMP2_norm,0.92796,0.14141,0.98276,0.48214,0.96429,0.66279,0.20202,0.94828,0.62500,0.92105,0.72368,0.50505,0.87931,0.91071,0.87931,0.91071
Endometrial_thickness,MMP9_PERM_norm,KPYM_TIMP2_norm,0.92795,0.0101,0.98182,0.05556,0.75000,0.51429,0.16162,0.94545,0.50000,0.90000,0.65823,0.41414,0.89091,0.92593,0.89286,0.92453
Endometrial_thickness,MMP9_PERM_norm,TIMP2_KPYM_norm,0.92795,0.0101,0.98182,0.05556,0.75000,0.51429,0.16162,0.94545,0.50000,0.90000,0.65823,0.41414,0.89091,0.92593,0.89286,0.92453
Endometrial_thickness,KPYM_TIMP2_norm,PERM_MMP9_norm,0.92795,0.0101,0.98182,0.05556,0.75000,0.51429,0.16162,0.94545,0.50000,0.90000,0.65823,0.41414,0.89091,0.92593,0.89286,0.92453
Endometrial_thickness,TIMP2_KPYM_norm,PERM_MMP9_norm,0.92795,0.0101,0.98182,0.05556,0.75000,0.51429,0.16162,0.94545,0.50000,0.90000,0.65823,0.41414,0.89091,0.92593,0.89286,0.92453
MMP9_KPYM_norm,KPYM_TIMP2_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_KPYM_norm,KPYM_TIMP2_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_KPYM_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_KPYM_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_KPYM_norm,TIMP2_KPYM_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_KPYM_norm,TIMP2_KPYM_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,KPYM_MMP9_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,KPYM_MMP9_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,KPYM_TIMP2_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,KPYM_TIMP2_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,TIMP2_KPYM_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,TIMP2_KPYM_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_MMP9_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_MMP9_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_MMP9_norm,TIMP2_KPYM_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_MMP9_norm,TIMP2_KPYM_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_TIMP2_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
KPYM_TIMP2_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92761,0.12121,0.98148,0.50909,0.96552,0.66250,0.12121,0.98148,0.50909,0.96552,0.66250,0.56566,0.81481,0.90909,0.83333,0.89796
MMP9_TIMP2_norm,TIMP2_MVP_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_MVP_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_MVP_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_MVP_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_CLIC1_norm,MVP_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_CLIC1_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,TIMP2_CLIC1_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_MMP9_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_TIMP2_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_TIMP2_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_TIMP2_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_CLIC1_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_TIMP2_norm,MVP_CLIC1_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MMP9_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MMP9_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MVP_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MVP_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MVP_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_MVP_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_CLIC1_norm,MVP_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_CLIC1_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_CLIC1_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,TIMP2_CLIC1_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,MVP_TIMP2_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,MVP_TIMP2_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,MVP_TIMP2_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_MVP_norm,MVP_CLIC1_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MMP9_norm,MVP_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MMP9_norm,MVP_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MVP_norm,MVP_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MVP_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MVP_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_MVP_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_CLIC1_norm,MVP_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_CLIC1_norm,MVP_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_CLIC1_norm,MVP_CLIC1_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,TIMP2_CLIC1_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,MVP_TIMP2_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,MVP_TIMP2_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
MMP9_CLIC1_norm,MVP_CLIC1_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_MMP9_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_TIMP2_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_TIMP2_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_TIMP2_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_CLIC1_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MMP9_norm,MVP_CLIC1_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MVP_norm,MVP_MMP9_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MVP_norm,MVP_MMP9_norm,CLIC1_TIMP2_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MVP_norm,MVP_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_MVP_norm,MVP_CLIC1_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_CLIC1_norm,MVP_MMP9_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_CLIC1_norm,MVP_MMP9_norm,CLIC1_MVP_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_CLIC1_norm,MVP_TIMP2_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
TIMP2_CLIC1_norm,MVP_CLIC1_norm,CLIC1_MMP9_norm,0.92732,0.06061,0.98214,0.33333,0.95000,0.59140,0.23232,0.94643,0.73684,0.93333,0.77941,0.64646,0.76786,0.96491,0.80882,0.95556
Endometrial_thickness,MMP9_AGRIN_norm,MVP_CLIC1_norm,0.92644,0.14141,0.98246,0.56140,0.96970,0.69136,0.27273,0.94737,0.70175,0.93023,0.76056,0.49495,0.82456,0.92982,0.84127,0.92157
Endometrial_thickness,MMP9_AGRIN_norm,CLIC1_MVP_norm,0.92644,0.14141,0.98246,0.56140,0.96970,0.69136,0.27273,0.94737,0.70175,0.93023,0.76056,0.49495,0.82456,0.92982,0.84127,0.92157
Endometrial_thickness,AGRIN_MMP9_norm,MVP_CLIC1_norm,0.92644,0.14141,0.98246,0.56140,0.96970,0.69136,0.27273,0.94737,0.70175,0.93023,0.76056,0.49495,0.82456,0.92982,0.84127,0.92157
Endometrial_thickness,AGRIN_MMP9_norm,CLIC1_MVP_norm,0.92644,0.14141,0.98246,0.56140,0.96970,0.69136,0.27273,0.94737,0.70175,0.93023,0.76056,0.49495,0.82456,0.92982,0.84127,0.92157
Endometrial_thickness,KPYM_AGRIN_norm,TIMP2_PERM_norm,0.92626,0.13131,1.00000,0.50000,1.00000,0.67073,0.26263,0.94545,0.74074,0.93023,0.78788,0.54545,0.81818,0.90741,0.83051,0.90000
Endometrial_thickness,KPYM_AGRIN_norm,PERM_TIMP2_norm,0.92626,0.13131,1.00000,0.50000,1.00000,0.67073,0.26263,0.94545,0.74074,0.93023,0.78788,0.54545,0.81818,0.90741,0.83051,0.90000
Endometrial_thickness,AGRIN_KPYM_norm,TIMP2_PERM_norm,0.92626,0.13131,1.00000,0.50000,1.00000,0.67073,0.26263,0.94545,0.74074,0.93023,0.78788,0.54545,0.81818,0.90741,0.83051,0.90000
Endometrial_thickness,AGRIN_KPYM_norm,PERM_TIMP2_norm,0.92626,0.13131,1.00000,0.50000,1.00000,0.67073,0.26263,0.94545,0.74074,0.93023,0.78788,0.54545,0.81818,0.90741,0.83051,0.90000
MMP9_AGRIN_norm,AGRIN_TIMP2_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_AGRIN_norm,AGRIN_TIMP2_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_AGRIN_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_AGRIN_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_AGRIN_norm,TIMP2_AGRIN_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_AGRIN_norm,TIMP2_AGRIN_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,AGRIN_MMP9_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,AGRIN_MMP9_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,AGRIN_TIMP2_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,AGRIN_TIMP2_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,TIMP2_AGRIN_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
MMP9_TIMP2_norm,TIMP2_AGRIN_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
AGRIN_MMP9_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
AGRIN_MMP9_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
AGRIN_MMP9_norm,TIMP2_AGRIN_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
AGRIN_MMP9_norm,TIMP2_AGRIN_norm,CLIC1_MVP_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
AGRIN_TIMP2_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.92575,0.09091,0.98214,0.42105,0.96000,0.62500,0.25253,0.94643,0.70175,0.93023,0.75714,0.55556,0.82143,0.91228,0.83871,0.90196
