Biomarker_1,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
PERM_RUO,0.86538,0.92,0.73077,0.90476,0.76667,0.59596
PERM_MMK,0.85077,0.82143,0.82143,0.82143,0.82143,0.60606
AGRIN_MMK,0.84883,0.72414,0.82143,0.74194,0.80769,0.62626
MMP9_MMK,0.84575,0.7069,0.875,0.74242,0.85417,0.64646
MMP9_RUO,0.82856,0.75862,0.84906,0.76271,0.84615,0.62626
KPYM_MMK,0.81955,0.85965,0.73214,0.83673,0.76562,0.59596
HSPB1_MMK,0.81129,0.84483,0.67273,0.80435,0.73134,0.57576
HSPB1_RUO,0.73901,0.84483,0.54902,0.75676,0.68056,0.58586
