,assembly,n_uniprots,composition,crystal_id
0,1,6,Homo,3bxm
0,1,5,Homo,4mcr
0,1,5,Homo,4ome
0,1,4,Homo,5d29
0,1,4,Homo,2c6g
0,1,6,Homo,4jyw
0,1,5,Homo,4mcp
0,1,5,Homo,3iww
0,1,5,Homo,5o5r
0,1,5,Homo,5f09
0,1,5,Homo,3sje
0,1,7,Homo,6h7z
0,1,5,Homo,4p44
0,1,6,Homo,4p4d
0,1,6,Homo,4p4b
0,1,5,Homo,2jbk
0,1,5,Homo,3d7d
0,1,4,Homo,5o5t
0,1,5,Homo,2xej
0,1,5,Homo,2cij
0,1,5,Homo,6fe5
0,1,5,Homo,6h7y
0,1,5,Homo,4jz0
0,1,4,Homo,6rbc
0,1,5,Homo,4p4j
0,1,6,Homo,5of0
0,1,5,Homo,4oc3
0,1,5,Homo,3d7h
0,1,5,Homo,6ety
0,1,5,Homo,4oc4
0,1,5,Homo,6s1x
0,1,4,Homo,2oot
0,1,5,Homo,4oc5
0,1,6,Homo,8bol
0,1,6,Homo,8bo8
0,1,6,Homo,4p4e
0,1,5,Homo,2or4
0,1,5,Homo,3rbu
0,1,5,Homo,4oc1
0,1,5,Homo,6f5l
0,1,5,Homo,2jbj
0,1,4,Homo,3bi1
0,1,5,Homo,2pvv
0,1,5,Homo,2xef
0,1,6,Homo,6skh
0,1,6,Homo,4lqg
0,1,5,Homo,3d7f
0,1,5,Homo,4w9y
0,1,7,Homo,5o5u
0,1,5,Homo,4p4i
0,1,5,Homo,3sjg
0,1,6,Homo,4p4f
0,1,6,Homo,4x3r
0,1,5,Homo,4ngr
0,1,5,Homo,3d7g
0,1,5,Homo,4oc0
0,1,5,Homo,6ez9
0,1,6,Homo,4oc2
0,1,7,Homo,4ngm
0,1,6,Homo,4ngs
0,1,7,Homo,6sgp
0,1,4,Homo,3sjx
0,1,4,Homo,2c6c
0,1,9,Homo,6rti
0,1,4,Homo,2c6p
0,1,5,Homo,3bi0
0,1,3,Homo,4ngt
0,1,5,Homo,2xeg
0,1,6,Homo,7bfz
0,1,4,Homo,6hkz
0,1,5,Homo,4ngn
0,1,5,Homo,4mcq
0,1,5,Homo,2xei
0,1,5,Homo,3bhx
0,1,6,Homo,4ngp
0,1,4,Homo,6hkj
0,1,5,Homo,5ely
0,1,6,Homo,4ngq
0,1,6,Homo,4p45
0,1,5,Homo,3sjf
0,1,5,Homo,4mcs
0,1,6,Homo,8bow
0,1,11,Homo,1z8l
1,2,11,Homo,1z8l
0,1,5,Homo,2pvw
