Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_KPYM,AGRIN_TIMP-2,0.77867,1.0,0.02222,1.0,0.53191,0.41414
MMP9_KPYM,KPYM_TIMP-2,0.76178,1.0,0.02222,1.0,0.53191,0.49495
MMP9_TIMP-2,AGRIN_KPYM,0.76044,1.0,0.02222,1.0,0.53191,0.35354
MMP9_TIMP-2,KPYM_AGRIN,0.76,1.0,0.02222,1.0,0.53191,0.10101
TIMP-2_KPYM,,0.75617,1.0,0.02128,1.0,0.52083,0.0101
KPYM_TIMP-2,,0.75617,1.0,0.04255,1.0,0.52632,0.51515
TIMP-2_KPYM,KPYM_TIMP-2,0.75617,1.0,0.04255,1.0,0.52632,0.0101
MMP9_AGRIN,TIMP-2_MMP9,0.75449,1.0,0.02083,1.0,0.52041,0.0101
TIMP-2_MMP9,KPYM_AGRIN,0.75244,1.0,0.04444,1.0,0.53763,0.0101
AGRIN_TIMP-2,KPYM_AGRIN,0.74426,1.0,0.04255,1.0,0.52632,0.14141
MMP9_AGRIN,AGRIN_TIMP-2,0.7402,1.0,0.02083,1.0,0.52041,0.19192
MMP9_AGRIN,TIMP-2_KPYM,0.73867,1.0,0.02222,1.0,0.53191,0.0101
MMP9_KPYM,TIMP-2_MMP9,0.73556,1.0,0.02222,1.0,0.53191,0.0101
MMP9_TIMP-2,KPYM_TIMP-2,0.728,1.0,0.02222,1.0,0.53191,0.44444
AGRIN_KPYM,KPYM_TIMP-2,0.72511,1.0,0.02128,1.0,0.52083,0.47475
AGRIN_TIMP-2,KPYM_TIMP-2,0.72,1.0,0.04255,1.0,0.52632,0.39394
AGRIN_MMP9,KPYM_TIMP-2,0.71333,1.0,0.02222,1.0,0.53191,0.12121
MMP9_TIMP-2,KPYM_MMP9,0.70667,1.0,0.02222,1.0,0.53191,0.18182
MMP9_TIMP-2,AGRIN_MMP9,0.70057,1.0,0.02083,1.0,0.52041,0.19192
TIMP-2_KPYM,AGRIN_MMP9,0.692,1.0,0.04444,1.0,0.53763,0.0101
MMP9_AGRIN,KPYM_TIMP-2,0.68044,1.0,0.02222,1.0,0.53191,0.28283
TIMP-2_KPYM,KPYM_MMP9,0.67822,1.0,0.02222,1.0,0.53191,0.0101
TIMP-2_KPYM,KPYM_AGRIN,0.67106,1.0,0.02128,1.0,0.52083,0.0101
AGRIN_KPYM,KPYM_MMP9,0.56533,1.0,0.02222,1.0,0.53191,0.41414
MMP9_KPYM,KPYM_AGRIN,0.56311,0.96,0.04444,0.5,0.52747,0.44444
AGRIN_KPYM,,0.5617,0.96,0.06383,0.6,0.52174,0.50505
KPYM_AGRIN,,0.5617,0.96,0.04255,0.5,0.51613,0.46465
AGRIN_KPYM,KPYM_AGRIN,0.5617,0.98,0.04255,0.66667,0.52128,0.41414
MMP9_AGRIN,KPYM_AGRIN,0.56089,0,0,0,0,0.5
MMP9_KPYM,AGRIN_KPYM,0.56089,0,0,0,0,0.5
MMP9_KPYM,,0.54844,0,0,0,0,0.5
KPYM_MMP9,,0.54844,1.0,0.02222,1.0,0.53191,0.47475
MMP9_KPYM,KPYM_MMP9,0.54844,1.0,0.02222,1.0,0.53191,0.45455
AGRIN_MMP9,KPYM_MMP9,0.54089,0.98,0.02222,0.5,0.52688,0.40404
MMP9_AGRIN,AGRIN_KPYM,0.536,1.0,0.02222,1.0,0.53191,0.46465
MMP9_KPYM,AGRIN_MMP9,0.53511,1.0,0.02222,1.0,0.53191,0.48485
MMP9_AGRIN,KPYM_MMP9,0.52711,1.0,0.02222,1.0,0.53191,0.46465
MMP9_AGRIN,,0.52042,0,0,0,0,0.5
AGRIN_MMP9,,0.52042,0,0,0,0,0.5
MMP9_AGRIN,AGRIN_MMP9,0.52042,1.0,0.02083,1.0,0.52041,0.48485
AGRIN_MMP9,KPYM_AGRIN,0.51289,1.0,0.02222,1.0,0.53191,0.45455
