Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP2_MMP9,CLIC1_MMP9,0.88624,0.98305,0.10169,0.85714,0.52252,0.0101
TIMP2_PERM,CLIC1_PERM,0.86619,1.0,0.23729,1.0,0.55882,0.0101
HSPB1_AGRIN,CLIC1_TIMP2,0.86613,1.0,0.01695,1.0,0.50427,0.0202
AGRIN_HSPB1,TIMP2_CLIC1,0.86527,1.0,0.11864,1.0,0.53153,0.0101
AGRIN_TIMP2,HSPB1_CLIC1,0.86498,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_TIMP2,CLIC1_TIMP2,0.86412,1.0,0.01695,1.0,0.50427,0.51515
AGRIN_CLIC1,TIMP2_CLIC1,0.86268,1.0,0.15254,1.0,0.54128,0.0101
MMP9_TIMP2,TIMP2_CLIC1,0.86211,1.0,0.13559,1.0,0.53636,0.0101
TIMP2_AGRIN,CLIC1_HSPB1,0.86182,1.0,0.0678,1.0,0.51754,0.0101
TIMP2_AGRIN,CLIC1_TIMP2,0.85952,1.0,0.0678,1.0,0.51754,0.0101
PERM_TIMP2,TIMP2_CLIC1,0.85905,1.0,0.15254,1.0,0.53271,0.0101
PERM_TIMP2,TIMP2_AGRIN,0.85846,1.0,0.0678,1.0,0.50893,0.0101
KPYM_CLIC1,TIMP2_AGRIN,0.85769,1.0,0.03448,1.0,0.51304,0.0101
AGRIN_MMP9,TIMP2_MMP9,0.85722,0.98305,0.10169,0.85714,0.52252,0.0101
TIMP2_AGRIN,CLIC1_AGRIN,0.85694,1.0,0.10169,1.0,0.52679,0.0101
TIMP2_MMP9,CLIC1_TIMP2,0.85608,0.98305,0.08475,0.83333,0.51786,0.0101
MMP9_KPYM,TIMP2_CLIC1,0.85476,1.0,0.13793,1.0,0.54128,0.0101
AGRIN_PERM,TIMP2_PERM,0.85459,1.0,0.16949,1.0,0.53774,0.0101
MMP9_CLIC1,TIMP2_CLIC1,0.85349,1.0,0.10169,1.0,0.52679,0.0101
PIGR_CLIC1,TIMP2_AGRIN,0.8532,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_KPYM,TIMP2_KPYM,0.85243,1.0,0.06897,1.0,0.52212,0.0101
AGRIN_TIMP2,TIMP2_CLIC1,0.85205,1.0,0.13559,1.0,0.53636,0.0101
PERM_KPYM,TIMP2_CLIC1,0.84967,1.0,0.15517,1.0,0.53774,0.0101
MMP9_PIGR,CLIC1_TIMP2,0.84631,1.0,0.01695,1.0,0.50427,0.50505
TIMP2_AGRIN,CLIC1_KPYM,0.84395,1.0,0.08621,1.0,0.52679,0.0101
TIMP2_PERM,CLIC1_TIMP2,0.84389,1.0,0.15254,1.0,0.53271,0.0101
TIMP2_MMP9,CLIC1_PERM,0.84359,0.98246,0.10169,0.85714,0.51376,0.0101
MMP9_KPYM,CLIC1_TIMP2,0.84132,1.0,0.01724,1.0,0.50862,0.50505
TIMP2_CLIC1,,0.84056,1.0,0.0678,1.0,0.51754,0.0101
CLIC1_TIMP2,,0.84056,1.0,0.01695,1.0,0.50427,0.50505
TIMP2_CLIC1,CLIC1_TIMP2,0.84056,1.0,0.13559,1.0,0.53636,0.0101
KPYM_CLIC1,TIMP2_MMP9,0.83957,1.0,0.03448,1.0,0.51304,0.0404
PERM_CLIC1,TIMP2_CLIC1,0.83794,1.0,0.13559,1.0,0.52778,0.0101
AGRIN_TIMP2,,0.83769,1.0,0.0339,1.0,0.50862,0.51515
TIMP2_AGRIN,,0.83769,1.0,0.0339,1.0,0.50862,0.0101
MMP9_PIGR,AGRIN_TIMP2,0.83769,1.0,0.0339,1.0,0.50862,0.51515
AGRIN_TIMP2,TIMP2_AGRIN,0.83769,1.0,0.0678,1.0,0.51754,0.0101
PERM_HSPB1,TIMP2_CLIC1,0.83675,1.0,0.08475,1.0,0.51351,0.0101
PIGR_PERM,TIMP2_CLIC1,0.83675,1.0,0.0678,1.0,0.50893,0.0101
TIMP2_MMP9,CLIC1_KPYM,0.83577,0.98305,0.08621,0.83333,0.52252,0.0101
KPYM_CLIC1,TIMP2_KPYM,0.83548,1.0,0.01724,1.0,0.50862,0.0101
TIMP2_CLIC1,CLIC1_HSPB1,0.83539,1.0,0.13559,1.0,0.53636,0.0101
AGRIN_HSPB1,TIMP2_HSPB1,0.83396,1.0,0.11864,1.0,0.53153,0.0101
HSPB1_MMP9,CLIC1_TIMP2,0.83396,1.0,0.01695,1.0,0.50427,0.0303
MMP9_TIMP2,TIMP2_AGRIN,0.83338,1.0,0.0678,1.0,0.51754,0.0101
AGRIN_TIMP2,TIMP2_MMP9,0.83309,0.98305,0.05085,0.75,0.50877,0.0101
AGRIN_CLIC1,TIMP2_AGRIN,0.83194,1.0,0.0339,1.0,0.50862,0.0101
MMP9_HSPB1,TIMP2_CLIC1,0.83166,1.0,0.0678,1.0,0.51754,0.0101
AGRIN_HSPB1,TIMP2_AGRIN,0.83108,1.0,0.0339,1.0,0.50862,0.0101
PIGR_PERM,TIMP2_AGRIN,0.82991,1.0,0.0339,1.0,0.5,0.0101
TIMP2_MMP9,CLIC1_PIGR,0.82965,1.0,0.08475,1.0,0.52212,0.0101
PERM_CLIC1,TIMP2_AGRIN,0.82902,1.0,0.0339,1.0,0.5,0.0101
TIMP2_KPYM,CLIC1_KPYM,0.82846,1.0,0.10345,1.0,0.53153,0.0101
AGRIN_TIMP2,TIMP2_PERM,0.82843,1.0,0.11864,1.0,0.52294,0.0101
TIMP2_AGRIN,CLIC1_PIGR,0.82821,1.0,0.0678,1.0,0.51754,0.0101
HSPB1_TIMP2,TIMP2_AGRIN,0.82792,1.0,0.08475,1.0,0.52212,0.0101
MMP9_CLIC1,TIMP2_MMP9,0.82735,1.0,0.0339,1.0,0.50862,0.0404
MMP9_HSPB1,TIMP2_AGRIN,0.82706,1.0,0.0339,1.0,0.50862,0.0101
TIMP2_HSPB1,CLIC1_HSPB1,0.82706,1.0,0.0339,1.0,0.50862,0.0101
TIMP2_PERM,CLIC1_KPYM,0.82698,1.0,0.15517,1.0,0.53774,0.0101
TIMP2_PERM,CLIC1_PIGR,0.82664,1.0,0.16949,1.0,0.53774,0.0101
KPYM_CLIC1,AGRIN_TIMP2,0.82525,1.0,0.12069,1.0,0.53636,0.0101
PERM_AGRIN,TIMP2_AGRIN,0.82307,1.0,0.0678,1.0,0.50893,0.0101
MMP9_CLIC1,TIMP2_AGRIN,0.82304,1.0,0.0339,1.0,0.50862,0.0101
PERM_PIGR,TIMP2_AGRIN,0.82278,1.0,0.05085,1.0,0.50442,0.0101
AGRIN_TIMP2,PERM_PIGR,0.82218,1.0,0.0339,1.0,0.5,0.51515
HSPB1_TIMP2,TIMP2_CLIC1,0.82218,1.0,0.13559,1.0,0.53636,0.0101
PERM_AGRIN,TIMP2_CLIC1,0.82218,1.0,0.13559,1.0,0.52778,0.0101
MMP9_AGRIN,TIMP2_CLIC1,0.82189,1.0,0.11864,1.0,0.53153,0.0101
TIMP2_CLIC1,CLIC1_KPYM,0.82145,1.0,0.13793,1.0,0.54128,0.0101
PERM_PIGR,CLIC1_TIMP2,0.82129,1.0,0.01695,1.0,0.49565,0.50505
HSPB1_CLIC1,CLIC1_TIMP2,0.82103,1.0,0.0678,1.0,0.51754,0.0101
PERM_CLIC1,TIMP2_PERM,0.8207,1.0,0.05085,1.0,0.50442,0.0101
MMP9_KPYM,TIMP2_AGRIN,0.8197,1.0,0.05172,1.0,0.51754,0.0101
PIGR_CLIC1,TIMP2_PERM,0.81921,1.0,0.0339,1.0,0.5,0.0101
KPYM_TIMP2,TIMP2_AGRIN,0.81853,1.0,0.06897,1.0,0.52212,0.0101
MMP9_TIMP2,KPYM_CLIC1,0.81823,1.0,0.12069,1.0,0.53636,0.0101
PIGR_MMP9,CLIC1_TIMP2,0.81816,1.0,0.01695,1.0,0.50427,0.0404
PERM_HSPB1,TIMP2_AGRIN,0.81802,1.0,0.0339,1.0,0.5,0.0101
KPYM_CLIC1,TIMP2_PERM,0.8173,1.0,0.03448,1.0,0.50442,0.0101
KPYM_TIMP2,TIMP2_CLIC1,0.81707,1.0,0.10345,1.0,0.53153,0.0101
AGRIN_KPYM,TIMP2_CLIC1,0.81677,1.0,0.13793,1.0,0.54128,0.0101
MMP9_KPYM,AGRIN_TIMP2,0.81648,1.0,0.01724,1.0,0.50862,0.49495
MMP9_TIMP2,HSPB1_CLIC1,0.81643,1.0,0.0339,1.0,0.50862,0.0202
AGRIN_PIGR,TIMP2_PIGR,0.81643,1.0,0.01695,1.0,0.50427,0.0101
KPYM_CLIC1,PERM_TIMP2,0.81609,1.0,0.12069,1.0,0.52778,0.0101
KPYM_HSPB1,TIMP2_AGRIN,0.81531,1.0,0.03448,1.0,0.51304,0.0101
KPYM_HSPB1,TIMP2_CLIC1,0.81502,1.0,0.06897,1.0,0.52212,0.0101
MMP9_TIMP2,CLIC1_HSPB1,0.81471,1.0,0.01695,1.0,0.50427,0.50505
PERM_TIMP2,CLIC1_TIMP2,0.81445,1.0,0.0339,1.0,0.5,0.50505
TIMP2_PERM,CLIC1_HSPB1,0.81445,1.0,0.11864,1.0,0.52294,0.0101
PIGR_CLIC1,TIMP2_MMP9,0.81442,1.0,0.01695,1.0,0.50427,0.0404
MMP9_KPYM,TIMP2_KPYM,0.81385,1.0,0.05172,1.0,0.51754,0.0101
AGRIN_TIMP2,HSPB1_AGRIN,0.81356,1.0,0.01695,1.0,0.50427,0.09091
KPYM_CLIC1,TIMP2_CLIC1,0.81297,1.0,0.08621,1.0,0.52679,0.0101
TIMP2_MMP9,CLIC1_HSPB1,0.8127,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_HSPB1,CLIC1_TIMP2,0.81241,1.0,0.01695,1.0,0.50427,0.41414
AGRIN_TIMP2,PIGR_CLIC1,0.81241,1.0,0.01695,1.0,0.50427,0.0101
HSPB1_MMP9,TIMP2_MMP9,0.81241,0.98305,0.0678,0.8,0.51327,0.0101
HSPB1_AGRIN,TIMP2_AGRIN,0.81241,1.0,0.08475,1.0,0.52212,0.0101
KPYM_PIGR,AGRIN_TIMP2,0.80888,1.0,0.03448,1.0,0.51304,0.51515
HSPB1_CLIC1,PERM_TIMP2,0.8088,1.0,0.0339,1.0,0.5,0.0101
PERM_PIGR,TIMP2_CLIC1,0.8085,1.0,0.11864,1.0,0.52294,0.0101
HSPB1_PIGR,TIMP2_AGRIN,0.80839,1.0,0.05085,1.0,0.51304,0.0101
TIMP2_CLIC1,CLIC1_PIGR,0.80839,1.0,0.11864,1.0,0.53153,0.0101
KPYM_PIGR,CLIC1_TIMP2,0.8083,1.0,0.01724,1.0,0.50862,0.50505
MMP9_TIMP2,PERM_CLIC1,0.80821,1.0,0.01695,1.0,0.49565,0.0303
AGRIN_PIGR,TIMP2_CLIC1,0.8081,1.0,0.10169,1.0,0.52679,0.0101
KPYM_TIMP2,CLIC1_KPYM,0.80801,1.0,0.01724,1.0,0.50862,0.51515
PERM_CLIC1,TIMP2_MMP9,0.80731,1.0,0.01695,1.0,0.49565,0.0303
MMP9_PIGR,TIMP2_CLIC1,0.80666,1.0,0.10169,1.0,0.52679,0.0101
TIMP2_MMP9,CLIC1_AGRIN,0.80638,0.98305,0.08475,0.83333,0.51786,0.0101
AGRIN_TIMP2,PIGR_MMP9,0.80609,1.0,0.01695,1.0,0.50427,0.08081
TIMP2_AGRIN,CLIC1_PERM,0.80464,1.0,0.0678,1.0,0.50893,0.0101
AGRIN_PIGR,TIMP2_AGRIN,0.80408,1.0,0.05085,1.0,0.51304,0.0101
KPYM_PERM,TIMP2_AGRIN,0.80399,1.0,0.03448,1.0,0.50442,0.0101
TIMP2_CLIC1,CLIC1_AGRIN,0.8035,1.0,0.11864,1.0,0.53153,0.0101
AGRIN_TIMP2,HSPB1_TIMP2,0.80322,1.0,0.01695,1.0,0.50427,0.16162
PIGR_PERM,CLIC1_TIMP2,0.80285,1.0,0.01695,1.0,0.49565,0.0202
HSPB1_TIMP2,CLIC1_TIMP2,0.80264,1.0,0.0339,1.0,0.50862,0.0202
HSPB1_TIMP2,TIMP2_MMP9,0.80236,0.98305,0.05085,0.75,0.50877,0.0101
TIMP2_AGRIN,CLIC1_MMP9,0.80236,1.0,0.0678,1.0,0.51754,0.0101
PERM_MMP9,TIMP2_AGRIN,0.80196,1.0,0.0678,1.0,0.50893,0.0101
KPYM_MMP9,TIMP2_MMP9,0.80129,1.0,0.05172,1.0,0.51754,0.0101
PIGR_HSPB1,TIMP2_CLIC1,0.80121,1.0,0.08475,1.0,0.52212,0.0101
PIGR_HSPB1,TIMP2_AGRIN,0.80063,1.0,0.0339,1.0,0.50862,0.0101
KPYM_CLIC1,CLIC1_TIMP2,0.80012,1.0,0.10345,1.0,0.53153,0.0101
HSPB1_KPYM,TIMP2_AGRIN,0.80012,1.0,0.08621,1.0,0.52679,0.0101
HSPB1_PERM,CLIC1_TIMP2,0.79929,1.0,0.01695,1.0,0.49565,0.05051
MMP9_AGRIN,TIMP2_AGRIN,0.7992,1.0,0.0678,1.0,0.51754,0.0101
AGRIN_TIMP2,HSPB1_MMP9,0.79891,1.0,0.0339,1.0,0.50862,0.10101
AGRIN_TIMP2,PIGR_PERM,0.79869,1.0,0.0339,1.0,0.5,0.0202
AGRIN_PERM,TIMP2_MMP9,0.7981,0.98246,0.05085,0.75,0.5,0.0101
MMP9_PIGR,TIMP2_AGRIN,0.79805,1.0,0.0339,1.0,0.50862,0.0101
MMP9_TIMP2,PIGR_CLIC1,0.7969,1.0,0.01695,1.0,0.50427,0.0101
AGRIN_TIMP2,TIMP2_KPYM,0.7969,1.0,0.03448,1.0,0.51304,0.0101
PIGR_CLIC1,TIMP2_CLIC1,0.7969,1.0,0.08475,1.0,0.52212,0.0101
HSPB1_PIGR,TIMP2_CLIC1,0.79604,1.0,0.11864,1.0,0.53153,0.0101
KPYM_AGRIN,TIMP2_AGRIN,0.79603,1.0,0.03448,1.0,0.51304,0.0101
MMP9_PERM,TIMP2_AGRIN,0.79572,1.0,0.05085,1.0,0.50442,0.0101
PIGR_CLIC1,CLIC1_TIMP2,0.79546,1.0,0.01695,1.0,0.50427,0.0101
PERM_TIMP2,PIGR_CLIC1,0.79512,1.0,0.01695,1.0,0.49565,0.0101
HSPB1_MMP9,TIMP2_AGRIN,0.79402,1.0,0.05085,1.0,0.51304,0.0101
PIGR_TIMP2,TIMP2_AGRIN,0.79345,1.0,0.0678,1.0,0.51754,0.0101
TIMP2_PERM,CLIC1_AGRIN,0.79334,1.0,0.11864,1.0,0.52294,0.0101
TIMP2_KPYM,CLIC1_TIMP2,0.7931,1.0,0.03448,1.0,0.51304,0.0101
HSPB1_PERM,TIMP2_AGRIN,0.79304,1.0,0.05085,1.0,0.50442,0.0101
HSPB1_KPYM,TIMP2_CLIC1,0.79223,1.0,0.13793,1.0,0.54128,0.0101
TIMP2_PIGR,CLIC1_PIGR,0.79201,1.0,0.01695,1.0,0.50427,0.0202
MMP9_TIMP2,KPYM_PIGR,0.79047,1.0,0.03448,1.0,0.51304,0.51515
KPYM_TIMP2,TIMP2_MMP9,0.79018,1.0,0.05172,1.0,0.51754,0.0101
MMP9_TIMP2,TIMP2_KPYM,0.7896,1.0,0.03448,1.0,0.51304,0.0101
MMP9_TIMP2,AGRIN_PIGR,0.78828,1.0,0.01695,1.0,0.50427,0.51515
KPYM_TIMP2,HSPB1_CLIC1,0.78784,1.0,0.01724,1.0,0.50862,0.0101
AGRIN_PIGR,TIMP2_MMP9,0.7877,1.0,0.0339,1.0,0.50862,0.0101
TIMP2_PERM,CLIC1_MMP9,0.78769,1.0,0.13559,1.0,0.52778,0.0101
MMP9_PERM,TIMP2_CLIC1,0.78709,1.0,0.11864,1.0,0.52294,0.0101
MMP9_HSPB1,TIMP2_MMP9,0.78684,1.0,0.0339,1.0,0.50862,0.0404
KPYM_PERM,TIMP2_PERM,0.78645,1.0,0.10345,1.0,0.52294,0.0101
PIGR_AGRIN,CLIC1_TIMP2,0.78627,1.0,0.01695,1.0,0.50427,0.09091
AGRIN_KPYM,TIMP2_AGRIN,0.7858,1.0,0.05172,1.0,0.51754,0.0101
HSPB1_PIGR,TIMP2_MMP9,0.78569,1.0,0.0678,1.0,0.51754,0.0101
MMP9_CLIC1,TIMP2_PERM,0.78472,1.0,0.05085,1.0,0.50442,0.0101
KPYM_PIGR,TIMP2_CLIC1,0.78404,1.0,0.10345,1.0,0.53153,0.0101
HSPB1_CLIC1,TIMP2_HSPB1,0.7834,1.0,0.01695,1.0,0.50427,0.0202
PIGR_TIMP2,TIMP2_CLIC1,0.7834,1.0,0.11864,1.0,0.53153,0.0101
HSPB1_AGRIN,TIMP2_CLIC1,0.78282,1.0,0.11864,1.0,0.53153,0.0101
PERM_KPYM,TIMP2_AGRIN,0.78282,1.0,0.06897,1.0,0.51351,0.0101
HSPB1_CLIC1,TIMP2_AGRIN,0.78196,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_PERM,TIMP2_AGRIN,0.78115,1.0,0.05085,1.0,0.50442,0.0101
HSPB1_PERM,TIMP2_MMP9,0.78115,0.98246,0.05085,0.75,0.5,0.0101
PERM_TIMP2,PIGR_AGRIN,0.78115,1.0,0.01695,1.0,0.49565,0.0303
PIGR_CLIC1,TIMP2_KPYM,0.78083,1.0,0.01724,1.0,0.50862,0.0101
PERM_MMP9,TIMP2_CLIC1,0.78055,1.0,0.13559,1.0,0.52778,0.0101
AGRIN_PIGR,TIMP2_PERM,0.78026,1.0,0.11864,1.0,0.52294,0.0101
PERM_HSPB1,CLIC1_TIMP2,0.78026,1.0,0.01695,1.0,0.49565,0.36364
PIGR_MMP9,TIMP2_AGRIN,0.78024,1.0,0.0339,1.0,0.50862,0.0101
KPYM_PIGR,TIMP2_AGRIN,0.77908,1.0,0.03448,1.0,0.51304,0.0101
MMP9_TIMP2,CLIC1_PIGR,0.7788,1.0,0.01695,1.0,0.50427,0.50505
KPYM_TIMP2,TIMP2_PERM,0.77858,1.0,0.12069,1.0,0.52778,0.0101
MMP9_TIMP2,PIGR_AGRIN,0.77851,1.0,0.01695,1.0,0.50427,0.08081
AGRIN_CLIC1,TIMP2_MMP9,0.77851,1.0,0.0339,1.0,0.50862,0.0404
MMP9_TIMP2,CLIC1_TIMP2,0.77822,1.0,0.01695,1.0,0.50427,0.50505
HSPB1_TIMP2,TIMP2_PERM,0.77817,1.0,0.10169,1.0,0.51818,0.0101
AGRIN_TIMP2,HSPB1_KPYM,0.77703,1.0,0.01724,1.0,0.50862,0.10101
TIMP2_KPYM,CLIC1_HSPB1,0.77703,1.0,0.03448,1.0,0.51304,0.0101
PERM_KPYM,TIMP2_KPYM,0.77677,1.0,0.06897,1.0,0.51351,0.0101
PERM_TIMP2,TIMP2_KPYM,0.77586,1.0,0.05172,1.0,0.50893,0.0101
AGRIN_TIMP2,PERM_TIMP2,0.7758,1.0,0.01695,1.0,0.49565,0.48485
AGRIN_TIMP2,PIGR_AGRIN,0.77564,1.0,0.01695,1.0,0.50427,0.08081
