Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_KPYM,AGRIN_KPYM,0.88077,0,0,0,0,0.5
TIMP-2_MMP9,KPYM_MMP9,0.86111,1.0,0.07143,1.0,0.58065,0.0101
AGRIN_KPYM,KPYM_TIMP-2,0.85769,0,0,0,0,0.5
TIMP-2_MMP9,KPYM_PERM,0.85714,1.0,0.14286,1.0,0.6,0.0202
TIMP-2_AGRIN,KPYM_TIMP-2,0.85714,1.0,0.07143,1.0,0.60606,0.0202
TIMP-2_MMP9,KPYM_TIMP-2,0.84127,1.0,0.07143,1.0,0.58065,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,0.83333,1.0,0.07692,1.0,0.6,0.06061
TIMP-2_AGRIN,KPYM_AGRIN,0.825,1.0,0.07143,1.0,0.60606,0.07071
MMP9_TIMP-2,AGRIN_TIMP-2,0.81955,0,0,0,0,0.5
TIMP-2_MMP9,AGRIN_MMP9,0.81955,1.0,0.07143,1.0,0.59375,0.0101
AGRIN_TIMP-2,KPYM_TIMP-2,0.81786,0,0,0,0,0.5
PERM_MMP9,KPYM_TIMP-2,0.81746,1.0,0.07143,1.0,0.58065,0.12121
TIMP-2_AGRIN,,0.81633,1.0,0.07143,1.0,0.61765,0.27273
AGRIN_TIMP-2,,0.81633,1.0,0.07143,1.0,0.61765,0.57576
TIMP-2_AGRIN,AGRIN_TIMP-2,0.81633,1.0,0.07143,1.0,0.61765,0.0303
MMP9_PERM,TIMP-2_KPYM,0.80769,0,0,0,0,0.5
MMP9_KPYM,TIMP-2_KPYM,0.80342,1.0,0.07692,1.0,0.6,0.0202
TIMP-2_PERM,KPYM_PERM,0.79643,1.0,0.07143,1.0,0.60606,0.08081
TIMP-2_KPYM,AGRIN_TIMP-2,0.79615,0,0,0,0,0.5
PERM_KPYM,AGRIN_TIMP-2,0.79231,0,0,0,0,0.5
MMP9_TIMP-2,PERM_KPYM,0.7906,1.0,0.15385,1.0,0.62069,0.23232
TIMP-2_MMP9,AGRIN_TIMP-2,0.78947,1.0,0.07143,1.0,0.59375,0.0202
