Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_MMP9,AGRIN_MMP9,0.86826,0.98214,0.18868,0.90909,0.56122,0.0101
TIMP-2_PERM,AGRIN_PERM,0.85703,1.0,0.2549,1.0,0.55814,0.0101
TIMP-2_KPYM,AGRIN_KPYM,0.85592,1.0,0.11321,1.0,0.53922,0.0101
PERM_TIMP-2,TIMP-2_AGRIN,0.8509,1.0,0.07843,1.0,0.50526,0.0101
MMP9_TIMP-2,TIMP-2_AGRIN,0.8504,1.0,0.07547,1.0,0.53333,0.0101
MMP9_TIMP-2,AGRIN_TIMP-2,0.84906,1.0,0.01887,1.0,0.51852,0.52525
ADIPOQ_TIMP-2,TIMP-2_PERM,0.84508,1.0,0.16327,1.0,0.51765,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,0.84367,1.0,0.0566,1.0,0.5283,0.0101
TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.84188,0.98077,0.07407,0.8,0.50495,0.0101
MMP9_HSPB1,AGRIN_TIMP-2,0.84074,1.0,0.02041,1.0,0.53846,0.53535
TIMP-2_AGRIN,KPYM_TIMP-2,0.84058,1.0,0.08929,1.0,0.51887,0.0101
TIMP-2_PERM,AGRIN_TIMP-2,0.84028,1.0,0.13725,1.0,0.52174,0.0101
TIMP-2_MMP9,KPYM_MMP9,0.83979,1.0,0.18868,1.0,0.56122,0.0101
MMP9_ADIPOQ,TIMP-2_AGRIN,0.83974,1.0,0.07843,1.0,0.52525,0.0101
TIMP-2_AGRIN,,0.83865,1.0,0.03571,1.0,0.50909,0.0101
AGRIN_TIMP-2,,0.83865,1.0,0.03571,1.0,0.50909,0.51515
TIMP-2_AGRIN,AGRIN_TIMP-2,0.83865,1.0,0.08929,1.0,0.52336,0.0101
AGRIN_TIMP-2,KPYM_TIMP-2,0.83669,1.0,0.03571,1.0,0.50459,0.51515
TIMP-2_KPYM,AGRIN_ADIPOQ,0.83622,1.0,0.07843,1.0,0.52041,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,0.8356,1.0,0.01961,1.0,0.5098,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,0.83533,1.0,0.0566,1.0,0.52381,0.0101
AGRIN_TIMP-2,KPYM_ADIPOQ,0.83406,1.0,0.01852,1.0,0.49038,0.51515
ADIPOQ_PERM,TIMP-2_AGRIN,0.83302,1.0,0.04082,1.0,0.48352,0.0101
MMP9_TIMP-2,KPYM_TIMP-2,0.83259,1.0,0.01887,1.0,0.51402,0.52525
TIMP-2_MMP9,KPYM_ADIPOQ,0.83237,1.0,0.05882,1.0,0.51515,0.0101
MMP9_TIMP-2,AGRIN_ADIPOQ,0.83145,1.0,0.01961,1.0,0.5098,0.52525
TIMP-2_MMP9,AGRIN_ADIPOQ,0.83032,1.0,0.05882,1.0,0.52,0.0101
PERM_ADIPOQ,AGRIN_TIMP-2,0.83024,1.0,0.04082,1.0,0.48352,0.51515
TIMP-2_AGRIN,AGRIN_ADIPOQ,0.82621,1.0,0.07407,1.0,0.5098,0.0101
TIMP-2_MMP9,KPYM_TIMP-2,0.82573,1.0,0.0566,1.0,0.52381,0.0101
TIMP-2_PERM,KPYM_PERM,0.82436,1.0,0.23529,1.0,0.54651,0.0101
MMP9_TIMP-2,KPYM_ADIPOQ,0.82391,1.0,0.03922,1.0,0.51,0.52525
MMP9_ADIPOQ,TIMP-2_KPYM,0.82353,1.0,0.04167,1.0,0.52577,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,0.82345,1.0,0.07547,1.0,0.53333,0.0101
TIMP-2_AGRIN,KPYM_ADIPOQ,0.8199,1.0,0.07407,1.0,0.50495,0.0101
TIMP-2_MMP9,AGRIN_PERM,0.81973,0.97917,0.04082,0.66667,0.5,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,0.81904,1.0,0.02083,1.0,0.52041,0.0101
MMP9_HSPB1,KPYM_TIMP-2,0.81855,1.0,0.02041,1.0,0.53398,0.51515
TIMP-2_MMP9,KPYM_PERM,0.8185,1.0,0.04082,1.0,0.5,0.0101
MMP9_KPYM,TIMP-2_KPYM,0.81745,1.0,0.06,1.0,0.53922,0.0101
HSPB1_MMP9,TIMP-2_MMP9,0.81669,1.0,0.08163,1.0,0.55446,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,0.81561,1.0,0.05882,1.0,0.52,0.0101
ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.81553,1.0,0.09259,1.0,0.51485,0.0101
TIMP-2_PERM,AGRIN_ADIPOQ,0.81447,1.0,0.14286,1.0,0.51163,0.0101
MMP9_TIMP-2,TIMP-2_KPYM,0.81418,1.0,0.04,1.0,0.53398,0.0101
PERM_TIMP-2,KPYM_TIMP-2,0.81393,1.0,0.05882,1.0,0.49474,0.51515
TIMP-2_AGRIN,KPYM_HSPB1,0.81294,1.0,0.05769,1.0,0.52885,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,0.81232,1.0,0.06122,1.0,0.54902,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,0.81137,1.0,0.08511,1.0,0.54737,0.0101
ADIPOQ_PERM,TIMP-2_PERM,0.81122,1.0,0.14286,1.0,0.51163,0.0101
PERM_ADIPOQ,TIMP-2_AGRIN,0.80751,1.0,0.08163,1.0,0.49438,0.0101
TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.80719,1.0,0.05556,1.0,0.5,0.0101
PERM_TIMP-2,AGRIN_TIMP-2,0.80596,1.0,0.03922,1.0,0.49485,0.51515
HSPB1_TIMP-2,AGRIN_HSPB1,0.80563,1.0,0.03846,1.0,0.5283,0.54545
TIMP-2_AGRIN,KPYM_AGRIN,0.80552,1.0,0.07143,1.0,0.51402,0.0101
TIMP-2_PERM,KPYM_ADIPOQ,0.80541,1.0,0.12245,1.0,0.5,0.0101
TIMP-2_PERM,KPYM_TIMP-2,0.80517,1.0,0.11765,1.0,0.51087,0.0101
MMP9_HSPB1,TIMP-2_KPYM,0.80514,1.0,0.04348,1.0,0.55556,0.0202
HSPB1_TIMP-2,TIMP-2_PERM,0.80186,1.0,0.10638,1.0,0.53333,0.0101
PERM_HSPB1,AGRIN_TIMP-2,0.80186,1.0,0.02128,1.0,0.51064,0.51515
TIMP-2_KPYM,AGRIN_HSPB1,0.80074,1.0,0.04082,1.0,0.53922,0.0101
MMP9_KPYM,TIMP-2_AGRIN,0.80073,1.0,0.04,1.0,0.53398,0.0101
MMP9_HSPB1,TIMP-2_AGRIN,0.80066,1.0,0.02041,1.0,0.53846,0.0101
PERM_AGRIN,TIMP-2_AGRIN,0.80025,1.0,0.07843,1.0,0.50526,0.0101
MMP9_ADIPOQ,KPYM_TIMP-2,0.79969,1.0,0.01961,1.0,0.50495,0.52525
HSPB1_PERM,TIMP-2_PERM,0.79965,1.0,0.12766,1.0,0.53933,0.0101
HSPB1_ADIPOQ,TIMP-2_PERM,0.79949,1.0,0.11111,1.0,0.52381,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,0.79751,1.0,0.01961,1.0,0.5098,0.0202
HSPB1_PERM,TIMP-2_MMP9,0.79722,1.0,0.04444,1.0,0.52747,0.0101
PERM_ADIPOQ,TIMP-2_ADIPOQ,0.79638,1.0,0.02041,1.0,0.47826,0.0101
TIMP-2_AGRIN,AGRIN_HSPB1,0.79602,1.0,0.03846,1.0,0.5283,0.0101
ADIPOQ_MMP9,AGRIN_TIMP-2,0.79525,1.0,0.01961,1.0,0.5098,0.0101
MMP9_PERM,TIMP-2_AGRIN,0.79507,1.0,0.04082,1.0,0.50526,0.0101
PERM_TIMP-2,KPYM_ADIPOQ,0.79497,1.0,0.08163,1.0,0.48864,0.50505
PERM_TIMP-2,AGRIN_ADIPOQ,0.79406,1.0,0.04082,1.0,0.48352,0.51515
ADIPOQ_MMP9,KPYM_TIMP-2,0.79354,1.0,0.03922,1.0,0.51,0.0101
ADIPOQ_PERM,TIMP-2_KPYM,0.79317,1.0,0.02128,1.0,0.48315,0.0101
AGRIN_ADIPOQ,KPYM_TIMP-2,0.79267,1.0,0.01852,1.0,0.49038,0.51515
TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.79202,1.0,0.01852,1.0,0.49524,0.0202
PERM_ADIPOQ,KPYM_TIMP-2,0.79165,1.0,0.02041,1.0,0.47253,0.50505
PERM_ADIPOQ,TIMP-2_KPYM,0.78971,1.0,0.06383,1.0,0.49425,0.0101
ADIPOQ_KPYM,AGRIN_TIMP-2,0.78893,1.0,0.01961,1.0,0.50495,0.07071
MMP9_TIMP-2,TIMP-2_ADIPOQ,0.78884,1.0,0.01961,1.0,0.5098,0.0303
PERM_HSPB1,KPYM_TIMP-2,0.78859,1.0,0.02128,1.0,0.50538,0.50505
AGRIN_HSPB1,KPYM_TIMP-2,0.78671,1.0,0.05769,1.0,0.52885,0.50505
ADIPOQ_TIMP-2,TIMP-2_KPYM,0.78508,1.0,0.05882,1.0,0.51515,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,0.78431,1.0,0.05882,1.0,0.52,0.0101
HSPB1_TIMP-2,TIMP-2_AGRIN,0.784,1.0,0.07692,1.0,0.53846,0.0101
KPYM_TIMP-2,,0.78344,1.0,0.05357,1.0,0.50926,0.50505
