Biomarker_1,Biomarker_2,Biomarker_3,Biomarker_4,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_TIMP-2,TIMP-2_AGRIN,KPYM_HSPB1,,0.83357,1.0,0.05769,1.0,0.52885,0.0101
MMP9_HSPB1,HSPB1_PERM,TIMP-2_AGRIN,KPYM_TIMP-2,0.83357,1.0,0.04444,1.0,0.52222,0.0101
MMP9_HSPB1,PERM_AGRIN,TIMP-2_PERM,KPYM_TIMP-2,0.83357,1.0,0.11111,1.0,0.54023,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_PERM,KPYM_TIMP-2,0.83357,1.0,0.04444,1.0,0.52222,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_PERM,0.83357,1.0,0.04444,1.0,0.52222,0.0101
MMP9_PERM,HSPB1_MMP9,TIMP-2_PERM,KPYM_MMP9,0.83357,1.0,0.17778,1.0,0.55952,0.0101
MMP9_PERM,HSPB1_PERM,TIMP-2_AGRIN,KPYM_TIMP-2,0.83357,1.0,0.02222,1.0,0.51648,0.0101
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_AGRIN,KPYM_MMP9,0.83357,1.0,0.04444,1.0,0.52222,0.0101
HSPB1_KPYM,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_PERM,0.83357,1.0,0.06667,1.0,0.52809,0.0101
MMP9_HSPB1,HSPB1_AGRIN,TIMP-2_AGRIN,KPYM_ADIPOQ,0.83354,1.0,0.06383,1.0,0.53684,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_AGRIN,KPYM_HSPB1,0.83354,1.0,0.04255,1.0,0.53125,0.0101
TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_ADIPOQ,,0.83353,0.98039,0.01961,0.5,0.5,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_ADIPOQ,KPYM_AGRIN,0.83353,1.0,0.05882,1.0,0.51515,0.0101
MMP9_ADIPOQ,HSPB1_AGRIN,PERM_ADIPOQ,TIMP-2_AGRIN,0.83351,1.0,0.04651,1.0,0.51765,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_PERM,0.83351,1.0,0.18605,1.0,0.55696,0.0101
MMP9_AGRIN,PERM_HSPB1,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.83351,1.0,0.04651,1.0,0.51765,0.0101
MMP9_AGRIN,PERM_HSPB1,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83351,0.97727,0.02326,0.5,0.50588,0.0101
HSPB1_MMP9,PERM_HSPB1,ADIPOQ_PERM,TIMP-2_MMP9,0.83351,0.97727,0.06977,0.75,0.51807,0.0101
HSPB1_PERM,PERM_HSPB1,ADIPOQ_PERM,TIMP-2_MMP9,0.83351,0.97727,0.06977,0.75,0.51807,0.0101
HSPB1_ADIPOQ,PERM_MMP9,TIMP-2_PERM,AGRIN_ADIPOQ,0.83351,1.0,0.09302,1.0,0.53012,0.0101
HSPB1_TIMP-2,PERM_MMP9,ADIPOQ_AGRIN,TIMP-2_PERM,0.83351,1.0,0.13953,1.0,0.54321,0.0101
HSPB1_AGRIN,PERM_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.83351,1.0,0.04651,1.0,0.51765,0.0101
PERM_AGRIN,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,,0.83349,0.97727,0.06122,0.75,0.48315,0.0101
MMP9_HSPB1,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,,0.83347,0.98077,0.04255,0.66667,0.53125,0.0101
MMP9_AGRIN,ADIPOQ_HSPB1,TIMP-2_AGRIN,,0.83347,1.0,0.06383,1.0,0.54167,0.0101
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83347,1.0,0.04255,1.0,0.53608,0.0101
MMP9_HSPB1,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83347,1.0,0.06383,1.0,0.54167,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.83347,1.0,0.04255,1.0,0.53608,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83347,1.0,0.06383,1.0,0.54167,0.0101
HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_HSPB1,0.83347,1.0,0.04255,1.0,0.53608,0.0101
MMP9_HSPB1,ADIPOQ_TIMP-2,TIMP-2_PERM,KPYM_ADIPOQ,0.83342,1.0,0.18605,1.0,0.55128,0.0101
MMP9_PERM,ADIPOQ_MMP9,TIMP-2_PERM,KPYM_HSPB1,0.83342,1.0,0.13953,1.0,0.5375,0.0101
MMP9_AGRIN,HSPB1_PERM,TIMP-2_MMP9,KPYM_ADIPOQ,0.83342,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_PERM,PERM_KPYM,ADIPOQ_PERM,TIMP-2_PERM,0.83342,1.0,0.30233,1.0,0.58904,0.0101
HSPB1_PERM,ADIPOQ_AGRIN,TIMP-2_KPYM,AGRIN_ADIPOQ,0.83342,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_ADIPOQ,PERM_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.83342,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_PERM,KPYM_AGRIN,0.83342,0.97674,0.04651,0.66667,0.50602,0.0101
HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_PERM,KPYM_MMP9,0.83342,1.0,0.2093,1.0,0.55844,0.0101
HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_AGRIN,AGRIN_KPYM,0.83342,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_AGRIN,PERM_MMP9,TIMP-2_MMP9,KPYM_ADIPOQ,0.83342,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_AGRIN,ADIPOQ_KPYM,TIMP-2_PERM,KPYM_HSPB1,0.83342,1.0,0.16279,1.0,0.5443,0.0101
HSPB1_KPYM,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83342,1.0,0.06977,1.0,0.51807,0.0101
PERM_KPYM,TIMP-2_PERM,AGRIN_HSPB1,KPYM_ADIPOQ,0.83342,1.0,0.11628,1.0,0.53086,0.0101
MMP9_KPYM,PERM_MMP9,TIMP-2_AGRIN,KPYM_PERM,0.83341,1.0,0.06383,1.0,0.51648,0.0101
MMP9_KPYM,TIMP-2_AGRIN,AGRIN_PERM,KPYM_MMP9,0.83341,1.0,0.06383,1.0,0.51648,0.0101
HSPB1_PERM,PERM_AGRIN,TIMP-2_PERM,KPYM_HSPB1,0.83341,1.0,0.17021,1.0,0.54651,0.0101
HSPB1_AGRIN,PERM_AGRIN,TIMP-2_PERM,KPYM_TIMP-2,0.83341,1.0,0.12766,1.0,0.53409,0.0101
HSPB1_AGRIN,TIMP-2_PERM,AGRIN_TIMP-2,KPYM_HSPB1,0.83341,1.0,0.12766,1.0,0.53409,0.0101
PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,KPYM_AGRIN,0.83341,0.97674,0.06122,0.75,0.47727,0.0101
ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_PERM,KPYM_TIMP-2,0.83341,1.0,0.06122,1.0,0.48315,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,KPYM_HSPB1,,0.8334,1.0,0.06122,1.0,0.54455,0.0101
HSPB1_TIMP-2,TIMP-2_KPYM,AGRIN_TIMP-2,,0.8334,1.0,0.04082,1.0,0.53922,0.0101
TIMP-2_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,,0.8334,1.0,0.06122,1.0,0.54455,0.0101
MMP9_HSPB1,TIMP-2_AGRIN,AGRIN_TIMP-2,KPYM_AGRIN,0.8334,1.0,0.06122,1.0,0.54455,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_HSPB1,0.8334,1.0,0.06122,1.0,0.54455,0.0101
HSPB1_MMP9,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_HSPB1,0.8334,1.0,0.08163,1.0,0.55,0.0101
MMP9_ADIPOQ,HSPB1_KPYM,TIMP-2_AGRIN,,0.83333,1.0,0.04545,1.0,0.54839,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,PERM_TIMP-2,TIMP-2_PERM,0.83333,1.0,0.11111,1.0,0.54545,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,PERM_TIMP-2,TIMP-2_AGRIN,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_HSPB1,HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_AGRIN,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_HSPB1,PERM_MMP9,TIMP-2_MMP9,AGRIN_TIMP-2,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_HSPB1,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_PERM,HSPB1_PERM,PERM_TIMP-2,TIMP-2_AGRIN,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_PERM,HSPB1_TIMP-2,PERM_TIMP-2,TIMP-2_AGRIN,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_KPYM,KPYM_MMP9,0.83333,1.0,0.04545,1.0,0.54839,0.0202
MMP9_TIMP-2,PERM_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.83333,1.0,0.08163,1.0,0.51613,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.83333,1.0,0.02083,1.0,0.52041,0.0202
MMP9_AGRIN,HSPB1_PERM,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83333,1.0,0.04444,1.0,0.52747,0.0101
MMP9_AGRIN,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_ADIPOQ,0.83333,0.98039,0.04167,0.66667,0.52083,0.0303
MMP9_KPYM,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.83333,1.0,0.04167,1.0,0.52577,0.0202
MMP9_KPYM,ADIPOQ_MMP9,TIMP-2_KPYM,KPYM_MMP9,0.83333,1.0,0.08333,1.0,0.53684,0.0101
HSPB1_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.83333,1.0,0.04444,1.0,0.50575,0.0101
HSPB1_TIMP-2,PERM_AGRIN,ADIPOQ_PERM,TIMP-2_AGRIN,0.83333,1.0,0.06667,1.0,0.51163,0.0101
HSPB1_TIMP-2,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_PERM,0.83333,1.0,0.06383,1.0,0.52174,0.0101
PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83333,1.0,0.06667,1.0,0.51163,0.0101
MMP9_PERM,PERM_ADIPOQ,TIMP-2_AGRIN,KPYM_PERM,0.83325,1.0,0.04255,1.0,0.48864,0.0101
MMP9_PERM,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_TIMP-2,0.83325,1.0,0.06383,1.0,0.49425,0.0101
MMP9_PERM,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.83325,1.0,0.14894,1.0,0.51807,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,0.83325,1.0,0.04255,1.0,0.48864,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_AGRIN,KPYM_MMP9,0.83325,1.0,0.06383,1.0,0.49425,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_KPYM,TIMP-2_PERM,0.83325,1.0,0.11628,1.0,0.55294,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_AGRIN,AGRIN_HSPB1,0.83325,1.0,0.04651,1.0,0.53409,0.0101
MMP9_KPYM,HSPB1_PERM,TIMP-2_AGRIN,KPYM_MMP9,0.83325,1.0,0.04651,1.0,0.53409,0.0101
HSPB1_PERM,PERM_KPYM,TIMP-2_MMP9,KPYM_MMP9,0.83325,1.0,0.16279,1.0,0.56627,0.0101
HSPB1_KPYM,PERM_TIMP-2,TIMP-2_MMP9,KPYM_MMP9,0.83325,1.0,0.13953,1.0,0.55952,0.0101
HSPB1_KPYM,PERM_KPYM,TIMP-2_MMP9,AGRIN_PERM,0.83325,0.97872,0.06977,0.75,0.53488,0.0101
PERM_MMP9,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_PERM,0.83325,1.0,0.08511,1.0,0.5,0.0101
PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_PERM,0.83325,1.0,0.04255,1.0,0.48864,0.0101
PERM_AGRIN,ADIPOQ_PERM,TIMP-2_AGRIN,KPYM_MMP9,0.83325,1.0,0.06383,1.0,0.49425,0.0101
PERM_KPYM,ADIPOQ_PERM,AGRIN_TIMP-2,KPYM_PERM,0.83325,1.0,0.04255,1.0,0.48864,0.0101
PERM_KPYM,ADIPOQ_TIMP-2,TIMP-2_AGRIN,AGRIN_PERM,0.83325,1.0,0.08511,1.0,0.5,0.0101
PERM_KPYM,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_AGRIN,0.83325,1.0,0.14894,1.0,0.51807,0.0101
PERM_KPYM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,KPYM_AGRIN,0.83325,0.97674,0.08511,0.8,0.49412,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_PERM,KPYM_TIMP-2,0.83325,1.0,0.04255,1.0,0.48864,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_PERM,0.83325,1.0,0.04255,1.0,0.48864,0.0101
ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_PERM,0.83325,1.0,0.02128,1.0,0.48315,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_PERM,KPYM_ADIPOQ,0.83325,1.0,0.04255,1.0,0.48864,0.0101
MMP9_ADIPOQ,PERM_HSPB1,TIMP-2_KPYM,AGRIN_TIMP-2,0.83324,1.0,0.04878,1.0,0.52439,0.0202
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,0.83324,1.0,0.04878,1.0,0.52439,0.0202
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_HSPB1,TIMP-2_KPYM,0.83324,1.0,0.04878,1.0,0.52439,0.0101
MMP9_KPYM,HSPB1_PERM,PERM_ADIPOQ,TIMP-2_PERM,0.83324,1.0,0.21951,1.0,0.57333,0.0101
MMP9_KPYM,HSPB1_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83324,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_PERM,ADIPOQ_KPYM,TIMP-2_PERM,KPYM_MMP9,0.83324,1.0,0.2439,1.0,0.58108,0.0101
HSPB1_PERM,TIMP-2_KPYM,AGRIN_ADIPOQ,KPYM_MMP9,0.83324,1.0,0.07317,1.0,0.53086,0.0202
HSPB1_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_PERM,0.83324,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_KPYM,ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_PERM,0.83324,0.97674,0.07317,0.75,0.525,0.0101
MMP9_AGRIN,HSPB1_KPYM,TIMP-2_MMP9,KPYM_TIMP-2,0.8332,1.0,0.04348,1.0,0.55556,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_PERM,,0.83317,1.0,0.14894,1.0,0.52381,0.0101
MMP9_PERM,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.83317,1.0,0.06383,1.0,0.5,0.0101
MMP9_PERM,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83317,1.0,0.06383,1.0,0.5,0.0101
MMP9_ADIPOQ,PERM_MMP9,ADIPOQ_PERM,TIMP-2_AGRIN,0.83317,1.0,0.06383,1.0,0.5,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83317,1.0,0.02128,1.0,0.48889,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_ADIPOQ,0.83317,1.0,0.04255,1.0,0.49438,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83317,0.97727,0.06383,0.75,0.49425,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.83317,0.97727,0.06383,0.75,0.49425,0.0101
PERM_MMP9,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.83317,1.0,0.04255,1.0,0.49438,0.0101
MMP9_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,,0.83314,1.0,0.07843,1.0,0.52041,0.0101
ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_KPYM,KPYM_ADIPOQ,0.83314,1.0,0.07843,1.0,0.52041,0.0101
MMP9_TIMP-2,ADIPOQ_HSPB1,TIMP-2_ADIPOQ,KPYM_HSPB1,0.83312,1.0,0.02128,1.0,0.52577,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_HSPB1,0.83312,1.0,0.02128,1.0,0.52577,0.0101
HSPB1_AGRIN,ADIPOQ_AGRIN,TIMP-2_KPYM,AGRIN_ADIPOQ,0.83312,1.0,0.08511,1.0,0.54255,0.0101
HSPB1_KPYM,ADIPOQ_TIMP-2,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.83312,1.0,0.02128,1.0,0.52577,0.0101
HSPB1_KPYM,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83312,1.0,0.04255,1.0,0.53125,0.0101
MMP9_HSPB1,TIMP-2_PERM,AGRIN_TIMP-2,KPYM_PERM,0.8331,1.0,0.2,1.0,0.56627,0.0101
MMP9_PERM,TIMP-2_PERM,AGRIN_HSPB1,KPYM_MMP9,0.8331,1.0,0.15556,1.0,0.55294,0.0101
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_PERM,KPYM_MMP9,0.8331,1.0,0.15556,1.0,0.55294,0.0101
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_PERM,KPYM_TIMP-2,0.8331,1.0,0.13333,1.0,0.54651,0.0101
MMP9_AGRIN,PERM_HSPB1,TIMP-2_AGRIN,KPYM_TIMP-2,0.8331,1.0,0.04444,1.0,0.52222,0.0101
HSPB1_MMP9,PERM_HSPB1,TIMP-2_AGRIN,KPYM_TIMP-2,0.8331,1.0,0.02222,1.0,0.51648,0.0101
HSPB1_MMP9,PERM_TIMP-2,TIMP-2_AGRIN,KPYM_PERM,0.8331,1.0,0.04444,1.0,0.52222,0.0101
HSPB1_PERM,PERM_KPYM,TIMP-2_PERM,KPYM_HSPB1,0.8331,1.0,0.15556,1.0,0.55294,0.0101
PERM_HSPB1,TIMP-2_PERM,AGRIN_KPYM,KPYM_PERM,0.8331,1.0,0.24444,1.0,0.58025,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83309,1.0,0.06122,1.0,0.54902,0.0101
MMP9_PERM,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_TIMP-2,0.83307,1.0,0.06667,1.0,0.50588,0.0101
MMP9_ADIPOQ,PERM_KPYM,TIMP-2_AGRIN,AGRIN_PERM,0.83307,1.0,0.04444,1.0,0.5,0.0101
MMP9_AGRIN,ADIPOQ_TIMP-2,TIMP-2_PERM,AGRIN_KPYM,0.83307,1.0,0.15556,1.0,0.53086,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_ADIPOQ,0.83307,1.0,0.04444,1.0,0.5,0.0101
MMP9_KPYM,PERM_TIMP-2,TIMP-2_MMP9,AGRIN_ADIPOQ,0.83307,1.0,0.04444,1.0,0.5,0.0101
MMP9_KPYM,PERM_AGRIN,ADIPOQ_MMP9,TIMP-2_KPYM,0.83307,1.0,0.06667,1.0,0.50588,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,AGRIN_PERM,0.83307,1.0,0.06667,1.0,0.50588,0.0101
MMP9_KPYM,ADIPOQ_TIMP-2,TIMP-2_PERM,KPYM_TIMP-2,0.83307,1.0,0.15556,1.0,0.53086,0.0101
HSPB1_PERM,TIMP-2_AGRIN,AGRIN_ADIPOQ,KPYM_TIMP-2,0.83307,1.0,0.04444,1.0,0.5,0.0101
HSPB1_ADIPOQ,PERM_ADIPOQ,TIMP-2_PERM,KPYM_ADIPOQ,0.83307,1.0,0.17778,1.0,0.5375,0.0101
PERM_MMP9,ADIPOQ_KPYM,TIMP-2_AGRIN,KPYM_ADIPOQ,0.83307,1.0,0.04444,1.0,0.5,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_KPYM,KPYM_TIMP-2,0.83307,1.0,0.04444,1.0,0.5,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,,0.83306,1.0,0.04255,1.0,0.53608,0.0101
HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,,0.83306,0.98077,0.08511,0.8,0.54255,0.0101
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_TIMP-2,0.83306,1.0,0.02128,1.0,0.53061,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.83306,1.0,0.08511,1.0,0.54737,0.0202
ADIPOQ_PERM,TIMP-2_AGRIN,,,0.83302,1.0,0.04082,1.0,0.48352,0.0101
HSPB1_TIMP-2,TIMP-2_AGRIN,AGRIN_MMP9,KPYM_TIMP-2,0.83302,1.0,0.04082,1.0,0.53922,0.0101
MMP9_HSPB1,HSPB1_ADIPOQ,PERM_MMP9,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_PERM,HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,TIMP-2_PERM,AGRIN_MMP9,0.83298,1.0,0.16279,1.0,0.55,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_MMP9,0.83298,1.0,0.06977,1.0,0.52381,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,PERM_HSPB1,ADIPOQ_TIMP-2,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_TIMP-2,HSPB1_PERM,ADIPOQ_MMP9,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_TIMP-2,PERM_HSPB1,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_TIMP-2,PERM_HSPB1,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_PERM,0.83298,1.0,0.11628,1.0,0.53659,0.0101
MMP9_AGRIN,HSPB1_PERM,ADIPOQ_PERM,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
MMP9_AGRIN,PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.83298,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_PERM,PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_MMP9,0.83298,1.0,0.06977,1.0,0.52381,0.0101
HSPB1_PERM,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,0.83298,0.97727,0.04651,0.66667,0.5119,0.0101
HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_PERM,0.83298,0.97727,0.04651,0.66667,0.5119,0.0101
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.83298,1.0,0.04651,1.0,0.51765,0.0101
PERM_HSPB1,ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,0.83298,1.0,0.04651,1.0,0.51765,0.0101
ADIPOQ_TIMP-2,TIMP-2_AGRIN,AGRIN_TIMP-2,KPYM_ADIPOQ,0.83297,1.0,0.09259,1.0,0.51,0.0101
MMP9_PERM,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_KPYM,0.83296,1.0,0.06383,1.0,0.51648,0.0101
HSPB1_TIMP-2,PERM_AGRIN,TIMP-2_AGRIN,KPYM_PERM,0.83296,1.0,0.06383,1.0,0.51648,0.0101
PERM_HSPB1,TIMP-2_AGRIN,AGRIN_TIMP-2,KPYM_AGRIN,0.83296,1.0,0.06383,1.0,0.51648,0.0101
PERM_TIMP-2,TIMP-2_MMP9,AGRIN_KPYM,KPYM_TIMP-2,0.83296,1.0,0.04255,1.0,0.51087,0.0101
MMP9_AGRIN,TIMP-2_MMP9,AGRIN_KPYM,KPYM_ADIPOQ,0.83292,1.0,0.0625,1.0,0.53125,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_KPYM,KPYM_ADIPOQ,0.83292,1.0,0.04167,1.0,0.52577,0.0101
HSPB1_TIMP-2,TIMP-2_PERM,AGRIN_HSPB1,,0.83289,1.0,0.12766,1.0,0.53933,0.0101
MMP9_HSPB1,HSPB1_MMP9,ADIPOQ_AGRIN,TIMP-2_KPYM,0.83289,1.0,0.04545,1.0,0.54839,0.0202
MMP9_HSPB1,HSPB1_AGRIN,ADIPOQ_KPYM,TIMP-2_AGRIN,0.83289,1.0,0.04545,1.0,0.54839,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_KPYM,KPYM_HSPB1,0.83289,1.0,0.04545,1.0,0.54839,0.0202
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.83289,0.98039,0.02273,0.5,0.53763,0.0303
MMP9_KPYM,HSPB1_TIMP-2,ADIPOQ_AGRIN,TIMP-2_MMP9,0.83289,1.0,0.06818,1.0,0.55435,0.0101
MMP9_KPYM,HSPB1_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.83289,1.0,0.04545,1.0,0.54839,0.0101
HSPB1_AGRIN,ADIPOQ_MMP9,TIMP-2_KPYM,KPYM_TIMP-2,0.83289,1.0,0.02273,1.0,0.54255,0.0101
MMP9_AGRIN,ADIPOQ_PERM,TIMP-2_AGRIN,KPYM_HSPB1,0.83288,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_MMP9,PERM_TIMP-2,TIMP-2_AGRIN,KPYM_ADIPOQ,0.83288,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_PERM,PERM_KPYM,ADIPOQ_HSPB1,TIMP-2_KPYM,0.83288,1.0,0.06977,1.0,0.51807,0.0101
