Biomarker_1,Biomarker_2,Biomarker_3,Biomarker_4,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_MMP9,PERM_AGRIN,TIMP-2_AGRIN,KPYM_ADIPOQ,0.81936,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_PERM,PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_KPYM,0.81936,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_PERM,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_ADIPOQ,0.81936,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_ADIPOQ,PERM_ADIPOQ,TIMP-2_AGRIN,AGRIN_KPYM,0.81936,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_ADIPOQ,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_KPYM,0.81936,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_ADIPOQ,PERM_TIMP-2,TIMP-2_PERM,KPYM_MMP9,0.81936,1.0,0.16279,1.0,0.5443,0.0101
HSPB1_TIMP-2,PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,0.81936,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.81936,1.0,0.02128,1.0,0.52577,0.0202
HSPB1_AGRIN,ADIPOQ_MMP9,TIMP-2_PERM,KPYM_HSPB1,0.81936,1.0,0.11628,1.0,0.53086,0.0101
HSPB1_KPYM,ADIPOQ_AGRIN,TIMP-2_PERM,AGRIN_HSPB1,0.81936,1.0,0.11628,1.0,0.53086,0.0101
HSPB1_KPYM,TIMP-2_AGRIN,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.81936,1.0,0.04255,1.0,0.53125,0.0101
PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_KPYM,AGRIN_PERM,0.81936,1.0,0.04651,1.0,0.5119,0.0101
PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_KPYM,AGRIN_HSPB1,0.81936,1.0,0.06977,1.0,0.51807,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_HSPB1,0.81936,1.0,0.13953,1.0,0.5375,0.0101
ADIPOQ_TIMP-2,TIMP-2_PERM,AGRIN_HSPB1,KPYM_MMP9,0.81936,1.0,0.18605,1.0,0.55128,0.0101
ADIPOQ_TIMP-2,TIMP-2_KPYM,AGRIN_HSPB1,KPYM_ADIPOQ,0.81936,1.0,0.04255,1.0,0.53125,0.0101
MMP9_ADIPOQ,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.8193,1.0,0.05882,1.0,0.51515,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_MMP9,0.8193,1.0,0.03922,1.0,0.51,0.0202
TIMP-2_MMP9,AGRIN_KPYM,KPYM_TIMP-2,,0.81927,1.0,0.04,1.0,0.53398,0.0101
MMP9_HSPB1,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.81924,1.0,0.02326,1.0,0.51163,0.0202
MMP9_HSPB1,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.81924,1.0,0.04651,1.0,0.51765,0.0101
MMP9_HSPB1,PERM_AGRIN,TIMP-2_PERM,AGRIN_ADIPOQ,0.81924,1.0,0.11628,1.0,0.53659,0.0101
MMP9_PERM,ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,0.81924,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,HSPB1_PERM,TIMP-2_AGRIN,AGRIN_PERM,0.81924,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,PERM_HSPB1,TIMP-2_AGRIN,AGRIN_PERM,0.81924,1.0,0.02326,1.0,0.51163,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_PERM,TIMP-2_ADIPOQ,0.81924,1.0,0.02326,1.0,0.51163,0.0101
HSPB1_MMP9,ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_HSPB1,0.81924,1.0,0.18605,1.0,0.55696,0.0101
HSPB1_ADIPOQ,PERM_HSPB1,ADIPOQ_MMP9,TIMP-2_AGRIN,0.81924,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_ADIPOQ,PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,0.81924,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_TIMP-2,PERM_MMP9,ADIPOQ_PERM,AGRIN_HSPB1,0.81924,1.0,0.02326,1.0,0.51163,0.0202
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.81924,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_AGRIN,PERM_AGRIN,ADIPOQ_HSPB1,TIMP-2_MMP9,0.81924,1.0,0.04651,1.0,0.51765,0.0101
PERM_MMP9,ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_HSPB1,0.81924,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_HSPB1,0.81923,1.0,0.08,1.0,0.53061,0.0101
HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,AGRIN_HSPB1,0.81923,1.0,0.06,1.0,0.52525,0.0101
HSPB1_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,0.81923,1.0,0.08,1.0,0.53061,0.0101
HSPB1_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,,0.81919,1.0,0.06667,1.0,0.51163,0.0101
HSPB1_ADIPOQ,PERM_ADIPOQ,TIMP-2_AGRIN,,0.81919,1.0,0.06667,1.0,0.51163,0.0101
HSPB1_AGRIN,PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_AGRIN,0.81919,1.0,0.06667,1.0,0.51163,0.0101
MMP9_PERM,PERM_MMP9,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.81915,1.0,0.06383,1.0,0.5,0.0101
MMP9_ADIPOQ,PERM_MMP9,ADIPOQ_MMP9,TIMP-2_MMP9,0.81915,1.0,0.08511,1.0,0.50575,0.0101
HSPB1_AGRIN,PERM_AGRIN,TIMP-2_AGRIN,AGRIN_PERM,0.81915,1.0,0.06383,1.0,0.52174,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,,0.81912,1.0,0.06667,1.0,0.50588,0.0101
MMP9_PERM,PERM_ADIPOQ,ADIPOQ_KPYM,TIMP-2_KPYM,0.81912,1.0,0.11111,1.0,0.51807,0.0101
MMP9_PERM,PERM_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_KPYM,0.81912,1.0,0.04444,1.0,0.5,0.0202
MMP9_PERM,PERM_KPYM,ADIPOQ_KPYM,TIMP-2_KPYM,0.81912,1.0,0.08889,1.0,0.5119,0.0101
MMP9_PERM,ADIPOQ_TIMP-2,TIMP-2_KPYM,AGRIN_ADIPOQ,0.81912,1.0,0.04444,1.0,0.5,0.0101
MMP9_ADIPOQ,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_PERM,0.81912,1.0,0.04444,1.0,0.5,0.0101
MMP9_ADIPOQ,ADIPOQ_KPYM,TIMP-2_KPYM,AGRIN_PERM,0.81912,1.0,0.08889,1.0,0.5119,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,0.81912,1.0,0.04444,1.0,0.5,0.0101
MMP9_TIMP-2,PERM_TIMP-2,TIMP-2_KPYM,KPYM_ADIPOQ,0.81912,1.0,0.04444,1.0,0.5,0.0101
MMP9_AGRIN,PERM_KPYM,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.81912,1.0,0.06667,1.0,0.50588,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.81912,1.0,0.02222,1.0,0.49425,0.0101
HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.81912,1.0,0.04444,1.0,0.5,0.0101
PERM_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_ADIPOQ,0.81912,1.0,0.04444,1.0,0.5,0.0101
PERM_HSPB1,ADIPOQ_HSPB1,TIMP-2_AGRIN,KPYM_AGRIN,0.81912,1.0,0.06667,1.0,0.50588,0.0101
PERM_HSPB1,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.81912,0.97674,0.02222,0.5,0.48837,0.0101
PERM_ADIPOQ,ADIPOQ_KPYM,TIMP-2_KPYM,AGRIN_MMP9,0.81912,1.0,0.08889,1.0,0.5119,0.0101
PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_KPYM,KPYM_MMP9,0.81912,1.0,0.04444,1.0,0.5,0.0101
PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,KPYM_HSPB1,0.81912,0.97674,0.06667,0.75,0.5,0.0101
ADIPOQ_HSPB1,TIMP-2_AGRIN,AGRIN_PERM,KPYM_ADIPOQ,0.81912,1.0,0.04444,1.0,0.5,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_AGRIN,0.81907,1.0,0.06818,1.0,0.55435,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.81907,0.98039,0.04545,0.66667,0.54348,0.0404
HSPB1_MMP9,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_KPYM,0.81907,0.98039,0.09091,0.8,0.55556,0.0101
MMP9_PERM,HSPB1_KPYM,ADIPOQ_KPYM,TIMP-2_PERM,0.81906,1.0,0.14634,1.0,0.55128,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,PERM_MMP9,TIMP-2_KPYM,0.81906,1.0,0.04878,1.0,0.52439,0.0303
MMP9_AGRIN,HSPB1_ADIPOQ,PERM_KPYM,TIMP-2_KPYM,0.81906,1.0,0.04878,1.0,0.52439,0.0101
MMP9_KPYM,HSPB1_MMP9,PERM_ADIPOQ,TIMP-2_AGRIN,0.81906,1.0,0.04878,1.0,0.52439,0.0101
MMP9_KPYM,HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_ADIPOQ,0.81906,1.0,0.02439,1.0,0.51807,0.0101
MMP9_KPYM,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.81906,1.0,0.04878,1.0,0.52439,0.0101
MMP9_KPYM,PERM_AGRIN,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.81906,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_MMP9,PERM_ADIPOQ,ADIPOQ_KPYM,TIMP-2_KPYM,0.81906,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_MMP9,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_PERM,0.81906,0.97674,0.09756,0.8,0.53165,0.0101
HSPB1_ADIPOQ,PERM_MMP9,ADIPOQ_KPYM,TIMP-2_PERM,0.81906,1.0,0.12195,1.0,0.5443,0.0101
HSPB1_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_KPYM,0.81906,0.97674,0.04878,0.66667,0.51852,0.0101
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_KPYM,0.81906,1.0,0.02439,1.0,0.51807,0.0202
HSPB1_KPYM,PERM_ADIPOQ,TIMP-2_MMP9,KPYM_HSPB1,0.81906,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_KPYM,ADIPOQ_HSPB1,TIMP-2_MMP9,KPYM_PERM,0.81906,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_KPYM,TIMP-2_PERM,AGRIN_MMP9,KPYM_ADIPOQ,0.81906,1.0,0.17073,1.0,0.55844,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,,,0.81904,1.0,0.02083,1.0,0.52041,0.0101
MMP9_ADIPOQ,ADIPOQ_MMP9,TIMP-2_KPYM,KPYM_MMP9,0.81904,1.0,0.04167,1.0,0.52577,0.0101
MMP9_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_KPYM,KPYM_TIMP-2,0.81904,1.0,0.04167,1.0,0.52577,0.0101
MMP9_AGRIN,ADIPOQ_TIMP-2,TIMP-2_KPYM,KPYM_AGRIN,0.81904,1.0,0.04167,1.0,0.52577,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_TIMP-2,,0.819,1.0,0.01961,1.0,0.5098,0.0101
MMP9_HSPB1,HSPB1_AGRIN,PERM_HSPB1,TIMP-2_AGRIN,0.81898,1.0,0.04444,1.0,0.52747,0.0101
MMP9_PERM,HSPB1_MMP9,PERM_AGRIN,TIMP-2_PERM,0.81898,1.0,0.17778,1.0,0.56471,0.0101
MMP9_PERM,HSPB1_PERM,TIMP-2_AGRIN,AGRIN_TIMP-2,0.81898,1.0,0.04444,1.0,0.52747,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_PERM,AGRIN_TIMP-2,0.81898,1.0,0.11111,1.0,0.54545,0.0101
HSPB1_TIMP-2,PERM_AGRIN,TIMP-2_MMP9,AGRIN_PERM,0.81898,1.0,0.04444,1.0,0.52747,0.0101
MMP9_KPYM,HSPB1_MMP9,TIMP-2_AGRIN,AGRIN_HSPB1,0.81897,1.0,0.04348,1.0,0.55556,0.0101
MMP9_HSPB1,ADIPOQ_HSPB1,TIMP-2_MMP9,KPYM_HSPB1,0.81894,1.0,0.06383,1.0,0.53684,0.0101
MMP9_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_HSPB1,0.81894,1.0,0.04255,1.0,0.53125,0.0101
HSPB1_ADIPOQ,ADIPOQ_KPYM,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.81894,1.0,0.04255,1.0,0.53125,0.0101
HSPB1_AGRIN,ADIPOQ_HSPB1,TIMP-2_KPYM,AGRIN_HSPB1,0.81894,1.0,0.04255,1.0,0.53125,0.0101
HSPB1_AGRIN,ADIPOQ_KPYM,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.81894,1.0,0.06383,1.0,0.53684,0.0101
HSPB1_AGRIN,TIMP-2_AGRIN,AGRIN_KPYM,KPYM_ADIPOQ,0.81894,1.0,0.04255,1.0,0.53125,0.0101
HSPB1_KPYM,TIMP-2_AGRIN,AGRIN_KPYM,KPYM_ADIPOQ,0.81894,1.0,0.04255,1.0,0.53125,0.0101
PERM_MMP9,TIMP-2_PERM,KPYM_TIMP-2,,0.81893,1.0,0.10204,1.0,0.51648,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,AGRIN_PERM,KPYM_PERM,0.81893,1.0,0.06122,1.0,0.50538,0.0101
MMP9_HSPB1,HSPB1_AGRIN,TIMP-2_AGRIN,KPYM_AGRIN,0.81892,1.0,0.06122,1.0,0.54455,0.0101
HSPB1_PERM,PERM_HSPB1,TIMP-2_AGRIN,KPYM_AGRIN,0.81892,1.0,0.06383,1.0,0.51648,0.0101
HSPB1_TIMP-2,TIMP-2_AGRIN,AGRIN_TIMP-2,KPYM_PERM,0.81892,1.0,0.06383,1.0,0.51648,0.0101
PERM_MMP9,TIMP-2_AGRIN,AGRIN_KPYM,KPYM_AGRIN,0.81892,1.0,0.06383,1.0,0.51648,0.0101
ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,KPYM_MMP9,0.81892,1.0,0.07843,1.0,0.52041,0.0101
MMP9_HSPB1,TIMP-2_MMP9,KPYM_PERM,,0.81891,1.0,0.04444,1.0,0.52222,0.0101
MMP9_HSPB1,TIMP-2_PERM,AGRIN_TIMP-2,KPYM_MMP9,0.81891,1.0,0.11111,1.0,0.54023,0.0101
HSPB1_TIMP-2,PERM_MMP9,TIMP-2_MMP9,KPYM_TIMP-2,0.81891,1.0,0.04444,1.0,0.52222,0.0101
HSPB1_TIMP-2,PERM_KPYM,TIMP-2_PERM,AGRIN_KPYM,0.81891,1.0,0.13333,1.0,0.54651,0.0101
HSPB1_KPYM,PERM_AGRIN,TIMP-2_AGRIN,KPYM_AGRIN,0.81891,1.0,0.06667,1.0,0.52809,0.0101
PERM_MMP9,TIMP-2_MMP9,AGRIN_PERM,KPYM_HSPB1,0.81891,1.0,0.04444,1.0,0.52222,0.0101
PERM_MMP9,TIMP-2_AGRIN,AGRIN_HSPB1,KPYM_TIMP-2,0.81891,1.0,0.02222,1.0,0.51648,0.0101
MMP9_PERM,HSPB1_PERM,TIMP-2_KPYM,AGRIN_TIMP-2,0.8189,1.0,0.02326,1.0,0.52809,0.0101
MMP9_PERM,ADIPOQ_AGRIN,TIMP-2_AGRIN,KPYM_TIMP-2,0.8189,1.0,0.04255,1.0,0.48864,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_ADIPOQ,KPYM_MMP9,0.8189,1.0,0.02128,1.0,0.48315,0.0202
MMP9_TIMP-2,TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.8189,1.0,0.12766,1.0,0.5119,0.0101
MMP9_KPYM,HSPB1_PERM,PERM_MMP9,TIMP-2_KPYM,0.8189,1.0,0.04651,1.0,0.53409,0.0101
MMP9_KPYM,HSPB1_PERM,TIMP-2_MMP9,AGRIN_HSPB1,0.8189,1.0,0.04651,1.0,0.53409,0.0101
MMP9_KPYM,PERM_HSPB1,TIMP-2_MMP9,KPYM_PERM,0.8189,1.0,0.04651,1.0,0.53409,0.0101
PERM_MMP9,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_ADIPOQ,0.8189,1.0,0.04255,1.0,0.48864,0.0101
PERM_MMP9,TIMP-2_AGRIN,AGRIN_ADIPOQ,KPYM_AGRIN,0.8189,1.0,0.04255,1.0,0.48864,0.0101
PERM_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_TIMP-2,0.8189,1.0,0.02128,1.0,0.48315,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,KPYM_AGRIN,0.8189,1.0,0.02128,1.0,0.48315,0.0101
MMP9_PERM,PERM_AGRIN,TIMP-2_AGRIN,,0.81888,1.0,0.06122,1.0,0.51064,0.0101
MMP9_PERM,HSPB1_PERM,TIMP-2_AGRIN,KPYM_ADIPOQ,0.81882,1.0,0.02326,1.0,0.50588,0.0101
MMP9_PERM,ADIPOQ_AGRIN,TIMP-2_PERM,KPYM_HSPB1,0.81882,1.0,0.13953,1.0,0.5375,0.0101
MMP9_ADIPOQ,HSPB1_PERM,TIMP-2_AGRIN,KPYM_PERM,0.81882,1.0,0.02326,1.0,0.50588,0.0101
MMP9_ADIPOQ,HSPB1_PERM,TIMP-2_AGRIN,KPYM_AGRIN,0.81882,1.0,0.04651,1.0,0.5119,0.0101
MMP9_ADIPOQ,PERM_MMP9,TIMP-2_AGRIN,KPYM_HSPB1,0.81882,1.0,0.02326,1.0,0.50588,0.0101
MMP9_ADIPOQ,PERM_HSPB1,TIMP-2_MMP9,KPYM_HSPB1,0.81882,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_PERM,ADIPOQ_MMP9,TIMP-2_PERM,KPYM_AGRIN,0.81882,1.0,0.23256,1.0,0.56579,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_PERM,KPYM_ADIPOQ,0.81882,1.0,0.16279,1.0,0.5443,0.0101
HSPB1_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_HSPB1,KPYM_ADIPOQ,0.81882,1.0,0.04,1.0,0.51515,0.0101
HSPB1_TIMP-2,PERM_KPYM,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.81882,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_AGRIN,KPYM_ADIPOQ,0.81882,1.0,0.08,1.0,0.52577,0.0101
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_KPYM,0.81882,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_AGRIN,ADIPOQ_HSPB1,TIMP-2_AGRIN,KPYM_ADIPOQ,0.81882,1.0,0.06,1.0,0.52041,0.0101
HSPB1_AGRIN,TIMP-2_ADIPOQ,AGRIN_HSPB1,KPYM_ADIPOQ,0.81882,1.0,0.02,1.0,0.51,0.0101
PERM_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_HSPB1,0.81882,1.0,0.04651,1.0,0.5119,0.0101
MMP9_AGRIN,ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_HSPB1,0.81874,1.0,0.06383,1.0,0.54167,0.0101
MMP9_HSPB1,TIMP-2_PERM,AGRIN_ADIPOQ,,0.81871,1.0,0.11628,1.0,0.53659,0.0101
MMP9_ADIPOQ,PERM_HSPB1,TIMP-2_AGRIN,,0.81871,1.0,0.02326,1.0,0.51163,0.0101
MMP9_HSPB1,ADIPOQ_HSPB1,TIMP-2_PERM,AGRIN_ADIPOQ,0.81871,1.0,0.13953,1.0,0.54321,0.0101
MMP9_HSPB1,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.81871,1.0,0.02326,1.0,0.51163,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,ADIPOQ_PERM,TIMP-2_AGRIN,0.81871,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_AGRIN,AGRIN_PERM,0.81871,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,HSPB1_PERM,PERM_ADIPOQ,TIMP-2_AGRIN,0.81871,1.0,0.04651,1.0,0.51765,0.0101
MMP9_ADIPOQ,PERM_HSPB1,ADIPOQ_MMP9,TIMP-2_AGRIN,0.81871,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_MMP9,ADIPOQ_HSPB1,TIMP-2_PERM,AGRIN_HSPB1,0.81871,1.0,0.18605,1.0,0.55696,0.0101
HSPB1_MMP9,ADIPOQ_PERM,TIMP-2_AGRIN,AGRIN_TIMP-2,0.81871,1.0,0.04651,1.0,0.51765,0.0101
HSPB1_PERM,ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_TIMP-2,0.81871,1.0,0.02326,1.0,0.51163,0.0101
HSPB1_TIMP-2,PERM_MMP9,ADIPOQ_MMP9,TIMP-2_MMP9,0.81871,1.0,0.06977,1.0,0.52381,0.0101
HSPB1_TIMP-2,PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,0.81871,1.0,0.06977,1.0,0.52381,0.0101
HSPB1_AGRIN,PERM_MMP9,ADIPOQ_HSPB1,TIMP-2_MMP9,0.81871,1.0,0.06977,1.0,0.52381,0.0101
HSPB1_AGRIN,PERM_HSPB1,ADIPOQ_MMP9,TIMP-2_MMP9,0.81871,1.0,0.04651,1.0,0.51765,0.0101
ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_TIMP-2,,0.8187,1.0,0.06122,1.0,0.48315,0.0101
PERM_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.8187,1.0,0.06122,1.0,0.48315,0.0101
HSPB1_ADIPOQ,PERM_HSPB1,TIMP-2_ADIPOQ,,0.81869,1.0,0.02222,1.0,0.5,0.0101
HSPB1_PERM,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_ADIPOQ,0.81869,1.0,0.06667,1.0,0.51163,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,,0.81867,1.0,0.04255,1.0,0.49438,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_PERM,AGRIN_ADIPOQ,0.81867,1.0,0.12766,1.0,0.51765,0.0101
MMP9_HSPB1,TIMP-2_KPYM,AGRIN_MMP9,KPYM_ADIPOQ,0.81863,1.0,0.04545,1.0,0.54839,0.0202
MMP9_ADIPOQ,ADIPOQ_MMP9,TIMP-2_KPYM,KPYM_TIMP-2,0.81863,1.0,0.04167,1.0,0.52577,0.0101
MMP9_ADIPOQ,TIMP-2_KPYM,AGRIN_MMP9,KPYM_TIMP-2,0.81863,1.0,0.04167,1.0,0.52577,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_KPYM,0.81863,1.0,0.02273,1.0,0.54255,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_KPYM,0.81863,1.0,0.06818,1.0,0.55435,0.0202
MMP9_KPYM,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.81863,1.0,0.02083,1.0,0.52041,0.0101
HSPB1_KPYM,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_AGRIN,0.81863,1.0,0.02273,1.0,0.54255,0.0202
PERM_HSPB1,TIMP-2_PERM,KPYM_ADIPOQ,,0.8186,1.0,0.11111,1.0,0.51807,0.0101
MMP9_PERM,PERM_KPYM,ADIPOQ_TIMP-2,TIMP-2_MMP9,0.8186,1.0,0.06667,1.0,0.50588,0.0101
MMP9_PERM,PERM_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.8186,1.0,0.04444,1.0,0.5,0.0101
MMP9_ADIPOQ,PERM_TIMP-2,TIMP-2_KPYM,KPYM_PERM,0.8186,1.0,0.04444,1.0,0.5,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_KPYM,0.8186,1.0,0.04444,1.0,0.5,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_KPYM,KPYM_TIMP-2,0.8186,1.0,0.04444,1.0,0.5,0.0101
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,KPYM_ADIPOQ,0.8186,1.0,0.06667,1.0,0.50588,0.0101
MMP9_KPYM,PERM_AGRIN,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.8186,0.97674,0.02222,0.5,0.48837,0.0404
MMP9_KPYM,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_PERM,0.8186,1.0,0.04444,1.0,0.5,0.0101
HSPB1_PERM,PERM_ADIPOQ,TIMP-2_AGRIN,KPYM_PERM,0.8186,1.0,0.04444,1.0,0.5,0.0101
HSPB1_AGRIN,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.8186,1.0,0.04444,1.0,0.5,0.0101
PERM_MMP9,ADIPOQ_KPYM,TIMP-2_AGRIN,KPYM_TIMP-2,0.8186,1.0,0.06667,1.0,0.50588,0.0101
PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_ADIPOQ,0.8186,0.97674,0.02222,0.5,0.48837,0.06061
PERM_HSPB1,ADIPOQ_PERM,TIMP-2_AGRIN,KPYM_AGRIN,0.8186,1.0,0.06667,1.0,0.50588,0.0101
PERM_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_KPYM,0.8186,1.0,0.04444,1.0,0.5,0.0101
PERM_KPYM,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.8186,1.0,0.04444,1.0,0.5,0.0404
MMP9_HSPB1,KPYM_TIMP-2,,,0.81855,1.0,0.02041,1.0,0.53398,0.51515
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_AGRIN,0.81853,1.0,0.05882,1.0,0.51515,0.0101
ADIPOQ_MMP9,TIMP-2_AGRIN,AGRIN_MMP9,KPYM_AGRIN,0.81853,1.0,0.03922,1.0,0.51,0.0101
