Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.96364,1.0,0.44,1.0,0.61111,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.96333,1.0,0.56,1.0,0.68571,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,KPYM_TIMP-2,0.96333,1.0,0.44,1.0,0.63158,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,AGRIN_MMP9,0.9632,1.0,0.44,1.0,0.64103,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_MMP9,0.96296,1.0,0.5,1.0,0.6,0.0101
HSPB1_PERM,TIMP-2_PERM,AGRIN_ADIPOQ,0.96272,1.0,0.58333,1.0,0.65517,0.0101
HSPB1_MMP9,TIMP-2_MMP9,AGRIN_ADIPOQ,0.96219,1.0,0.47826,1.0,0.65714,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.96219,1.0,0.47826,1.0,0.65714,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,AGRIN_ADIPOQ,0.96219,1.0,0.47826,1.0,0.65714,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_TIMP-2,0.96182,1.0,0.44,1.0,0.61111,0.0101
HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.96174,1.0,0.47826,1.0,0.67568,0.0101
ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_TIMP-2,0.96167,1.0,0.44,1.0,0.63158,0.0101
ADIPOQ_TIMP-2,TIMP-2_PERM,KPYM_PERM,0.96154,1.0,0.57692,1.0,0.64516,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,KPYM_PERM,0.96065,1.0,0.41667,1.0,0.5625,0.0101
MMP9_ADIPOQ,TIMP-2_PERM,KPYM_PERM,0.96065,1.0,0.54167,1.0,0.62069,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,0.96047,1.0,0.43478,1.0,0.62857,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_HSPB1,0.96047,1.0,0.43478,1.0,0.62857,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,0.9603,1.0,0.43478,1.0,0.63889,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,KPYM_MMP9,0.96,0.95455,0.32,0.88889,0.55263,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_TIMP-2,0.96,1.0,0.47826,1.0,0.67568,0.0101
TIMP-2_MMP9,AGRIN_MMP9,KPYM_ADIPOQ,0.96,1.0,0.44,1.0,0.61111,0.0101
ADIPOQ_AGRIN,TIMP-2_PERM,AGRIN_PERM,0.95971,1.0,0.57692,1.0,0.65625,0.0101
PERM_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.9596,1.0,0.45455,1.0,0.6,0.0101
TIMP-2_PERM,AGRIN_ADIPOQ,KPYM_PERM,0.9594,1.0,0.53846,1.0,0.6,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,KPYM_AGRIN,0.9585,1.0,0.43478,1.0,0.62857,0.0101
HSPB1_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,0.95841,1.0,0.47826,1.0,0.65714,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_TIMP-2,0.95841,1.0,0.47826,1.0,0.65714,0.0101
HSPB1_PERM,TIMP-2_PERM,KPYM_ADIPOQ,0.95833,1.0,0.58333,1.0,0.64286,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_TIMP-2,0.95833,1.0,0.44,1.0,0.63158,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_ADIPOQ,0.95833,1.0,0.45833,1.0,0.58065,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_TIMP-2,0.95833,1.0,0.45833,1.0,0.64865,0.0101
ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.95826,1.0,0.32,1.0,0.575,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.95818,1.0,0.24,1.0,0.53659,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_KPYM,0.95661,1.0,0.40909,1.0,0.62857,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.95652,1.0,0.21739,1.0,0.56098,0.0101
HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95652,1.0,0.43478,1.0,0.63889,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95652,1.0,0.44,1.0,0.62162,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95652,1.0,0.43478,1.0,0.63889,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_PERM,0.95652,1.0,0.52174,1.0,0.64516,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,KPYM_TIMP-2,0.95636,1.0,0.44,1.0,0.61111,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_PERM,0.95625,1.0,0.41667,1.0,0.58824,0.0101
HSPB1_ADIPOQ,TIMP-2_PERM,AGRIN_PERM,0.95614,1.0,0.54167,1.0,0.63333,0.0101
ADIPOQ_PERM,TIMP-2_PERM,KPYM_PERM,0.95577,1.0,0.57692,1.0,0.64516,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.95478,1.0,0.44,1.0,0.62162,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,KPYM_HSPB1,0.95455,1.0,0.21739,1.0,0.55,0.0101
MMP9_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.95455,1.0,0.44,1.0,0.61111,0.0101
HSPB1_KPYM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95455,1.0,0.45455,1.0,0.64706,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_TIMP-2,0.95417,1.0,0.45833,1.0,0.60606,0.0101
ADIPOQ_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,0.95312,1.0,0.33333,1.0,0.6,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_MMP9,0.95312,1.0,0.45833,1.0,0.64865,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_TIMP-2,0.95312,1.0,0.45833,1.0,0.64865,0.0101
HSPB1_MMP9,ADIPOQ_HSPB1,TIMP-2_MMP9,0.95304,1.0,0.47826,1.0,0.67568,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_MMP9,0.95304,1.0,0.47826,1.0,0.67568,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95304,1.0,0.44,1.0,0.62162,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,0.95274,1.0,0.21739,1.0,0.56098,0.0101
TIMP-2_MMP9,AGRIN_TIMP-2,KPYM_ADIPOQ,0.95273,1.0,0.44,1.0,0.61111,0.0101
MMP9_KPYM,ADIPOQ_HSPB1,TIMP-2_KPYM,0.95265,1.0,0.45455,1.0,0.66667,0.0101
ADIPOQ_TIMP-2,TIMP-2_PERM,AGRIN_PERM,0.95238,1.0,0.53846,1.0,0.63636,0.0101
MMP9_AGRIN,ADIPOQ_MMP9,TIMP-2_AGRIN,0.952,0.96,0.2,0.83333,0.54545,0.0101
ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_TIMP-2,0.952,1.0,0.44,1.0,0.64103,0.0101
HSPB1_ADIPOQ,TIMP-2_PERM,KPYM_PERM,0.95139,1.0,0.625,1.0,0.66667,0.0101
TIMP-2_MMP9,AGRIN_PERM,KPYM_ADIPOQ,0.95139,1.0,0.41667,1.0,0.5625,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_MMP9,0.9513,1.0,0.24,1.0,0.54762,0.0101
ADIPOQ_MMP9,TIMP-2_HSPB1,KPYM_TIMP-2,0.95109,1.0,0.26087,1.0,0.58537,0.0101
MMP9_AGRIN,TIMP-2_AGRIN,KPYM_ADIPOQ,0.95091,0.95455,0.2,0.83333,0.5122,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.95091,1.0,0.44,1.0,0.61111,0.0101
TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_AGRIN,0.95091,1.0,0.44,1.0,0.61111,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,0.95085,1.0,0.43478,1.0,0.63889,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_ADIPOQ,0.95085,1.0,0.21739,1.0,0.56098,0.0101
MMP9_ADIPOQ,HSPB1_AGRIN,TIMP-2_ADIPOQ,0.95085,1.0,0.21739,1.0,0.56098,0.0101
PERM_ADIPOQ,TIMP-2_PERM,KPYM_PERM,0.95085,1.0,0.53846,1.0,0.6,0.0101
ADIPOQ_PERM,TIMP-2_PERM,AGRIN_PERM,0.95055,1.0,0.5,1.0,0.61765,0.0101
ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_TIMP-2,0.9504,1.0,0.44,1.0,0.64103,0.0101
ADIPOQ_AGRIN,TIMP-2_PERM,KPYM_PERM,0.95,1.0,0.61538,1.0,0.66667,0.0101
