preferredName_A	preferredName_B	score
ERBB3	GRB2	0.999
ERBB3	NRG2	0.999
ERBB3	SHC1	0.999
ERBB3	EGF	0.999
ERBB3	ERBB4	0.999
ERBB3	EGFR	0.999
ERBB3	NRG1	0.999
ERBB3	ERBB2	0.999
ERBB3	TGFA	0.998
ERBB3	PIK3R1	0.998
ERBB3	PA2G4	0.996
ERBB3	RNF41	0.995
ERBB3	PIK3CA	0.993
ERBB3	AREG	0.993
ERBB3	HBEGF	0.991
ERBB3	PIK3R2	0.99
ERBB3	MET	0.987
ERBB3	EREG	0.982
ERBB3	NRG4	0.982
ERBB3	BTC	0.975
ERBB3	SRC	0.968
ERBB3	PIK3CB	0.966
ERBB3	GRB7	0.964
ERBB3	PIK3R3	0.96
ERBB3	SHC2	0.959
ERBB3	PLCG1	0.959
ERBB3	NRG3	0.958
ERBB3	SHC3	0.958
ERBB3	JAK2	0.955
ERBB3	HGF	0.952
ERBB3	PIK3CD	0.951
ERBB3	JAK1	0.947
ERBB3	SHC4	0.944
ERBB3	IGF1R	0.933
ERBB3	PLCG2	0.933
ERBB3	GAB1	0.932
ERBB3	KRAS	0.919
ERBB3	HSP90AA1	0.916
ERBB3	MUC4	0.914
ERBB3	DCN	0.913
ERBB3	STAT3	0.905
ERBB3	IGKV1D-33	0.902
ERBB3	IGLL5	0.902
ERBB3	IGKV1-33	0.902
