Biomarker_1,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_MMK,0.81637,0.96491,0.45055,0.91111,0.6875,0.59596
PERM_MMK,0.79481,0.9569,0.36264,0.86842,0.6568,0.59596
KPYM_MMK,0.7817,0.96296,0.17582,0.8,0.58101,0.56566
AGRIN_MMK,0.742,0.97391,0.14286,0.8125,0.58947,0.56566
HSPB1_MMK,0.63914,1.0,0.04444,1.0,0.55897,0.54545
