Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_AGRIN,TIMP2_AGRIN,0.89016,1.0,0.14286,1.0,0.52475,0.0101
TIMP2_CLIC1,,0.88848,1.0,0.08929,1.0,0.50962,0.0101
CLIC1_TIMP2,,0.88848,1.0,0.01786,1.0,0.49074,0.50505
TIMP2_CLIC1,CLIC1_TIMP2,0.88848,0.98113,0.16071,0.9,0.52525,0.0101
TIMP2_AGRIN,CLIC1_PERM,0.88761,1.0,0.14286,1.0,0.51515,0.0101
TIMP2_MMP9,CLIC1_TIMP2,0.88747,0.98113,0.10714,0.85714,0.5098,0.0101
PERM_HSPB1,TIMP2_CLIC1,0.88725,1.0,0.125,1.0,0.51,0.0101
PERM_MMP9,TIMP2_AGRIN,0.88655,1.0,0.21429,1.0,0.53684,0.0101
AGRIN_PIGR,TIMP2_PIGR,0.88578,1.0,0.08929,1.0,0.50962,0.0101
HSPB1_PIGR,TIMP2_AGRIN,0.8841,1.0,0.125,1.0,0.51961,0.0101
AGRIN_CLIC1,TIMP2_AGRIN,0.88174,1.0,0.05357,1.0,0.5,0.0101
MMP9_CLIC1,TIMP2_AGRIN,0.88106,1.0,0.05357,1.0,0.5,0.0101
KPYM_HSPB1,TIMP2_AGRIN,0.87993,1.0,0.05455,1.0,0.50476,0.0101
AGRIN_KPYM,TIMP2_CLIC1,0.87959,1.0,0.16364,1.0,0.53535,0.0101
MMP9_HSPB1,TIMP2_CLIC1,0.87904,1.0,0.125,1.0,0.51961,0.0101
AGRIN_PIGR,TIMP2_AGRIN,0.87904,1.0,0.08929,1.0,0.50962,0.0101
PERM_KPYM,TIMP2_CLIC1,0.87879,1.0,0.21818,1.0,0.54255,0.0101
HSPB1_KPYM,TIMP2_AGRIN,0.87856,1.0,0.12727,1.0,0.52475,0.0101
TIMP2_AGRIN,CLIC1_MMP9,0.87736,1.0,0.125,1.0,0.51961,0.0101
HSPB1_TIMP2,TIMP2_CLIC1,0.87668,0.98113,0.16071,0.9,0.52525,0.0101
KPYM_CLIC1,TIMP2_KPYM,0.8765,1.0,0.03636,1.0,0.5,0.0101
MMP9_PIGR,TIMP2_AGRIN,0.87635,1.0,0.07143,1.0,0.50476,0.0101
PERM_CLIC1,TIMP2_CLIC1,0.87605,1.0,0.17857,1.0,0.52577,0.0101
KPYM_PIGR,AGRIN_TIMP2,0.87581,1.0,0.03636,1.0,0.5,0.51515
TIMP2_KPYM,CLIC1_KPYM,0.87444,0.98113,0.12727,0.875,0.52,0.0101
TIMP2_PERM,CLIC1_TIMP2,0.8743,1.0,0.16071,1.0,0.52041,0.0101
TIMP2_MMP9,CLIC1_PERM,0.8729,0.98039,0.10714,0.85714,0.5,0.0101
KPYM_TIMP2,TIMP2_CLIC1,0.87273,0.98113,0.16364,0.9,0.53061,0.0101
MMP9_AGRIN,TIMP2_AGRIN,0.8723,1.0,0.07143,1.0,0.50476,0.0101
TIMP2_HSPB1,CLIC1_HSPB1,0.8723,0.98113,0.07143,0.8,0.5,0.0101
AGRIN_TIMP2,HSPB1_AGRIN,0.87197,1.0,0.01786,1.0,0.49074,0.0404
TIMP2_CLIC1,CLIC1_HSPB1,0.87197,1.0,0.14286,1.0,0.52475,0.0101
AGRIN_TIMP2,TIMP2_MMP9,0.87129,0.98113,0.07143,0.8,0.5,0.0101
MMP9_PERM,TIMP2_AGRIN,0.8708,1.0,0.08929,1.0,0.5,0.0101
HSPB1_PERM,TIMP2_AGRIN,0.8708,1.0,0.14286,1.0,0.51515,0.0101
MMP9_AGRIN,TIMP2_CLIC1,0.87062,1.0,0.14286,1.0,0.52475,0.0101
HSPB1_MMP9,TIMP2_AGRIN,0.86927,1.0,0.125,1.0,0.51961,0.0101
KPYM_PERM,TIMP2_AGRIN,0.86809,1.0,0.09091,1.0,0.50495,0.0101
PIGR_TIMP2,TIMP2_AGRIN,0.86792,1.0,0.14286,1.0,0.52475,0.0101
AGRIN_TIMP2,TIMP2_PERM,0.86695,1.0,0.16071,1.0,0.52041,0.0101
KPYM_AGRIN,TIMP2_AGRIN,0.86655,1.0,0.09091,1.0,0.51456,0.0101
KPYM_CLIC1,TIMP2_CLIC1,0.86415,1.0,0.10909,1.0,0.51961,0.0101
AGRIN_KPYM,TIMP2_AGRIN,0.86415,1.0,0.09091,1.0,0.51456,0.0101
PERM_KPYM,TIMP2_AGRIN,0.86346,1.0,0.07273,1.0,0.5,0.0101
PIGR_HSPB1,TIMP2_AGRIN,0.8622,1.0,0.07143,1.0,0.50476,0.0101
PERM_AGRIN,TIMP2_CLIC1,0.86204,1.0,0.14286,1.0,0.51515,0.0101
KPYM_CLIC1,AGRIN_TIMP2,0.86106,1.0,0.12727,1.0,0.52475,0.0101
PERM_PIGR,CLIC1_TIMP2,0.86099,1.0,0.03571,1.0,0.48571,0.50505
KPYM_HSPB1,TIMP2_CLIC1,0.86003,1.0,0.10909,1.0,0.51961,0.0101
AGRIN_PERM,TIMP2_AGRIN,0.85959,1.0,0.125,1.0,0.51,0.0101
AGRIN_PIGR,TIMP2_CLIC1,0.85916,1.0,0.14286,1.0,0.52475,0.0101
PIGR_PERM,TIMP2_AGRIN,0.85889,1.0,0.08929,1.0,0.5,0.0101
AGRIN_TIMP2,HSPB1_TIMP2,0.85849,1.0,0.03571,1.0,0.49533,0.10101
MMP9_CLIC1,TIMP2_MMP9,0.85782,1.0,0.03571,1.0,0.49533,0.0303
KPYM_PIGR,TIMP2_AGRIN,0.85763,1.0,0.07273,1.0,0.50962,0.0101
TIMP2_CLIC1,CLIC1_KPYM,0.85763,0.98113,0.14545,0.88889,0.52525,0.0101
TIMP2_CLIC1,CLIC1_PIGR,0.85748,1.0,0.14286,1.0,0.52475,0.0101
TIMP2_MMP9,CLIC1_PIGR,0.85613,1.0,0.10714,1.0,0.51456,0.0101
AGRIN_HSPB1,CLIC1_TIMP2,0.85512,1.0,0.01786,1.0,0.49074,0.39394
HSPB1_MMP9,CLIC1_TIMP2,0.85445,1.0,0.01786,1.0,0.49074,0.0202
PIGR_PERM,TIMP2_CLIC1,0.85399,1.0,0.125,1.0,0.51,0.0101
KPYM_CLIC1,TIMP2_MMP9,0.85386,1.0,0.03636,1.0,0.5,0.0303
TIMP2_MMP9,CLIC1_KPYM,0.85386,0.98113,0.09091,0.83333,0.5098,0.0101
TIMP2_PERM,CLIC1_PIGR,0.85364,1.0,0.19643,1.0,0.53125,0.0101
AGRIN_TIMP2,TIMP2_KPYM,0.85214,1.0,0.10909,1.0,0.51961,0.0101
MMP9_PIGR,TIMP2_CLIC1,0.85209,1.0,0.14286,1.0,0.52475,0.0101
AGRIN_MMP9,TIMP2_AGRIN,0.85175,1.0,0.125,1.0,0.51961,0.0101
PERM_PIGR,TIMP2_CLIC1,0.85119,1.0,0.14286,1.0,0.51515,0.0101
HSPB1_PIGR,TIMP2_CLIC1,0.85074,0.98113,0.16071,0.9,0.52525,0.0101
AGRIN_TIMP2,PIGR_CLIC1,0.84939,1.0,0.01786,1.0,0.49074,0.0101
PERM_CLIC1,TIMP2_PERM,0.84909,1.0,0.05357,1.0,0.49038,0.0101
AGRIN_TIMP2,CLIC1_TIMP2,0.84906,1.0,0.01786,1.0,0.49074,0.49495
MMP9_KPYM,TIMP2_KPYM,0.84837,1.0,0.07273,1.0,0.50962,0.0101
PIGR_MMP9,CLIC1_TIMP2,0.8467,1.0,0.01786,1.0,0.49074,0.0303
TIMP2_KPYM,CLIC1_TIMP2,0.84631,1.0,0.10909,1.0,0.51961,0.0101
HSPB1_CLIC1,TIMP2_AGRIN,0.84602,1.0,0.08929,1.0,0.50962,0.0101
KPYM_MMP9,TIMP2_AGRIN,0.84528,1.0,0.10909,1.0,0.51961,0.0101
TIMP2_CLIC1,CLIC1_AGRIN,0.84501,0.98113,0.14286,0.88889,0.52,0.0101
HSPB1_CLIC1,CLIC1_TIMP2,0.844,1.0,0.07143,1.0,0.50476,0.0101
HSPB1_KPYM,TIMP2_CLIC1,0.84357,0.98113,0.16364,0.9,0.53061,0.0101
PIGR_HSPB1,TIMP2_CLIC1,0.84232,1.0,0.14286,1.0,0.52475,0.0101
AGRIN_TIMP2,PIGR_MMP9,0.84131,1.0,0.01786,1.0,0.49074,0.05051
AGRIN_PERM,TIMP2_MMP9,0.84104,0.98039,0.07143,0.8,0.4902,0.0101
PIGR_KPYM,TIMP2_AGRIN,0.84082,1.0,0.09091,1.0,0.51456,0.0101
PIGR_CLIC1,TIMP2_MMP9,0.84063,1.0,0.01786,1.0,0.49074,0.0303
HSPB1_MMP9,TIMP2_MMP9,0.8403,0.98113,0.08929,0.83333,0.50485,0.0101
KPYM_PIGR,TIMP2_CLIC1,0.84014,1.0,0.12727,1.0,0.52475,0.0101
AGRIN_TIMP2,PERM_HSPB1,0.83964,1.0,0.01786,1.0,0.48113,0.24242
PIGR_CLIC1,TIMP2_PERM,0.83964,1.0,0.03571,1.0,0.48571,0.0101
MMP9_KPYM,KPYM_TIMP2,0.83945,1.0,0.01818,1.0,0.49533,0.51515
PERM_CLIC1,TIMP2_MMP9,0.83929,1.0,0.01786,1.0,0.48113,0.0202
KPYM_MMP9,TIMP2_MMP9,0.83877,1.0,0.09091,1.0,0.51456,0.0101
MMP9_PERM,TIMP2_CLIC1,0.83859,0.98039,0.16071,0.9,0.51546,0.0101
MMP9_TIMP2,KPYM_CLIC1,0.83842,1.0,0.12727,1.0,0.52475,0.0101
MMP9_TIMP2,TIMP2_KPYM,0.83739,1.0,0.10909,1.0,0.51961,0.0101
MMP9_TIMP2,CLIC1_HSPB1,0.83693,1.0,0.01786,1.0,0.49074,0.50505
PIGR_TIMP2,TIMP2_CLIC1,0.83592,0.98113,0.16071,0.9,0.52525,0.0101
AGRIN_TIMP2,HSPB1_MMP9,0.83558,1.0,0.03571,1.0,0.49533,0.07071
HSPB1_AGRIN,TIMP2_CLIC1,0.83558,0.98113,0.14286,0.88889,0.52,0.0101
MMP9_TIMP2,PERM_CLIC1,0.83403,1.0,0.01786,1.0,0.48113,0.0101
KPYM_PIGR,CLIC1_TIMP2,0.83396,1.0,0.01818,1.0,0.49533,0.50505
MMP9_TIMP2,HSPB1_CLIC1,0.83356,1.0,0.03571,1.0,0.49533,0.0202
AGRIN_TIMP2,CLIC1_HSPB1,0.83356,1.0,0.01786,1.0,0.49074,0.51515
TIMP2_PIGR,CLIC1_PIGR,0.83322,1.0,0.01786,1.0,0.49074,0.0101
AGRIN_TIMP2,PIGR_PERM,0.83298,1.0,0.03571,1.0,0.48571,0.0101
PERM_MMP9,TIMP2_CLIC1,0.83263,1.0,0.16071,1.0,0.52041,0.0101
PIGR_AGRIN,TIMP2_AGRIN,0.83255,1.0,0.08929,1.0,0.50962,0.0101
TIMP2_PERM,CLIC1_KPYM,0.83244,1.0,0.16364,1.0,0.52577,0.0101
HSPB1_TIMP2,TIMP2_MMP9,0.83221,0.98113,0.07143,0.8,0.5,0.0101
AGRIN_TIMP2,TIMP2_HSPB1,0.83086,1.0,0.03571,1.0,0.49533,0.0101
MMP9_HSPB1,AGRIN_TIMP2,0.83019,1.0,0.01786,1.0,0.49074,0.05051
KPYM_CLIC1,TIMP2_PERM,0.82995,1.0,0.05455,1.0,0.49515,0.0101
PIGR_PERM,CLIC1_TIMP2,0.82843,1.0,0.01786,1.0,0.48113,0.0202
TIMP2_MMP9,CLIC1_HSPB1,0.82716,1.0,0.03571,1.0,0.49533,0.0101
KPYM_CLIC1,PERM_TIMP2,0.82709,1.0,0.12727,1.0,0.51515,0.0101
HSPB1_CLIC1,PERM_TIMP2,0.82668,1.0,0.03571,1.0,0.48571,0.0101
PIGR_CLIC1,TIMP2_KPYM,0.82642,1.0,0.03636,1.0,0.5,0.0101
TIMP2_PERM,CLIC1_HSPB1,0.82598,1.0,0.125,1.0,0.51,0.0101
PIGR_CLIC1,TIMP2_CLIC1,0.8248,1.0,0.125,1.0,0.51961,0.0101
MMP9_TIMP2,PIGR_CLIC1,0.82412,1.0,0.03571,1.0,0.49533,0.0101
HSPB1_CLIC1,TIMP2_CLIC1,0.82412,0.98113,0.16071,0.9,0.52525,0.0101
AGRIN_TIMP2,HSPB1_KPYM,0.82367,1.0,0.01818,1.0,0.49533,0.06061
KPYM_TIMP2,TIMP2_MMP9,0.82333,1.0,0.07273,1.0,0.50962,0.0101
PIGR_MMP9,TIMP2_AGRIN,0.82278,1.0,0.08929,1.0,0.50962,0.0101
PERM_KPYM,TIMP2_KPYM,0.82246,1.0,0.10909,1.0,0.51,0.0101
PIGR_AGRIN,CLIC1_TIMP2,0.82075,1.0,0.01786,1.0,0.49074,0.06061
AGRIN_TIMP2,PIGR_AGRIN,0.81974,1.0,0.01786,1.0,0.49074,0.0404
TIMP2_MMP9,CLIC1_AGRIN,0.81974,0.98113,0.10714,0.85714,0.5098,0.0101
HSPB1_PERM,TIMP2_CLIC1,0.81968,1.0,0.14286,1.0,0.51515,0.0101
PERM_TIMP2,PIGR_CLIC1,0.81968,1.0,0.03571,1.0,0.48571,0.0101
PERM_TIMP2,TIMP2_KPYM,0.81961,1.0,0.10909,1.0,0.51,0.0101
KPYM_TIMP2,HSPB1_CLIC1,0.81955,1.0,0.01818,1.0,0.49533,0.0101
HSPB1_TIMP2,CLIC1_TIMP2,0.81907,1.0,0.05357,1.0,0.5,0.0202
MMP9_TIMP2,KPYM_PIGR,0.81887,1.0,0.01818,1.0,0.49533,0.51515
KPYM_CLIC1,CLIC1_TIMP2,0.81887,1.0,0.10909,1.0,0.51961,0.0101
KPYM_PERM,TIMP2_PERM,0.81854,1.0,0.12727,1.0,0.51515,0.0101
HSPB1_CLIC1,TIMP2_HSPB1,0.8184,1.0,0.01786,1.0,0.49074,0.0101
TIMP2_CLIC1,CLIC1_MMP9,0.81806,1.0,0.14286,1.0,0.52475,0.0101
AGRIN_PIGR,TIMP2_PERM,0.81793,1.0,0.125,1.0,0.51,0.0101
HSPB1_MMP9,TIMP2_CLIC1,0.81772,1.0,0.14286,1.0,0.52475,0.0101
PERM_TIMP2,CLIC1_TIMP2,0.81758,1.0,0.03571,1.0,0.48571,0.49495
MMP9_TIMP2,AGRIN_PIGR,0.81739,1.0,0.01786,1.0,0.49074,0.51515
PIGR_CLIC1,CLIC1_TIMP2,0.81739,1.0,0.01786,1.0,0.49074,0.0101
KPYM_AGRIN,TIMP2_CLIC1,0.81715,1.0,0.12727,1.0,0.52475,0.0101
AGRIN_PIGR,TIMP2_MMP9,0.81705,1.0,0.05357,1.0,0.5,0.0101
PERM_TIMP2,PIGR_AGRIN,0.81688,1.0,0.03571,1.0,0.48571,0.0202
TIMP2_KPYM,CLIC1_HSPB1,0.81647,1.0,0.07273,1.0,0.50962,0.0101
AGRIN_PERM,TIMP2_CLIC1,0.81583,1.0,0.125,1.0,0.51,0.0101
MMP9_HSPB1,CLIC1_TIMP2,0.81469,1.0,0.01786,1.0,0.49074,0.08081
HSPB1_PERM,CLIC1_TIMP2,0.81443,1.0,0.01786,1.0,0.48113,0.05051
TIMP2_CLIC1,CLIC1_PERM,0.81443,1.0,0.14286,1.0,0.51515,0.0101
MMP9_HSPB1,TIMP2_MMP9,0.81402,1.0,0.03571,1.0,0.49533,0.0303
AGRIN_TIMP2,PIGR_HSPB1,0.81402,0.98113,0.01786,0.5,0.48598,0.10101
TIMP2_PERM,CLIC1_MMP9,0.81373,1.0,0.16071,1.0,0.52041,0.0101
MMP9_KPYM,CLIC1_TIMP2,0.81269,1.0,0.01818,1.0,0.49533,0.49495
PIGR_KPYM,TIMP2_CLIC1,0.81269,1.0,0.14545,1.0,0.53,0.0101
MMP9_TIMP2,PIGR_AGRIN,0.81267,1.0,0.01786,1.0,0.49074,0.0404
HSPB1_PIGR,TIMP2_MMP9,0.81267,0.98113,0.07143,0.8,0.5,0.0101
PIGR_AGRIN,TIMP2_CLIC1,0.81267,1.0,0.125,1.0,0.51961,0.0101
KPYM_TIMP2,HSPB1_AGRIN,0.81235,1.0,0.01818,1.0,0.49533,0.07071
HSPB1_KPYM,TIMP2_KPYM,0.81235,1.0,0.10909,1.0,0.51961,0.0101
TIMP2_HSPB1,CLIC1_TIMP2,0.81199,1.0,0.01786,1.0,0.49074,0.0101
MMP9_TIMP2,AGRIN_TIMP2,0.81166,1.0,0.03571,1.0,0.49533,0.51515
PERM_HSPB1,CLIC1_TIMP2,0.81127,1.0,0.01786,1.0,0.48113,0.29293
KPYM_TIMP2,TIMP2_PERM,0.81105,1.0,0.14545,1.0,0.52041,0.0101
HSPB1_PERM,TIMP2_MMP9,0.81057,0.98039,0.08929,0.83333,0.49505,0.0101
MMP9_CLIC1,AGRIN_TIMP2,0.80997,1.0,0.01786,1.0,0.49074,0.0303
AGRIN_MMP9,TIMP2_CLIC1,0.8093,1.0,0.14286,1.0,0.52475,0.0101
MMP9_CLIC1,TIMP2_PERM,0.80917,1.0,0.05357,1.0,0.49038,0.0101
MMP9_TIMP2,CLIC1_PIGR,0.80863,1.0,0.01786,1.0,0.49074,0.50505
TIMP2_KPYM,CLIC1_PIGR,0.80823,1.0,0.03636,1.0,0.5,0.0101
AGRIN_TIMP2,HSPB1_PERM,0.80672,1.0,0.05357,1.0,0.49038,0.08081
HSPB1_TIMP2,TIMP2_PERM,0.80672,1.0,0.125,1.0,0.51,0.0101
MMP9_KPYM,AGRIN_TIMP2,0.80549,1.0,0.01818,1.0,0.49533,0.45455
PIGR_PERM,TIMP2_KPYM,0.80535,1.0,0.03636,1.0,0.49038,0.0101
PIGR_MMP9,TIMP2_CLIC1,0.80526,1.0,0.125,1.0,0.51961,0.0101
HSPB1_PERM,TIMP2_PERM,0.80497,1.0,0.16071,1.0,0.52041,0.0101
TIMP2_PERM,CLIC1_AGRIN,0.80357,1.0,0.125,1.0,0.51,0.0101
KPYM_HSPB1,AGRIN_TIMP2,0.80274,1.0,0.01818,1.0,0.49533,0.05051
AGRIN_CLIC1,TIMP2_MMP9,0.80121,1.0,0.03571,1.0,0.49533,0.0303
KPYM_PERM,TIMP2_MMP9,0.80071,1.0,0.03636,1.0,0.49038,0.0101
KPYM_MMP9,TIMP2_CLIC1,0.80034,1.0,0.12727,1.0,0.52475,0.0101
AGRIN_PIGR,TIMP2_KPYM,0.80034,1.0,0.03636,1.0,0.5,0.0101
MMP9_TIMP2,TIMP2_HSPB1,0.8002,1.0,0.01786,1.0,0.49074,0.0101
KPYM_PERM,TIMP2_CLIC1,0.79929,1.0,0.10909,1.0,0.51,0.0101
AGRIN_TIMP2,PERM_CLIC1,0.79832,1.0,0.01786,1.0,0.48113,0.0303
AGRIN_HSPB1,HSPB1_TIMP2,0.79818,1.0,0.03571,1.0,0.49533,0.51515
KPYM_HSPB1,TIMP2_KPYM,0.7976,1.0,0.03636,1.0,0.5,0.0101
HSPB1_KPYM,CLIC1_TIMP2,0.79726,1.0,0.01818,1.0,0.49533,0.05051
AGRIN_TIMP2,PERM_MMP9,0.79657,1.0,0.01786,1.0,0.48113,0.06061
MMP9_TIMP2,PERM_AGRIN,0.79552,1.0,0.01786,1.0,0.48113,0.0404
HSPB1_TIMP2,TIMP2_KPYM,0.79485,1.0,0.09091,1.0,0.51456,0.0101
PERM_TIMP2,TIMP2_MMP9,0.79482,1.0,0.03571,1.0,0.48571,0.0101
PIGR_HSPB1,CLIC1_TIMP2,0.79481,1.0,0.01786,1.0,0.49074,0.12121
PIGR_AGRIN,TIMP2_PERM,0.79447,1.0,0.05357,1.0,0.49038,0.0101
AGRIN_HSPB1,TIMP2_KPYM,0.79211,1.0,0.05455,1.0,0.50476,0.0101
HSPB1_KPYM,TIMP2_MMP9,0.79211,0.98113,0.05455,0.75,0.5,0.0101
PERM_HSPB1,TIMP2_HSPB1,0.79202,1.0,0.05357,1.0,0.49038,0.0101
KPYM_PIGR,PERM_TIMP2,0.79073,1.0,0.03636,1.0,0.49038,0.51515
KPYM_PIGR,TIMP2_MMP9,0.79039,1.0,0.05455,1.0,0.50476,0.0101
PERM_HSPB1,TIMP2_KPYM,0.79037,1.0,0.03636,1.0,0.49038,0.0101
PIGR_HSPB1,TIMP2_PERM,0.78922,1.0,0.05357,1.0,0.49038,0.0101
HSPB1_PIGR,TIMP2_KPYM,0.78902,1.0,0.05455,1.0,0.50476,0.0101
HSPB1_PIGR,TIMP2_PERM,0.78887,1.0,0.125,1.0,0.51,0.0101
AGRIN_TIMP2,PIGR_KPYM,0.78868,1.0,0.01818,1.0,0.49533,0.10101
MMP9_TIMP2,TIMP2_PERM,0.78817,1.0,0.08929,1.0,0.5,0.0101
KPYM_TIMP2,PIGR_CLIC1,0.78731,1.0,0.03636,1.0,0.5,0.0404
MMP9_CLIC1,PERM_TIMP2,0.78711,1.0,0.01786,1.0,0.48113,0.0303
PERM_TIMP2,TIMP2_HSPB1,0.78711,1.0,0.01786,1.0,0.48113,0.0101
AGRIN_TIMP2,PIGR_TIMP2,0.78639,0.98113,0.01786,0.5,0.48598,0.13131
PIGR_AGRIN,TIMP2_MMP9,0.78639,1.0,0.03571,1.0,0.49533,0.0303
PIGR_HSPB1,TIMP2_MMP9,0.78605,1.0,0.03571,1.0,0.49533,0.0303
MMP9_HSPB1,TIMP2_PERM,0.78571,1.0,0.05357,1.0,0.49038,0.0101
PERM_PIGR,TIMP2_KPYM,0.78431,1.0,0.03636,1.0,0.49038,0.0101
MMP9_TIMP2,CLIC1_TIMP2,0.78369,0.98113,0.05357,0.75,0.49524,0.51515
AGRIN_PIGR,CLIC1_TIMP2,0.78369,1.0,0.03571,1.0,0.49533,0.51515
KPYM_PIGR,TIMP2_PERM,0.7836,1.0,0.12727,1.0,0.51515,0.0101
AGRIN_MMP9,TIMP2_PERM,0.78326,1.0,0.16071,1.0,0.52041,0.0101
MMP9_CLIC1,TIMP2_KPYM,0.78319,1.0,0.03636,1.0,0.5,0.0101
PIGR_AGRIN,TIMP2_PIGR,0.78302,0.98113,0.01786,0.5,0.48598,0.28283
PIGR_CLIC1,TIMP2_PIGR,0.78268,1.0,0.01786,1.0,0.49074,0.08081
MMP9_TIMP2,AGRIN_CLIC1,0.78235,1.0,0.01786,1.0,0.49074,0.0101
KPYM_TIMP2,PIGR_MMP9,0.78148,1.0,0.01818,1.0,0.49533,0.06061
AGRIN_KPYM,TIMP2_MMP9,0.78148,1.0,0.03636,1.0,0.5,0.0101
MMP9_TIMP2,HSPB1_AGRIN,0.78133,1.0,0.01786,1.0,0.49074,0.18182
PERM_MMP9,TIMP2_MMP9,0.78116,1.0,0.05357,1.0,0.49038,0.0101
KPYM_AGRIN,CLIC1_TIMP2,0.78113,1.0,0.01818,1.0,0.49533,0.0101
TIMP2_KPYM,CLIC1_AGRIN,0.78079,1.0,0.07273,1.0,0.50962,0.0101
MMP9_TIMP2,PERM_HSPB1,0.78011,1.0,0.01786,1.0,0.48113,0.23232
HSPB1_AGRIN,PERM_TIMP2,0.78011,1.0,0.01786,1.0,0.48113,0.11111
MMP9_TIMP2,PIGR_HSPB1,0.77999,0.98113,0.01786,0.5,0.48598,0.10101
KPYM_HSPB1,TIMP2_MMP9,0.77804,1.0,0.03636,1.0,0.5,0.0303
MMP9_HSPB1,TIMP2_HSPB1,0.77796,1.0,0.01786,1.0,0.49074,0.0101
HSPB1_TIMP2,PIGR_CLIC1,0.77796,1.0,0.01786,1.0,0.49074,0.0101
KPYM_TIMP2,PIGR_AGRIN,0.77667,1.0,0.01818,1.0,0.49533,0.07071
KPYM_HSPB1,TIMP2_PERM,0.77647,1.0,0.05455,1.0,0.49515,0.0101
MMP9_PIGR,TIMP2_KPYM,0.77633,1.0,0.03636,1.0,0.5,0.0101
AGRIN_PIGR,PERM_TIMP2,0.77626,1.0,0.01786,1.0,0.48113,0.50505
