Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1_RUO,AGRIN_MMK,PERM_MMK,0.6489,0.96552,0.07273,0.66667,0.52336,0.48485
KPYM_MMK,PERM_MMK,,0.64883,0.96491,0.13333,0.8,0.51402,0.51515
PERM_RUO,MMP9_MMK,,0.6479,0.96154,0.12727,0.77778,0.5102,0.45455
HSPB1_MMK,KPYM_MMK,,0.64752,0.9661,0.27119,0.88889,0.57,0.40404
HSPB1_RUO,PERM_RUO,KPYM_MMK,0.64745,0.96078,0.24,0.85714,0.56322,0.47475
PERM_RUO,MMP9_MMK,AGRIN_MMK,0.64231,0.98077,0.14545,0.88889,0.52041,0.46465
HSPB1_RUO,AGRIN_MMK,KPYM_MMK,0.64191,0.9661,0.14545,0.8,0.54808,0.48485
PERM_RUO,MMP9_MMK,KPYM_MMK,0.64171,0.96078,0.12727,0.77778,0.50515,0.45455
HSPB1_RUO,KPYM_MMK,PERM_MMK,0.64147,0.96491,0.16364,0.81818,0.54455,0.47475
HSPB1_RUO,KPYM_MMK,,0.63451,0.9661,0.12727,0.77778,0.54286,0.48485
