Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.49572649572649574,0
0.9928137660664546,0.01694915254237288,1.0,0.5,1.0
0.9599317215329989,0.03389830508474576,1.0,0.5043478260869565,1.0
0.9599148625203776,0.03389830508474576,0.9827586206896551,0.5,0.6666666666666666
0.7549456763050166,0.15254237288135594,0.9827586206896551,0.5327102803738317,0.9
0.7055533178144983,0.15254237288135594,0.9655172413793104,0.5283018867924528,0.8181818181818182
0.6569330197281277,0.2542372881355932,0.9655172413793104,0.56,0.8823529411764706
0.6501484035433187,0.2542372881355932,0.9482758620689655,0.5555555555555556,0.8333333333333334
0.6341560897896371,0.3050847457627119,0.9482758620689655,0.5729166666666666,0.8571428571428571
0.6280631428412231,0.3050847457627119,0.9310344827586207,0.5684210526315789,0.8181818181818182
0.6037819835039714,0.4406779661016949,0.9310344827586207,0.6206896551724138,0.8666666666666667
0.5983474435881405,0.4406779661016949,0.9137931034482759,0.6162790697674418,0.8387096774193549
0.5825376052518172,0.4745762711864407,0.9137931034482759,0.6309523809523809,0.8484848484848485
0.5775879274814045,0.4745762711864407,0.896551724137931,0.6265060240963856,0.8235294117647058
0.5770406239716785,0.5084745762711864,0.896551724137931,0.6419753086419753,0.8333333333333334
0.5747509331825956,0.5084745762711864,0.8793103448275862,0.6375,0.8108108108108109
0.5734300055371955,0.5254237288135594,0.8793103448275862,0.6455696202531646,0.8157894736842105
0.5632215364386481,0.5254237288135594,0.8448275862068966,0.6363636363636364,0.775
0.5631454397728337,0.5423728813559322,0.8448275862068966,0.6447368421052632,0.7804878048780488
0.560213850677154,0.5423728813559322,0.8103448275862069,0.6351351351351351,0.7441860465116279
0.5582481208486768,0.559322033898305,0.8103448275862069,0.6438356164383562,0.75
0.5521504944498926,0.559322033898305,0.7758620689655172,0.6338028169014085,0.717391304347826
0.5485804018438983,0.576271186440678,0.7758620689655172,0.6428571428571429,0.723404255319149
0.5472028232744445,0.576271186440678,0.7586206896551724,0.6376811594202898,0.7083333333333334
0.5423173620395433,0.6101694915254238,0.7586206896551724,0.6567164179104478,0.72
0.5403755233111671,0.6101694915254238,0.7241379310344828,0.6461538461538462,0.6923076923076923
0.5401245162302751,0.6271186440677966,0.7241379310344828,0.65625,0.6981132075471698
0.5371999802611591,0.6271186440677966,0.6896551724137931,0.6451612903225806,0.6727272727272727
0.5341461871315546,0.6440677966101694,0.6896551724137931,0.6557377049180327,0.6785714285714286
0.5305896308637393,0.6440677966101694,0.6379310344827587,0.6379310344827587,0.6440677966101694
0.5292055771827885,0.6779661016949152,0.6379310344827587,0.6607142857142857,0.6557377049180327
0.5238553332582333,0.6779661016949152,0.5,0.6041666666666666,0.5797101449275363
0.5238030009638059,0.6949152542372882,0.5,0.6170212765957447,0.5857142857142857
0.5220191964830595,0.6949152542372882,0.4827586206896552,0.6086956521739131,0.5774647887323944
0.5211581145201849,0.7288135593220338,0.4827586206896552,0.6363636363636364,0.589041095890411
0.5181532066942519,0.7288135593220338,0.39655172413793105,0.5897435897435898,0.5512820512820513
0.5139656973765416,0.7796610169491526,0.39655172413793105,0.6388888888888888,0.5679012345679012
0.5122629183851306,0.7796610169491526,0.3620689655172414,0.6176470588235294,0.5542168674698795
0.5095722646538539,0.847457627118644,0.3620689655172414,0.7,0.5747126436781609
0.5080718560966317,0.847457627118644,0.3103448275862069,0.6666666666666666,0.5555555555555556
0.5049715160517902,0.864406779661017,0.3103448275862069,0.6923076923076923,0.5604395604395604
0.5009702387369871,0.864406779661017,0.22413793103448276,0.6190476190476191,0.53125
0.5008633022956401,0.8813559322033898,0.22413793103448276,0.65,0.5360824742268041
0.4990184214290306,0.8813559322033898,0.20689655172413793,0.631578947368421,0.5306122448979592
0.4989453622462138,0.8983050847457628,0.20689655172413793,0.6666666666666666,0.5353535353535354
0.49342760905640176,0.8983050847457628,0.15517241379310345,0.6,0.5196078431372549
0.4686007376632693,0.9322033898305084,0.15517241379310345,0.6923076923076923,0.5288461538461539
0.4562718761773571,0.9322033898305084,0.13793103448275862,0.6666666666666666,0.5238095238095238
0.43713689688659974,0.9491525423728814,0.13793103448275862,0.7272727272727273,0.5283018867924528
0.4098008460494439,0.9491525423728814,0.08620689655172414,0.625,0.5137614678899083
0.37813821481212845,0.9830508474576272,0.08620689655172414,0.8333333333333334,0.5225225225225225
0.3483895133365576,0.9830508474576272,0.05172413793103448,0.75,0.5132743362831859
0.2967137206361425,1.0,0.05172413793103448,1.0,0.5175438596491229
0.03556027203699101,1.0,0.0,0,0.5042735042735043
