preferredName_A	preferredName_B	score
MUC16	MSLN	0.995
MUC16	MUC4	0.969
MUC16	MUC1	0.951
MUC16	LGALS3	0.947
MUC16	MUC17	0.927
MUC16	MUC12	0.923
MUC16	MUC3A	0.923
MUC16	MUC5AC	0.918
MUC16	MUC13	0.911
MUC16	MUC15	0.905
