Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.52,0
0.7849978844962869,0.0,0.9807692307692307,0.5151515151515151,0.0
0.7442103497603496,0.08333333333333333,0.9807692307692307,0.5368421052631579,0.8
0.7100879981078996,0.08333333333333333,0.9615384615384616,0.5319148936170213,0.6666666666666666
0.7057221794108123,0.10416666666666667,0.9615384615384616,0.5376344086021505,0.7142857142857143
0.7009219274090587,0.10416666666666667,0.9423076923076923,0.532608695652174,0.625
0.6886519667453534,0.125,0.9423076923076923,0.5384615384615384,0.6666666666666666
0.6799532909421107,0.125,0.9038461538461539,0.5280898876404494,0.5454545454545454
0.6671448139848549,0.16666666666666666,0.9038461538461539,0.5402298850574713,0.6153846153846154
0.658028607106786,0.16666666666666666,0.8846153846153846,0.5348837209302325,0.5714285714285714
0.6577377181686974,0.1875,0.8846153846153846,0.5411764705882353,0.6
0.6539848008069868,0.1875,0.8653846153846154,0.5357142857142857,0.5625
0.64529630972648,0.25,0.8653846153846154,0.5555555555555556,0.631578947368421
0.6389331270497396,0.25,0.8461538461538461,0.55,0.6
0.6198139762712792,0.2916666666666667,0.8461538461538461,0.5641025641025641,0.6363636363636364
0.6152975341111087,0.2916666666666667,0.8269230769230769,0.5584415584415584,0.6086956521739131
0.593276117590745,0.4583333333333333,0.8269230769230769,0.6231884057971014,0.7096774193548387
0.5927865241747817,0.4583333333333333,0.8076923076923077,0.6176470588235294,0.6875
0.592011915672641,0.4791666666666667,0.8076923076923077,0.6268656716417911,0.696969696969697
0.588082365387356,0.4791666666666667,0.75,0.609375,0.6388888888888888
0.5861349472135234,0.5,0.75,0.6190476190476191,0.6486486486486487
0.5817249382582993,0.5,0.7115384615384616,0.6065573770491803,0.6153846153846154
0.5805331187708858,0.5208333333333334,0.7115384615384616,0.6166666666666667,0.625
0.570676452459309,0.5208333333333334,0.6923076923076923,0.6101694915254238,0.6097560975609756
0.560620752353911,0.625,0.6923076923076923,0.6666666666666666,0.6521739130434783
0.5589041488510267,0.625,0.6538461538461539,0.6538461538461539,0.625
0.554079124005908,0.6458333333333334,0.6538461538461539,0.6666666666666666,0.6326530612244898
0.5371373257495435,0.6458333333333334,0.5961538461538461,0.6458333333333334,0.5961538461538461
0.5340963990191677,0.6666666666666666,0.5961538461538461,0.6595744680851063,0.6037735849056604
0.5317267747244486,0.6666666666666666,0.5576923076923077,0.6444444444444445,0.5818181818181818
0.5270482390023976,0.6875,0.5576923076923077,0.6590909090909091,0.5892857142857143
0.5222508336665334,0.6875,0.5384615384615384,0.6511627906976745,0.5789473684210527
0.5188314418835729,0.7083333333333334,0.5384615384615384,0.6666666666666666,0.5862068965517241
0.5105602298501503,0.7083333333333334,0.5,0.65,0.5666666666666667
0.5081613557802849,0.7291666666666666,0.5,0.6666666666666666,0.5737704918032787
0.5009534636206766,0.7291666666666666,0.4807692307692308,0.6578947368421053,0.5645161290322581
0.4996044666649458,0.75,0.4807692307692308,0.6756756756756757,0.5714285714285714
0.49252082871381325,0.75,0.4230769230769231,0.6470588235294118,0.5454545454545454
0.49058762785778576,0.7916666666666666,0.4230769230769231,0.6875,0.5588235294117647
0.48186725446693557,0.7916666666666666,0.34615384615384615,0.6428571428571429,0.5277777777777778
0.4699747738475045,0.8541666666666666,0.34615384615384615,0.72,0.5466666666666666
0.4515822925927198,0.8541666666666666,0.2692307692307692,0.6666666666666666,0.5189873417721519
0.43361496930911797,0.9166666666666666,0.2692307692307692,0.7777777777777778,0.5365853658536586
0.417377653695633,0.9166666666666666,0.21153846153846154,0.7333333333333333,0.5176470588235295
0.4157631502368723,0.9375,0.21153846153846154,0.7857142857142857,0.5232558139534884
0.39632250459326523,0.9375,0.09615384615384616,0.625,0.4891304347826087
0.3944990648795591,0.9583333333333334,0.09615384615384616,0.7142857142857143,0.4946236559139785
0.38105788246752653,0.9583333333333334,0.038461538461538464,0.5,0.4791666666666667
0.37160187364612246,1.0,0.038461538461538464,1.0,0.4897959183673469
0.2678423526010464,1.0,0.0,0,0.48
