Threshold,Sensitivity,Specificity,NPV,PPV
inf,0.0,1.0,0.4725274725274725,0
0.9471489717049282,0.020833333333333332,1.0,0.4777777777777778,1.0
0.8510675917188598,0.2916666666666667,1.0,0.5584415584415584,1.0
0.8466568590527054,0.2916666666666667,0.9767441860465116,0.5526315789473685,0.9333333333333333
0.7963870336201098,0.4791666666666667,0.9767441860465116,0.6268656716417911,0.9583333333333334
0.7962630511083444,0.4791666666666667,0.9534883720930233,0.6212121212121212,0.92
0.7142589557042922,0.7708333333333334,0.9534883720930233,0.7884615384615384,0.9487179487179487
0.7110559326128244,0.7708333333333334,0.9302325581395349,0.7843137254901961,0.925
0.7017268133495339,0.7916666666666666,0.9302325581395349,0.8,0.926829268292683
0.6944119395375735,0.7916666666666666,0.8837209302325582,0.7916666666666666,0.8837209302325582
0.6795974839118263,0.8125,0.8837209302325582,0.8085106382978723,0.8863636363636364
0.6613142043038398,0.8125,0.8372093023255814,0.8,0.8478260869565217
0.6495665781822665,0.8541666666666666,0.8372093023255814,0.8372093023255814,0.8541666666666666
0.637918440173725,0.8541666666666666,0.7906976744186046,0.8292682926829268,0.82
0.6375289991115333,0.875,0.7906976744186046,0.85,0.8235294117647058
0.5453260204198436,0.875,0.627906976744186,0.8181818181818182,0.7241379310344828
0.528162321581251,0.8958333333333334,0.627906976744186,0.84375,0.7288135593220338
0.46717875178168816,0.8958333333333334,0.5581395348837209,0.8275862068965517,0.6935483870967742
0.45492510874330055,0.9166666666666666,0.5581395348837209,0.8571428571428571,0.6984126984126984
0.43925045218546904,0.9166666666666666,0.5348837209302325,0.8518518518518519,0.6875
0.41905654510416535,0.9375,0.5348837209302325,0.8846153846153846,0.6923076923076923
0.396437977306472,0.9375,0.5116279069767442,0.88,0.6818181818181818
0.3857098047178963,0.9583333333333334,0.5116279069767442,0.9166666666666666,0.6865671641791045
0.22896760818643713,0.9583333333333334,0.3488372093023256,0.8823529411764706,0.6216216216216216
0.19092984208242295,0.9791666666666666,0.3488372093023256,0.9375,0.6266666666666667
0.020743680202071936,0.9791666666666666,0.16279069767441862,0.875,0.5662650602409639
0.007216456340781302,1.0,0.16279069767441862,1.0,0.5714285714285714
2.325955679333912e-16,1.0,0.0,0,0.5274725274725275
