Biomarker_1,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
PERM_MMK,0.81494,0.84483,0.71667,0.82692,0.74242,0.55556
PERM_RUO,0.80175,0.82692,0.65455,0.8,0.69355,0.55556
AGRIN_MMK,0.73639,0.51667,0.91667,0.65476,0.86111,0.58586
MMP9_RUO,0.72749,0.7,0.63158,0.66667,0.66667,0.57576
KPYM_MMK,0.70169,0.59322,0.73333,0.64706,0.68627,0.57576
MMP9_MMK,0.68889,0.88333,0.41667,0.78125,0.60227,0.53535
HSPB1_RUO,0.64727,0.7,0.58182,0.64,0.64615,0.56566
HSPB1_MMK,0.60763,0.51667,0.74576,0.60274,0.67391,0.56566
