Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
PERM,,,0.82372,0.95385,0.49167,0.90769,0.67027,0.58586
MMP9,,,0.81688,0.96154,0.30508,0.87805,0.60386,0.56566
MMP9,PERM,,0.79576,0.95385,0.21186,0.80645,0.57143,0.54545
MMP9,HSPB1,PERM,0.75254,0.96154,0.20339,0.82759,0.57078,0.35354
MMP9,HSPB1,,0.74094,0.95385,0.15254,0.75,0.55357,0.33333
HSPB1,PERM,,0.73513,0.95385,0.21667,0.8125,0.56881,0.36364
HSPB1,,,0.63462,0.99231,0.05,0.85714,0.53086,0.51515
